verbose:1
nr_items:100
dimensions:2
solver_name:simulated_annealing
nr_iterations:10000
nr_to_unpack:3
max_temperature:1000
Items:
  Item: value:8058 Resources:[5424, 5600]
Knapsack: value:0 Resources:[420000, 420000] Inventory: in:[] out:[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]
iteration:0 solve_begin_time:1581258362854
iteration:1 time:1581258362869 best_value:424000 Knapsack: value:424000 Resources:[602, 4054] Inventory: in:[84, 44, 77, 88, 11, 54, 7, 97, 14, 65, 85, 31, 87, 1, 33, 6, 16, 59, 24, 43, 71, 98, 55, 22, 62, 96, 99, 95, 8, 29, 36, 37, 61, 25, 9, 4, 0, 53, 13, 67, 93, 74, 18, 82, 38, 83, 70, 56, 46, 20, 15, 50, 51, 90, 66, 69, 81, 49, 75, 28] out:[2, 3, 5, 10, 12, 17, 19, 21, 23, 26, 27, 30, 32, 34, 35, 39, 40, 41, 42, 45, 47, 48, 52, 57, 58, 60, 63, 64, 68, 72, 73, 76, 78, 79, 80, 86, 89, 91, 92, 94]
improvement:-4449 current_temperature:999.9 chance:0.011685051022627277
iteration:3 time:1581258362898 best_value:438220 Knapsack: value:438220 Resources:[8, 833] Inventory: in:[84, 44, 77, 88, 11, 54, 7, 97, 14, 65, 85, 31, 87, 33, 6, 24, 43, 71, 98, 55, 22, 62, 96, 99, 8, 29, 36, 37, 25, 9, 4, 0, 53, 13, 67, 93, 74, 18, 82, 38, 83, 70, 56, 46, 20, 50, 51, 90, 66, 69, 81, 49, 75, 28, 59, 16, 61, 5, 45, 52, 64] out:[2, 3, 10, 12, 17, 19, 21, 23, 26, 27, 30, 32, 34, 35, 40, 41, 47, 48, 57, 58, 60, 63, 68, 72, 73, 76, 78, 79, 80, 86, 89, 91, 92, 94, 42, 39, 15, 1, 95]
iteration:4 time:1581258362898 best_value:438441 Knapsack: value:438441 Resources:[2325, 530] Inventory: in:[84, 44, 77, 88, 11, 54, 7, 97, 65, 85, 31, 87, 33, 6, 24, 43, 71, 98, 55, 22, 62, 96, 99, 8, 29, 36, 37, 25, 9, 4, 0, 53, 13, 67, 93, 74, 18, 82, 38, 83, 70, 56, 46, 20, 50, 51, 90, 69, 81, 49, 28, 59, 16, 61, 5, 45, 52, 64, 15, 48, 66] out:[2, 3, 10, 12, 17, 19, 21, 23, 26, 27, 30, 32, 34, 35, 40, 41, 47, 57, 58, 60, 63, 68, 72, 73, 76, 78, 79, 80, 86, 89, 91, 92, 94, 42, 39, 1, 95, 14, 75]
improvement:-2400 current_temperature:999.6 chance:0.09063087102752623
iteration:5 time:1581258362899 best_value:438441 Knapsack: value:436041 Resources:[4903, 4578] Inventory: in:[84, 44, 77, 88, 11, 54, 7, 97, 65, 85, 31, 87, 6, 24, 43, 71, 98, 55, 22, 62, 99, 8, 29, 36, 37, 25, 9, 4, 0, 53, 13, 67, 93, 18, 82, 38, 83, 70, 56, 46, 20, 50, 51, 90, 69, 81, 49, 28, 59, 16, 61, 5, 45, 52, 64, 15, 48, 66, 41, 33, 86] out:[2, 3, 10, 12, 17, 19, 21, 23, 26, 27, 30, 32, 34, 35, 40, 47, 57, 58, 60, 63, 68, 72, 73, 76, 78, 79, 80, 89, 91, 92, 94, 42, 39, 1, 95, 14, 75, 74, 96]
iteration:6 time:1581258362900 best_value:443788 Knapsack: value:443788 Resources:[82, 835] Inventory: in:[84, 44, 77, 11, 54, 7, 97, 65, 85, 31, 87, 6, 24, 43, 71, 98, 55, 62, 99, 8, 29, 36, 37, 25, 9, 4, 0, 53, 13, 67, 93, 18, 82, 38, 83, 70, 56, 46, 50, 51, 90, 69, 81, 49, 28, 59, 16, 61, 5, 45, 52, 64, 15, 48, 66, 41, 33, 86, 35, 21, 94, 58] out:[2, 3, 10, 12, 17, 19, 23, 26, 27, 30, 32, 34, 40, 47, 57, 60, 63, 68, 72, 73, 76, 78, 79, 80, 89, 91, 92, 42, 39, 1, 95, 14, 75, 74, 96, 20, 88, 22]
improvement:-5966 current_temperature:999.4 chance:0.0025553099563372815
improvement:-4255 current_temperature:999.3 chance:0.014150849994554692
improvement:-7615 current_temperature:999.1999999999999 chance:4.900040618020586E-4
improvement:-8258 current_temperature:999.1 chance:2.572559909706855E-4
iteration:11 time:1581258362903 best_value:444934 Knapsack: value:444934 Resources:[2380, 363] Inventory: in:[84, 44, 77, 11, 54, 7, 97, 85, 31, 87, 6, 24, 43, 71, 62, 8, 29, 36, 37, 25, 9, 0, 53, 13, 67, 93, 18, 82, 38, 83, 70, 56, 46, 50, 51, 69, 81, 28, 59, 61, 45, 52, 64, 15, 66, 41, 86, 35, 21, 58, 49, 4, 65, 90, 16, 33, 55, 48, 99, 19, 5, 1] out:[2, 3, 10, 12, 17, 26, 27, 32, 40, 47, 57, 60, 63, 68, 72, 76, 78, 79, 80, 89, 91, 42, 39, 95, 14, 75, 74, 96, 88, 22, 23, 30, 73, 20, 34, 92, 94, 98]
improvement:-7641 current_temperature:998.9 chance:4.763230031620251E-4
improvement:-4830 current_temperature:998.8000000000001 chance:0.00794030998497549
improvement:-11443 current_temperature:998.7 chance:1.0565725238748687E-5
iteration:15 time:1581258362905 best_value:447702 Knapsack: value:447702 Resources:[3824, 1615] Inventory: in:[84, 44, 77, 11, 54, 7, 97, 85, 6, 24, 43, 71, 62, 8, 29, 25, 9, 53, 13, 67, 93, 18, 82, 38, 83, 70, 46, 50, 51, 69, 28, 59, 61, 45, 52, 64, 66, 41, 86, 35, 21, 58, 49, 4, 65, 16, 55, 99, 19, 5, 1, 37, 56, 87, 0, 15, 33, 31, 81, 96, 76, 91] out:[3, 10, 17, 26, 32, 40, 47, 57, 60, 68, 72, 78, 79, 80, 89, 42, 95, 14, 75, 74, 88, 22, 23, 30, 73, 20, 34, 92, 94, 98, 39, 63, 27, 2, 12, 36, 90, 48]
iteration:16 time:1581258362905 best_value:447958 Knapsack: value:447958 Resources:[417, 1257] Inventory: in:[44, 77, 11, 54, 7, 97, 85, 6, 24, 43, 71, 62, 8, 29, 25, 9, 53, 13, 67, 93, 18, 82, 38, 83, 70, 46, 50, 51, 69, 28, 59, 61, 45, 52, 64, 41, 86, 35, 21, 58, 49, 4, 65, 16, 55, 99, 19, 5, 1, 56, 87, 0, 15, 33, 31, 81, 96, 76, 91, 73, 94, 34] out:[3, 10, 17, 26, 32, 40, 47, 57, 60, 68, 72, 78, 79, 80, 89, 42, 95, 14, 75, 74, 88, 22, 23, 30, 20, 92, 98, 39, 63, 27, 2, 12, 36, 90, 48, 37, 66, 84]
improvement:-12483 current_temperature:998.4 chance:3.7154721028547495E-6
improvement:-11716 current_temperature:998.3 chance:8.000943250688919E-6
improvement:-7719 current_temperature:998.1999999999999 chance:4.3816313847701803E-4
improvement:-2101 current_temperature:998.1 chance:0.12184573530790653
iteration:21 time:1581258362907 best_value:454143 Knapsack: value:454143 Resources:[1912, 285] Inventory: in:[44, 77, 11, 54, 7, 97, 85, 6, 24, 43, 71, 8, 29, 9, 53, 13, 67, 18, 82, 38, 83, 46, 50, 51, 69, 28, 61, 45, 41, 35, 58, 49, 4, 65, 16, 55, 99, 19, 5, 1, 56, 87, 0, 15, 33, 31, 81, 73, 94, 34, 21, 91, 64, 76, 25, 62, 59, 93, 96, 60, 72, 42] out:[3, 10, 17, 32, 57, 68, 78, 79, 80, 89, 95, 14, 75, 74, 88, 22, 30, 20, 92, 98, 39, 63, 36, 90, 48, 37, 66, 84, 2, 12, 40, 27, 47, 23, 26, 52, 70, 86]
improvement:-11360 current_temperature:997.9 chance:1.1377120385001028E-5
improvement:-2080 current_temperature:997.8000000000001 chance:0.12435858285062584
improvement:-8237 current_temperature:997.7 chance:2.596986145340498E-4
improvement:-112 current_temperature:997.6 chance:0.8938033927021081
iteration:25 time:1581258362909 best_value:454143 Knapsack: value:454031 Resources:[661, 9341] Inventory: in:[44, 77, 11, 54, 7, 97, 85, 24, 43, 71, 8, 29, 9, 53, 13, 67, 18, 82, 46, 50, 51, 69, 28, 61, 45, 41, 35, 58, 49, 4, 65, 16, 55, 99, 5, 56, 87, 0, 15, 31, 81, 73, 91, 64, 76, 25, 62, 59, 96, 42, 19, 72, 33, 93, 60, 6, 94, 21, 1, 32, 26, 57] out:[3, 10, 17, 68, 78, 79, 80, 89, 14, 75, 74, 88, 22, 20, 92, 39, 63, 36, 90, 48, 37, 66, 84, 2, 12, 40, 27, 47, 23, 86, 95, 30, 70, 52, 98, 38, 83, 34]
improvement:-1831 current_temperature:997.5 chance:0.15951952149456067
iteration:27 time:1581258362910 best_value:455403 Knapsack: value:455403 Resources:[2510, 12892] Inventory: in:[44, 77, 11, 54, 7, 85, 24, 43, 71, 8, 29, 9, 53, 13, 67, 18, 82, 46, 50, 51, 61, 45, 41, 35, 49, 4, 16, 55, 5, 56, 87, 0, 15, 31, 81, 73, 91, 64, 76, 25, 62, 59, 96, 42, 19, 72, 33, 93, 60, 6, 94, 21, 1, 32, 26, 57, 28, 65, 99, 14, 79, 70] out:[3, 10, 17, 68, 78, 80, 89, 75, 74, 88, 22, 20, 92, 39, 63, 36, 90, 37, 66, 84, 2, 12, 40, 27, 47, 23, 86, 95, 30, 52, 98, 38, 83, 48, 34, 58, 69, 97]
iteration:28 time:1581258362911 best_value:456898 Knapsack: value:456898 Resources:[140, 6593] Inventory: in:[44, 77, 11, 54, 7, 85, 24, 43, 71, 8, 29, 9, 53, 13, 67, 18, 82, 46, 50, 51, 45, 41, 35, 49, 4, 16, 55, 5, 56, 87, 0, 15, 31, 81, 73, 91, 64, 76, 25, 59, 96, 42, 19, 72, 33, 93, 60, 6, 94, 21, 1, 32, 57, 28, 65, 99, 14, 79, 70, 97, 36, 30] out:[3, 10, 17, 68, 78, 80, 89, 75, 74, 88, 22, 20, 92, 39, 63, 90, 37, 66, 84, 2, 12, 40, 27, 47, 23, 86, 95, 52, 98, 38, 83, 48, 34, 58, 69, 62, 26, 61]
improvement:-11335 current_temperature:997.1999999999999 chance:1.1573100027882015E-5
improvement:-5635 current_temperature:997.1 chance:0.003512634236758656
improvement:-909 current_temperature:997.0 chance:0.40182636737667016
iteration:31 time:1581258362912 best_value:456898 Knapsack: value:455989 Resources:[123, 5603] Inventory: in:[44, 77, 11, 54, 7, 85, 24, 43, 71, 8, 9, 53, 13, 67, 18, 82, 50, 51, 45, 35, 49, 4, 16, 55, 5, 56, 0, 15, 31, 81, 73, 91, 64, 76, 25, 59, 96, 42, 72, 33, 93, 60, 6, 94, 21, 1, 32, 28, 65, 99, 14, 79, 70, 97, 30, 46, 87, 29, 41, 47, 61, 3] out:[10, 17, 68, 78, 80, 89, 75, 88, 22, 20, 63, 90, 37, 66, 84, 2, 12, 40, 27, 23, 86, 95, 52, 98, 38, 83, 48, 34, 58, 69, 62, 26, 39, 74, 92, 57, 36, 19]
improvement:-7201 current_temperature:996.9 chance:7.293239733397532E-4
improvement:-11661 current_temperature:996.8000000000001 chance:8.30680921642688E-6
iteration:34 time:1581258362913 best_value:459088 Knapsack: value:459088 Resources:[414, 6959] Inventory: in:[44, 77, 11, 54, 7, 85, 24, 43, 71, 8, 9, 53, 67, 18, 50, 51, 45, 35, 49, 4, 16, 55, 5, 0, 15, 31, 81, 73, 91, 76, 25, 59, 96, 42, 72, 33, 93, 60, 6, 94, 21, 1, 32, 28, 65, 99, 14, 79, 97, 46, 29, 41, 61, 3, 70, 56, 13, 87, 64, 40, 89, 38] out:[10, 17, 68, 80, 75, 88, 22, 20, 63, 90, 37, 66, 84, 2, 12, 86, 95, 52, 98, 83, 48, 34, 58, 62, 26, 39, 74, 92, 57, 36, 19, 23, 69, 78, 27, 30, 82, 47]
improvement:-7092 current_temperature:996.6 chance:8.118499193964674E-4
improvement:-11115 current_temperature:996.5 chance:1.4317340442359098E-5
improvement:-3062 current_temperature:996.4 chance:0.046279183154093836
improvement:-6055 current_temperature:996.3 chance:0.00229393475837952
iteration:39 time:1581258362915 best_value:460288 Knapsack: value:460288 Resources:[1224, 5106] Inventory: in:[44, 77, 11, 54, 85, 24, 43, 71, 8, 9, 50, 51, 45, 49, 4, 16, 55, 5, 0, 15, 31, 81, 73, 91, 25, 59, 96, 42, 72, 33, 60, 6, 21, 1, 32, 28, 65, 99, 14, 79, 41, 61, 3, 70, 56, 40, 89, 38, 18, 7, 64, 94, 97, 29, 93, 87, 53, 35, 46, 30, 52, 26] out:[10, 17, 68, 80, 75, 22, 20, 37, 66, 12, 86, 95, 98, 83, 48, 58, 39, 74, 57, 36, 19, 69, 78, 82, 47, 88, 90, 92, 63, 84, 2, 27, 34, 62, 23, 13, 67, 76]
iteration:40 time:1581258362916 best_value:465819 Knapsack: value:465819 Resources:[3208, 1164] Inventory: in:[44, 77, 11, 54, 85, 24, 43, 71, 8, 9, 50, 51, 45, 49, 16, 55, 5, 0, 15, 31, 81, 73, 91, 25, 59, 96, 42, 72, 33, 60, 6, 21, 1, 32, 28, 65, 99, 14, 79, 41, 61, 3, 70, 56, 40, 89, 38, 18, 7, 64, 94, 97, 29, 93, 87, 53, 46, 30, 52, 34, 23, 10] out:[17, 68, 80, 75, 22, 20, 37, 66, 12, 86, 95, 98, 83, 48, 58, 39, 74, 57, 36, 19, 69, 78, 82, 47, 88, 90, 92, 63, 84, 2, 27, 62, 13, 67, 76, 4, 26, 35]
iteration:41 time:1581258362916 best_value:466737 Knapsack: value:466737 Resources:[2065, 1774] Inventory: in:[44, 77, 11, 54, 85, 24, 43, 71, 8, 9, 50, 51, 45, 49, 16, 55, 5, 0, 15, 31, 81, 73, 91, 25, 59, 96, 42, 72, 33, 60, 6, 21, 1, 32, 28, 65, 99, 14, 79, 41, 61, 3, 70, 56, 40, 89, 38, 18, 7, 64, 94, 97, 29, 87, 53, 46, 52, 23, 10, 82, 39, 13] out:[17, 68, 80, 75, 22, 20, 37, 66, 12, 86, 95, 98, 83, 48, 58, 74, 57, 36, 19, 69, 78, 47, 88, 90, 92, 63, 84, 2, 27, 62, 67, 76, 4, 26, 35, 34, 93, 30]
improvement:-4586 current_temperature:995.9 chance:0.01000290220060852
improvement:-2573 current_temperature:995.8000000000001 chance:0.07548267047901874
improvement:-3947 current_temperature:995.7 chance:0.01898615223649411
improvement:-8063 current_temperature:995.6 chance:3.0395405904090514E-4
improvement:-10986 current_temperature:995.5 chance:1.611660465965994E-5
improvement:-6268 current_temperature:995.4 chance:0.0018418845053351078
improvement:-355 current_temperature:995.3 chance:0.6999989954709852
improvement:-6788 current_temperature:995.1999999999999 chance:0.0010909138387229988
improvement:-79 current_temperature:995.1 chance:0.9236805371565397
iteration:50 time:1581258362920 best_value:466737 Knapsack: value:466658 Resources:[5557, 1417] Inventory: in:[44, 54, 43, 8, 9, 50, 51, 45, 16, 5, 15, 81, 73, 91, 25, 59, 60, 6, 21, 1, 32, 65, 14, 79, 41, 61, 70, 38, 18, 7, 64, 29, 53, 52, 23, 10, 82, 39, 13, 85, 49, 77, 99, 0, 97, 72, 24, 96, 42, 87, 94, 46, 56, 55, 33, 40, 31, 71, 3, 74, 68, 57] out:[17, 80, 20, 37, 12, 95, 98, 83, 48, 19, 69, 47, 92, 63, 84, 2, 67, 76, 26, 34, 66, 88, 93, 58, 36, 4, 62, 86, 78, 90, 75, 30, 35, 27, 22, 11, 28, 89]
improvement:-3456 current_temperature:995.0 chance:0.031012440945847913
iteration:52 time:1581258362921 best_value:467554 Knapsack: value:467554 Resources:[480, 3179] Inventory: in:[44, 54, 43, 8, 9, 50, 51, 45, 5, 15, 81, 73, 91, 25, 59, 60, 6, 21, 32, 65, 79, 41, 61, 70, 38, 18, 7, 64, 29, 53, 23, 10, 82, 85, 49, 77, 99, 0, 97, 72, 24, 96, 42, 87, 94, 46, 56, 55, 33, 40, 31, 71, 3, 74, 68, 57, 52, 1, 39, 92, 26, 4] out:[17, 80, 20, 12, 95, 98, 83, 48, 19, 69, 47, 63, 84, 2, 67, 76, 34, 66, 93, 58, 36, 62, 86, 78, 90, 75, 35, 27, 22, 11, 28, 89, 30, 37, 88, 16, 13, 14]
iteration:53 time:1581258362921 best_value:468045 Knapsack: value:468045 Resources:[691, 427] Inventory: in:[44, 54, 43, 8, 9, 50, 51, 5, 15, 81, 73, 91, 25, 59, 60, 6, 21, 32, 65, 79, 41, 61, 70, 38, 18, 7, 64, 29, 53, 23, 10, 82, 85, 49, 77, 99, 0, 97, 72, 24, 96, 42, 87, 94, 46, 56, 55, 33, 40, 31, 71, 3, 74, 68, 57, 1, 92, 26, 4, 63, 75, 52] out:[17, 80, 20, 12, 95, 98, 83, 48, 19, 69, 47, 84, 2, 67, 76, 34, 66, 93, 58, 36, 62, 86, 78, 90, 35, 27, 22, 11, 28, 89, 30, 37, 88, 16, 13, 14, 39, 45]
improvement:-806 current_temperature:994.7 chance:0.44472704760603793
improvement:-7421 current_temperature:994.6 chance:5.749134954129136E-4
improvement:-9349 current_temperature:994.5 chance:8.266585894910373E-5
improvement:-1718 current_temperature:994.4 chance:0.1776970793351028
improvement:-7748 current_temperature:994.3 chance:4.128539020618739E-4
improvement:-12597 current_temperature:994.1999999999999 chance:3.142509619953852E-6
improvement:-9790 current_temperature:994.1 chance:5.284730647084643E-5
improvement:-7498 current_temperature:994.0 chance:5.296683206866819E-4
improvement:-10392 current_temperature:993.9 chance:2.8781427434801337E-5
improvement:-2419 current_temperature:993.8000000000001 chance:0.08767737746994855
improvement:-8790 current_temperature:993.7 chance:1.4399556075586045E-4
iteration:65 time:1581258362926 best_value:468646 Knapsack: value:468646 Resources:[609, 2956] Inventory: in:[44, 43, 9, 50, 5, 73, 59, 60, 21, 32, 65, 41, 70, 38, 18, 29, 10, 82, 77, 99, 97, 87, 94, 46, 56, 55, 33, 3, 1, 92, 26, 4, 63, 75, 7, 74, 40, 79, 68, 53, 49, 96, 51, 91, 81, 85, 64, 31, 24, 54, 25, 6, 72, 52, 15, 71, 8, 42, 0, 57, 78, 90] out:[17, 80, 20, 98, 47, 84, 2, 67, 34, 36, 86, 35, 22, 11, 30, 88, 16, 39, 62, 93, 14, 69, 95, 27, 37, 83, 58, 19, 48, 12, 89, 28, 13, 76, 45, 66, 23, 61]
improvement:-12740 current_temperature:993.5 chance:2.6970505077143305E-6
improvement:-4899 current_temperature:993.4 chance:0.007215323733605002
improvement:-3814 current_temperature:993.3 chance:0.02149948784473079
improvement:-5104 current_temperature:993.1999999999999 chance:0.00586387386430703
improvement:-10500 current_temperature:993.1 chance:2.5599099616945603E-5
improvement:-817 current_temperature:993.0 chance:0.43921803988697783
iteration:71 time:1581258362928 best_value:468646 Knapsack: value:467829 Resources:[1121, 2144] Inventory: in:[43, 9, 50, 5, 73, 60, 21, 32, 65, 70, 38, 18, 10, 77, 97, 87, 94, 46, 56, 55, 33, 1, 92, 26, 4, 63, 75, 74, 40, 68, 53, 96, 91, 81, 64, 24, 25, 6, 72, 52, 8, 42, 0, 57, 78, 90, 3, 51, 31, 41, 71, 7, 79, 54, 99, 15, 59, 82, 29, 66, 89, 37] out:[17, 80, 20, 98, 47, 67, 34, 36, 86, 22, 30, 88, 16, 39, 62, 93, 69, 95, 27, 83, 58, 19, 48, 12, 28, 13, 76, 11, 84, 61, 2, 35, 45, 14, 23, 49, 85, 44]
improvement:-7165 current_temperature:992.9 chance:7.345626495945641E-4
improvement:-9307 current_temperature:992.8000000000001 chance:8.486096268259497E-5
improvement:-592 current_temperature:992.7 chance:0.55081659720684
iteration:74 time:1581258362930 best_value:468646 Knapsack: value:467237 Resources:[1733, 649] Inventory: in:[50, 5, 73, 21, 32, 65, 38, 18, 10, 77, 97, 87, 46, 56, 55, 33, 1, 92, 26, 4, 63, 40, 68, 53, 96, 91, 81, 25, 6, 72, 52, 8, 42, 0, 57, 78, 90, 3, 51, 31, 41, 71, 7, 79, 54, 99, 15, 59, 82, 29, 66, 89, 37, 24, 64, 60, 75, 9, 94, 80, 62, 58, 45] out:[17, 98, 47, 67, 34, 36, 22, 30, 88, 39, 93, 69, 95, 27, 83, 19, 48, 12, 28, 13, 76, 84, 61, 2, 35, 14, 23, 85, 44, 11, 49, 16, 20, 86, 43, 74, 70]
improvement:-3761 current_temperature:992.6 chance:0.02261732919995444
improvement:-8247 current_temperature:992.5 chance:2.462114350170601E-4
improvement:-6832 current_temperature:992.4 chance:0.0010237111846663307
improvement:-8671 current_temperature:992.3 chance:1.603286490423699E-4
improvement:-14617 current_temperature:992.1999999999999 chance:3.9995696251608747E-7
improvement:-3926 current_temperature:992.1 chance:0.019115373493336578
improvement:-1640 current_temperature:992.0 chance:0.19143139093201791
improvement:-8270 current_temperature:991.9 chance:2.393618760082844E-4
improvement:-8289 current_temperature:991.8000000000001 chance:2.3462272476372593E-4
improvement:-1839 current_temperature:991.7 chance:0.15654818124128222
improvement:-10078 current_temperature:991.6 chance:3.855702176647423E-5
improvement:-2287 current_temperature:991.5 chance:0.09959870143333462
iteration:87 time:1581258362934 best_value:468646 Knapsack: value:468471 Resources:[111, 1369] Inventory: in:[32, 38, 10, 77, 97, 46, 56, 55, 26, 4, 40, 68, 53, 96, 91, 6, 72, 52, 8, 42, 0, 90, 41, 7, 79, 89, 60, 9, 94, 62, 58, 45, 78, 33, 66, 31, 18, 81, 99, 73, 21, 65, 50, 59, 25, 87, 29, 3, 51, 92, 80, 5, 63, 1, 75, 37, 64, 15, 82, 24, 74, 61, 76] out:[47, 36, 30, 39, 69, 95, 83, 48, 12, 28, 84, 2, 14, 44, 11, 20, 43, 35, 67, 70, 93, 98, 16, 22, 85, 88, 49, 34, 86, 19, 17, 23, 27, 13, 57, 71, 54]
improvement:-6792 current_temperature:991.3 chance:0.0010577524011788058
improvement:-6031 current_temperature:991.1999999999999 chance:0.0022778027949481036
improvement:-4915 current_temperature:991.1 chance:0.007018987422289548
improvement:-10533 current_temperature:991.0 chance:2.421210311048892E-5
improvement:-11993 current_temperature:990.9 chance:5.5420917242909735E-6
improvement:-9916 current_temperature:990.8000000000001 chance:4.5034833790587934E-5
improvement:-11052 current_temperature:990.7 chance:1.4292888377150317E-5
improvement:-982 current_temperature:990.6 chance:0.37108712974129293
improvement:-2790 current_temperature:990.5 chance:0.059799426252048364
improvement:-6798 current_temperature:990.4 chance:0.001044838055473259
