verbose:1
nr_items:100
dimensions:2
solver_name:simulated_annealing
nr_iterations:10000
nr_to_unpack:3
max_temperature:1000
Items:
  Item: value:8058 Resources:[5424, 5600]
Knapsack: value:0 Resources:[420000, 420000] Inventory: in:[] out:[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]
iteration:0 solve_begin_time:1581258351114
iteration:1 time:1581258351128 best_value:440734 Knapsack: value:440734 Resources:[3551, 1588] Inventory: in:[76, 29, 8, 48, 17, 98, 34, 15, 83, 85, 43, 72, 56, 19, 50, 13, 68, 91, 80, 71, 69, 64, 54, 3, 73, 65, 82, 37, 81, 51, 18, 10, 67, 9, 93, 4, 41, 75, 11, 79, 55, 84, 94, 89, 24, 44, 35, 87, 16, 28, 36, 42, 57, 90, 63, 60, 38, 6, 47, 45, 1] out:[0, 2, 5, 7, 12, 14, 20, 21, 22, 23, 25, 26, 27, 30, 31, 32, 33, 39, 40, 46, 49, 52, 53, 58, 59, 61, 62, 66, 70, 74, 77, 78, 86, 88, 92, 95, 96, 97, 99]
improvement:-2356 current_temperature:999.9 chance:0.09477632629227746
improvement:-6461 current_temperature:999.8000000000001 chance:0.0015612125898269043
iteration:4 time:1581258351155 best_value:443066 Knapsack: value:443066 Resources:[7990, 1106] Inventory: in:[76, 29, 8, 48, 17, 98, 34, 15, 83, 85, 43, 72, 56, 19, 50, 13, 68, 91, 80, 71, 64, 54, 3, 73, 65, 82, 37, 81, 51, 18, 67, 93, 41, 11, 79, 55, 84, 89, 24, 44, 35, 87, 16, 28, 36, 57, 90, 63, 60, 38, 45, 1, 42, 94, 6, 69, 9, 75, 32, 5, 78] out:[0, 2, 7, 14, 20, 21, 22, 23, 25, 26, 27, 30, 31, 33, 39, 40, 46, 49, 52, 53, 58, 59, 66, 70, 74, 86, 88, 92, 95, 96, 97, 99, 62, 12, 77, 61, 47, 10, 4]
iteration:5 time:1581258351156 best_value:455315 Knapsack: value:455315 Resources:[3258, 1404] Inventory: in:[76, 29, 8, 48, 17, 98, 34, 15, 83, 85, 43, 72, 56, 19, 13, 68, 91, 80, 71, 64, 54, 3, 73, 65, 81, 51, 18, 67, 93, 41, 11, 79, 55, 84, 89, 24, 44, 35, 87, 16, 28, 36, 57, 90, 63, 60, 38, 45, 1, 42, 94, 6, 69, 9, 75, 32, 5, 78, 10, 2, 58, 46] out:[0, 7, 14, 20, 21, 22, 23, 25, 26, 27, 30, 31, 33, 39, 40, 49, 52, 53, 59, 66, 70, 74, 86, 88, 92, 95, 96, 97, 99, 62, 12, 77, 61, 47, 4, 82, 37, 50]
improvement:-2871 current_temperature:999.5 chance:0.056560963750157116
improvement:-5516 current_temperature:999.4 chance:0.0040086065695099805
improvement:-12680 current_temperature:999.3 chance:3.085236576294133E-6
improvement:-4390 current_temperature:999.1999999999999 chance:0.012357219499471512
improvement:-11984 current_temperature:999.1 chance:6.176274402425826E-6
improvement:-2899 current_temperature:999.0 chance:0.05491867074231774
iteration:12 time:1581258351161 best_value:457592 Knapsack: value:457592 Resources:[1146, 414] Inventory: in:[76, 29, 48, 17, 98, 34, 15, 83, 85, 43, 72, 56, 19, 13, 68, 91, 80, 71, 54, 18, 67, 79, 55, 89, 24, 44, 35, 28, 36, 90, 63, 38, 45, 42, 94, 6, 69, 9, 32, 5, 2, 58, 46, 64, 78, 60, 87, 11, 93, 10, 41, 57, 1, 73, 8, 65, 51, 84, 81, 39, 33, 66] out:[0, 7, 14, 20, 21, 22, 25, 26, 30, 40, 49, 52, 53, 70, 74, 86, 88, 95, 96, 62, 12, 77, 61, 47, 4, 82, 92, 59, 27, 31, 50, 97, 99, 23, 37, 16, 3, 75]
improvement:-110 current_temperature:998.8000000000001 chance:0.8957157509429843
iteration:13 time:1581258351161 best_value:457592 Knapsack: value:457482 Resources:[236, 371] Inventory: in:[76, 29, 48, 17, 98, 34, 15, 83, 85, 43, 72, 56, 19, 13, 68, 91, 80, 71, 54, 18, 67, 79, 55, 89, 24, 44, 35, 28, 36, 90, 63, 38, 45, 42, 94, 6, 69, 9, 5, 2, 58, 64, 78, 60, 87, 11, 93, 10, 41, 57, 1, 73, 65, 51, 84, 81, 39, 33, 66, 0, 27, 37] out:[7, 14, 20, 21, 22, 25, 26, 30, 40, 49, 52, 53, 70, 74, 86, 88, 95, 96, 62, 12, 77, 61, 47, 4, 82, 92, 59, 31, 50, 97, 99, 23, 16, 3, 75, 46, 8, 32]
improvement:-3224 current_temperature:998.7 chance:0.03962889894042658
improvement:-6754 current_temperature:998.6 chance:0.0011552149407912037
iteration:16 time:1581258351163 best_value:458718 Knapsack: value:458718 Resources:[2016, 30] Inventory: in:[76, 29, 48, 17, 98, 15, 83, 85, 43, 56, 19, 68, 91, 80, 71, 54, 18, 67, 79, 89, 44, 35, 28, 90, 38, 45, 42, 94, 6, 69, 9, 5, 2, 58, 78, 60, 87, 11, 93, 10, 41, 57, 1, 73, 65, 51, 84, 81, 39, 66, 0, 27, 37, 24, 34, 55, 33, 64, 13, 30, 86, 72] out:[7, 14, 21, 22, 25, 26, 40, 49, 52, 53, 70, 74, 88, 95, 96, 62, 12, 77, 61, 47, 4, 82, 92, 59, 50, 99, 16, 3, 46, 8, 32, 20, 31, 97, 23, 75, 36, 63]
iteration:17 time:1581258351163 best_value:459390 Knapsack: value:459390 Resources:[4995, 874] Inventory: in:[76, 29, 48, 17, 98, 15, 83, 85, 43, 56, 19, 68, 91, 80, 71, 54, 18, 67, 79, 89, 44, 35, 28, 90, 38, 45, 42, 6, 69, 9, 5, 2, 58, 78, 60, 87, 11, 93, 10, 41, 1, 73, 65, 51, 84, 81, 39, 0, 27, 37, 24, 34, 55, 33, 64, 13, 30, 86, 72, 97, 52, 21] out:[7, 14, 22, 25, 26, 40, 49, 53, 70, 74, 88, 95, 96, 62, 12, 77, 61, 47, 4, 82, 92, 59, 50, 99, 16, 3, 46, 8, 32, 20, 31, 23, 75, 36, 63, 66, 94, 57]
improvement:-2032 current_temperature:998.3 chance:0.13062034640827955
iteration:19 time:1581258351164 best_value:459481 Knapsack: value:459481 Resources:[2597, 937] Inventory: in:[76, 29, 48, 17, 98, 15, 83, 85, 43, 56, 19, 68, 91, 80, 71, 54, 18, 67, 79, 89, 44, 35, 28, 90, 38, 45, 42, 69, 9, 2, 58, 78, 60, 87, 11, 10, 41, 1, 73, 65, 51, 81, 39, 27, 37, 24, 34, 55, 33, 64, 13, 30, 72, 97, 52, 21, 84, 5, 0, 32, 77, 26] out:[7, 14, 22, 25, 40, 49, 53, 70, 74, 95, 96, 62, 12, 61, 47, 4, 82, 92, 59, 50, 99, 16, 46, 8, 20, 31, 23, 75, 36, 63, 66, 94, 57, 3, 88, 86, 6, 93]
improvement:-2552 current_temperature:998.1 chance:0.0775480115738605
iteration:21 time:1581258351165 best_value:459638 Knapsack: value:459638 Resources:[310, 8095] Inventory: in:[29, 48, 17, 98, 15, 83, 85, 43, 56, 19, 68, 91, 80, 71, 54, 18, 67, 79, 44, 35, 45, 69, 9, 2, 58, 78, 60, 87, 11, 10, 41, 1, 73, 65, 51, 81, 39, 27, 37, 24, 34, 55, 33, 64, 13, 30, 72, 97, 52, 21, 84, 5, 0, 32, 77, 26, 90, 76, 89, 46, 86, 59] out:[7, 14, 22, 25, 40, 49, 70, 74, 95, 96, 62, 12, 61, 47, 82, 92, 50, 99, 16, 8, 20, 31, 23, 75, 36, 63, 66, 94, 57, 3, 88, 6, 93, 4, 53, 28, 38, 42]
iteration:22 time:1581258351166 best_value:463312 Knapsack: value:463312 Resources:[408, 6912] Inventory: in:[29, 48, 17, 98, 15, 83, 85, 43, 56, 19, 68, 91, 80, 71, 54, 18, 67, 79, 44, 35, 45, 69, 9, 2, 58, 78, 60, 87, 11, 10, 41, 1, 65, 51, 81, 39, 27, 37, 24, 55, 33, 64, 13, 30, 72, 52, 21, 84, 5, 0, 32, 77, 26, 90, 76, 89, 46, 86, 59, 22, 28, 70] out:[7, 14, 25, 40, 49, 74, 95, 96, 62, 12, 61, 47, 82, 92, 50, 99, 16, 8, 20, 31, 23, 75, 36, 63, 66, 94, 57, 3, 88, 6, 93, 4, 53, 38, 42, 97, 73, 34]
improvement:-3035 current_temperature:997.8000000000001 chance:0.04775403458071044
improvement:-3381 current_temperature:997.7 chance:0.03374934643562537
improvement:-1136 current_temperature:997.6 chance:0.32022450242296296
iteration:25 time:1581258351167 best_value:463312 Knapsack: value:462176 Resources:[4494, 1312] Inventory: in:[29, 48, 17, 98, 15, 85, 43, 56, 19, 68, 80, 71, 54, 18, 67, 79, 44, 45, 69, 9, 2, 58, 78, 60, 87, 11, 10, 41, 65, 51, 81, 39, 27, 37, 24, 33, 64, 13, 30, 72, 52, 21, 5, 0, 32, 77, 26, 90, 89, 46, 59, 22, 28, 70, 1, 84, 86, 35, 55, 99, 20, 38] out:[7, 14, 25, 40, 49, 74, 96, 62, 12, 47, 82, 92, 50, 16, 8, 23, 75, 36, 66, 94, 57, 3, 88, 6, 93, 4, 53, 42, 97, 73, 61, 34, 31, 95, 63, 76, 91, 83]
improvement:-3757 current_temperature:997.5 chance:0.023134829183888445
iteration:26 time:1581258351167 best_value:463312 Knapsack: value:458419 Resources:[1807, 1268] Inventory: in:[29, 48, 17, 98, 15, 85, 43, 56, 19, 68, 71, 54, 18, 67, 79, 44, 45, 69, 9, 2, 58, 78, 60, 87, 11, 10, 41, 65, 51, 81, 39, 27, 37, 24, 33, 64, 13, 30, 72, 52, 21, 5, 0, 32, 77, 26, 90, 89, 59, 28, 70, 1, 84, 86, 35, 55, 99, 20, 38, 80, 61, 36] out:[7, 14, 25, 40, 49, 74, 96, 62, 12, 47, 82, 92, 50, 16, 8, 23, 75, 66, 94, 57, 3, 88, 6, 93, 4, 53, 42, 97, 73, 34, 31, 95, 63, 76, 91, 83, 46, 22]
improvement:-167 current_temperature:997.4 chance:0.8458313138556783
iteration:27 time:1581258351168 best_value:463312 Knapsack: value:458252 Resources:[6317, 4008] Inventory: in:[48, 17, 98, 15, 85, 43, 56, 19, 68, 71, 54, 18, 67, 79, 44, 45, 69, 9, 2, 58, 78, 60, 87, 11, 10, 41, 65, 81, 39, 27, 37, 33, 64, 13, 30, 72, 52, 21, 5, 0, 32, 77, 26, 90, 89, 59, 28, 70, 1, 84, 86, 35, 55, 99, 20, 38, 80, 61, 36, 49, 62, 73] out:[7, 14, 25, 40, 74, 96, 12, 47, 82, 92, 50, 16, 8, 23, 75, 66, 94, 57, 3, 88, 6, 93, 4, 53, 42, 97, 34, 31, 95, 63, 76, 91, 83, 46, 22, 51, 29, 24]
improvement:-4226 current_temperature:997.3 chance:0.014444506771160995
improvement:-1994 current_temperature:997.1999999999999 chance:0.13538958024019207
iteration:30 time:1581258351169 best_value:464339 Knapsack: value:464339 Resources:[1292, 387] Inventory: in:[48, 17, 98, 15, 85, 43, 56, 19, 68, 71, 54, 18, 79, 45, 69, 9, 2, 58, 87, 11, 10, 41, 65, 81, 39, 27, 37, 64, 13, 30, 72, 52, 21, 5, 0, 32, 77, 26, 90, 89, 28, 70, 1, 84, 86, 55, 99, 20, 80, 61, 36, 62, 73, 78, 38, 33, 60, 67, 44, 40, 59, 93, 46] out:[14, 74, 96, 12, 47, 92, 50, 16, 23, 75, 66, 57, 3, 88, 6, 4, 53, 42, 97, 34, 31, 95, 63, 76, 91, 83, 22, 51, 29, 24, 7, 82, 94, 8, 25, 35, 49]
improvement:-6288 current_temperature:997.0 chance:0.0018236400236050136
improvement:-1413 current_temperature:996.9 chance:0.24234476421450674
improvement:-7027 current_temperature:996.8000000000001 chance:8.677919269983641E-4
improvement:-10241 current_temperature:996.7 chance:3.448772157191602E-5
improvement:-3205 current_temperature:996.6 chance:0.040117839182527405
improvement:-11234 current_temperature:996.5 chance:1.2705734895512133E-5
improvement:-17108 current_temperature:996.4 chance:3.493378862148548E-8
improvement:-3262 current_temperature:996.3 chance:0.03785038139649923
iteration:39 time:1581258351173 best_value:466776 Knapsack: value:466776 Resources:[5050, 763] Inventory: in:[85, 43, 56, 19, 71, 54, 18, 79, 58, 10, 65, 81, 39, 27, 37, 64, 13, 72, 52, 5, 0, 32, 77, 89, 28, 70, 1, 84, 86, 55, 80, 61, 36, 62, 38, 33, 60, 44, 40, 59, 46, 68, 9, 69, 17, 98, 93, 67, 99, 26, 73, 41, 90, 30, 45, 21, 87, 20, 2, 78, 66, 3, 42] out:[96, 47, 92, 50, 75, 6, 4, 97, 31, 95, 63, 76, 91, 83, 22, 29, 7, 82, 94, 8, 25, 49, 88, 51, 35, 24, 14, 16, 57, 23, 12, 74, 34, 53, 48, 15, 11]
improvement:-1798 current_temperature:996.1 chance:0.16446793452894337
improvement:-543 current_temperature:996.0 chance:0.5797370021245776
iteration:41 time:1581258351174 best_value:466776 Knapsack: value:466233 Resources:[2156, 919] Inventory: in:[56, 19, 71, 54, 18, 79, 58, 10, 65, 39, 27, 37, 64, 13, 72, 52, 5, 0, 32, 77, 89, 28, 70, 1, 84, 86, 55, 80, 61, 36, 38, 33, 60, 44, 40, 59, 46, 68, 9, 69, 17, 98, 93, 67, 99, 26, 73, 41, 90, 30, 21, 87, 20, 2, 66, 3, 42, 45, 78, 43, 4, 31, 76] out:[96, 47, 92, 50, 6, 97, 95, 63, 91, 83, 22, 29, 7, 82, 94, 8, 25, 49, 88, 35, 24, 14, 16, 57, 23, 12, 74, 34, 53, 48, 11, 75, 51, 15, 62, 85, 81]
improvement:-584 current_temperature:995.9 chance:0.5563240907845477
iteration:43 time:1581258351174 best_value:469532 Knapsack: value:469532 Resources:[316, 1012] Inventory: in:[19, 71, 54, 18, 79, 58, 10, 65, 39, 27, 37, 64, 13, 72, 0, 32, 77, 89, 28, 70, 1, 84, 86, 55, 80, 36, 38, 33, 60, 44, 40, 59, 46, 68, 9, 69, 17, 98, 93, 99, 26, 73, 41, 90, 30, 21, 87, 20, 2, 66, 3, 42, 45, 78, 43, 4, 76, 67, 52, 5, 8, 7, 85] out:[96, 47, 92, 50, 6, 97, 95, 63, 91, 22, 29, 82, 94, 25, 49, 88, 35, 24, 14, 16, 57, 23, 12, 74, 34, 53, 48, 11, 51, 15, 81, 75, 83, 62, 56, 31, 61]
improvement:-2220 current_temperature:995.7 chance:0.10757282433803131
improvement:-2082 current_temperature:995.6 chance:0.12353864144519273
improvement:-17554 current_temperature:995.5 chance:2.1975226740014072E-8
improvement:-11942 current_temperature:995.4 chance:6.16151998233164E-6
improvement:-16912 current_temperature:995.3 chance:4.173767034989096E-8
improvement:-7596 current_temperature:995.1999999999999 chance:4.8438202441267376E-4
improvement:-7712 current_temperature:995.1 chance:4.3075336230092665E-4
improvement:-3999 current_temperature:995.0 chance:0.017969211148686333
improvement:-16867 current_temperature:994.9 chance:4.33715274981473E-8
improvement:-12120 current_temperature:994.8000000000001 chance:5.1148962723490165E-6
improvement:-2715 current_temperature:994.7 chance:0.06525411493011424
improvement:-8328 current_temperature:994.6 chance:2.3097170064904693E-4
improvement:-4483 current_temperature:994.5 chance:0.011022762118146116
improvement:-8757 current_temperature:994.4 chance:1.4978414014015423E-4
iteration:58 time:1581258351180 best_value:471053 Knapsack: value:471053 Resources:[2886, 1662] Inventory: in:[19, 54, 18, 79, 58, 27, 37, 13, 0, 70, 1, 86, 33, 60, 40, 68, 69, 26, 73, 90, 30, 87, 66, 42, 78, 76, 67, 5, 85, 20, 59, 7, 65, 77, 28, 43, 10, 2, 99, 71, 80, 52, 3, 36, 39, 72, 46, 41, 64, 8, 44, 38, 21, 4, 9, 98, 84, 45, 89, 93, 91, 11, 15] out:[50, 97, 95, 22, 82, 94, 49, 53, 75, 62, 31, 6, 12, 92, 24, 47, 63, 14, 16, 96, 57, 56, 34, 83, 61, 51, 25, 48, 23, 88, 29, 74, 35, 81, 55, 32, 17]
improvement:-10439 current_temperature:994.1999999999999 chance:2.7539219198293775E-5
iteration:60 time:1581258351181 best_value:472375 Knapsack: value:472375 Resources:[1771, 5161] Inventory: in:[19, 54, 18, 79, 58, 27, 37, 13, 0, 1, 86, 33, 60, 40, 68, 69, 26, 73, 90, 30, 87, 66, 42, 78, 76, 67, 5, 85, 20, 59, 7, 65, 28, 43, 10, 2, 99, 80, 52, 3, 36, 72, 46, 41, 64, 8, 44, 38, 21, 4, 9, 98, 84, 45, 89, 93, 91, 11, 71, 70, 96, 75, 51] out:[50, 97, 95, 22, 82, 94, 49, 53, 62, 31, 6, 12, 24, 63, 14, 16, 57, 56, 34, 83, 61, 25, 48, 23, 88, 29, 74, 35, 81, 55, 32, 17, 92, 47, 15, 77, 39]
improvement:-4722 current_temperature:994.0 chance:0.008647344338136609
improvement:-3560 current_temperature:993.9 chance:0.02782419590275355
improvement:-1529 current_temperature:993.8000000000001 chance:0.21469455370128718
improvement:-7874 current_temperature:993.7 chance:3.619803242875117E-4
improvement:-5450 current_temperature:993.6 chance:0.004148100875308566
iteration:66 time:1581258351183 best_value:473515 Knapsack: value:473515 Resources:[788, 607] Inventory: in:[54, 18, 79, 58, 27, 37, 13, 0, 1, 86, 33, 60, 40, 68, 26, 73, 90, 30, 66, 42, 78, 76, 5, 85, 20, 59, 7, 65, 28, 43, 10, 99, 3, 72, 46, 8, 38, 21, 4, 9, 84, 89, 93, 11, 71, 96, 51, 45, 98, 64, 36, 52, 2, 41, 70, 44, 75, 67, 80, 87, 91, 32, 16, 82] out:[97, 95, 22, 94, 49, 6, 12, 24, 63, 57, 56, 34, 83, 48, 23, 88, 29, 74, 55, 17, 92, 15, 77, 39, 31, 14, 50, 35, 81, 53, 25, 47, 61, 62, 19, 69]
improvement:-7866 current_temperature:993.4 chance:3.6403500789069083E-4
improvement:-8825 current_temperature:993.3 chance:1.3851577687261002E-4
improvement:-7874 current_temperature:993.1999999999999 chance:3.6053922983036383E-4
improvement:-1227 current_temperature:993.1 chance:0.2906820783352981
improvement:-3893 current_temperature:993.0 chance:0.019832305068825377
improvement:-14566 current_temperature:992.9 chance:4.254331023039141E-7
improvement:-10717 current_temperature:992.8000000000001 chance:2.050745666115868E-5
improvement:-12374 current_temperature:992.7 chance:3.859416855693861E-6
iteration:75 time:1581258351186 best_value:475324 Knapsack: value:475324 Resources:[302, 2095] Inventory: in:[54, 79, 13, 0, 33, 73, 90, 30, 66, 78, 76, 5, 20, 59, 65, 28, 43, 10, 99, 72, 46, 8, 38, 21, 4, 9, 84, 93, 96, 45, 98, 64, 36, 52, 2, 41, 75, 67, 80, 87, 91, 32, 82, 1, 11, 44, 18, 60, 58, 70, 86, 37, 85, 7, 89, 42, 68, 16, 51, 27, 71, 56, 53, 15] out:[97, 6, 24, 57, 83, 29, 55, 92, 77, 39, 31, 14, 25, 47, 61, 19, 69, 50, 48, 22, 81, 95, 62, 74, 94, 49, 17, 23, 35, 88, 12, 34, 63, 40, 26, 3]
improvement:-9963 current_temperature:992.5 chance:4.369455104633503E-5
improvement:-5260 current_temperature:992.4 chance:0.0049901857558184055
improvement:-9717 current_temperature:992.3 chance:5.587455375867091E-5
improvement:-8915 current_temperature:992.1999999999999 chance:1.2526442531074584E-4
improvement:-13979 current_temperature:992.1 chance:7.597218355908138E-7
improvement:-8495 current_temperature:992.0 chance:1.9094825850128684E-4
iteration:82 time:1581258351188 best_value:477978 Knapsack: value:477978 Resources:[3851, 691] Inventory: in:[0, 33, 30, 66, 78, 76, 5, 20, 59, 28, 43, 10, 99, 72, 46, 8, 93, 96, 98, 36, 52, 75, 67, 80, 91, 32, 82, 1, 11, 18, 70, 86, 37, 85, 7, 89, 42, 68, 16, 27, 56, 53, 15, 54, 87, 60, 65, 73, 71, 64, 38, 90, 2, 58, 21, 9, 79, 45, 44, 41, 51, 77, 3] out:[97, 6, 24, 57, 83, 29, 55, 92, 14, 47, 61, 19, 48, 22, 81, 95, 74, 49, 17, 88, 12, 63, 40, 26, 23, 25, 62, 50, 69, 39, 34, 35, 94, 31, 4, 84, 13]
improvement:-8989 current_temperature:991.8000000000001 chance:1.1583784675628432E-4
improvement:-5972 current_temperature:991.7 chance:0.002424857657214703
improvement:-889 current_temperature:991.6 chance:0.40798255648000237
iteration:85 time:1581258351190 best_value:477978 Knapsack: value:477089 Resources:[4709, 33] Inventory: in:[0, 33, 30, 66, 78, 76, 5, 20, 28, 43, 10, 99, 72, 46, 8, 93, 96, 98, 52, 75, 67, 80, 91, 32, 1, 11, 18, 70, 86, 37, 85, 7, 89, 42, 16, 27, 56, 54, 87, 60, 73, 71, 64, 38, 90, 2, 58, 21, 9, 79, 45, 41, 51, 77, 3, 53, 59, 15, 68, 44, 40, 57, 17] out:[97, 6, 24, 83, 29, 55, 92, 61, 19, 48, 22, 81, 95, 74, 88, 12, 63, 26, 23, 25, 62, 50, 39, 34, 35, 94, 31, 4, 84, 13, 47, 14, 49, 69, 82, 65, 36]
improvement:-8525 current_temperature:991.5 chance:1.8445893172302496E-4
improvement:-6518 current_temperature:991.4 chance:0.0013954462072073774
improvement:-4517 current_temperature:991.3 chance:0.010497241272491903
improvement:-2972 current_temperature:991.1999999999999 chance:0.04986749980170635
improvement:-6752 current_temperature:991.1 chance:0.0010997939569190253
improvement:-4925 current_temperature:991.0 chance:0.00694503996750969
improvement:-3858 current_temperature:990.9 chance:0.020375334252561054
iteration:92 time:1581258351192 best_value:477978 Knapsack: value:473231 Resources:[1979, 35] Inventory: in:[0, 33, 30, 66, 76, 5, 28, 43, 10, 99, 72, 98, 75, 67, 91, 32, 11, 86, 37, 89, 42, 16, 27, 56, 54, 87, 60, 73, 64, 90, 2, 9, 79, 45, 41, 51, 77, 53, 15, 68, 44, 40, 57, 17, 58, 59, 52, 71, 38, 20, 70, 46, 3, 1, 7, 8, 96, 78, 93, 85, 25, 18, 62] out:[6, 24, 83, 29, 55, 61, 19, 48, 74, 63, 26, 23, 50, 39, 34, 35, 94, 13, 47, 14, 49, 69, 36, 22, 12, 82, 95, 97, 88, 65, 81, 84, 31, 92, 4, 21, 80]
improvement:-12112 current_temperature:990.8000000000001 chance:4.908878376928208E-6
improvement:-12291 current_temperature:990.7 chance:4.092398507066441E-6
improvement:-5966 current_temperature:990.6 chance:0.002423330226765428
improvement:-9878 current_temperature:990.5 chance:4.665450617807429E-5
improvement:-8410 current_temperature:990.4 chance:2.0520140897277336E-4
