verbose:1
nr_items:100
dimensions:2
solver_name:simulated_annealing
nr_iterations:10000
nr_to_unpack:3
max_temperature:1000
Items:
  Item: value:8058 Resources:[5424, 5600]
Knapsack: value:0 Resources:[420000, 420000] Inventory: in:[] out:[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]
iteration:0 solve_begin_time:1581258356015
iteration:1 time:1581258356032 best_value:420040 Knapsack: value:420040 Resources:[4686, 3952] Inventory: in:[4, 66, 79, 55, 67, 64, 44, 42, 23, 7, 52, 97, 71, 22, 59, 58, 39, 46, 11, 1, 13, 29, 6, 90, 93, 68, 99, 63, 51, 50, 43, 53, 34, 91, 3, 88, 60, 38, 86, 8, 81, 12, 24, 96, 57, 37, 2, 14, 31, 18, 36, 27, 54, 48, 25, 0, 32, 80, 56, 21] out:[5, 9, 10, 15, 16, 17, 19, 20, 26, 28, 30, 33, 35, 40, 41, 45, 47, 49, 61, 62, 65, 69, 70, 72, 73, 74, 75, 76, 77, 78, 82, 83, 84, 85, 87, 89, 92, 94, 95, 98]
iteration:2 time:1581258356053 best_value:424207 Knapsack: value:424207 Resources:[2326, 6184] Inventory: in:[4, 66, 79, 55, 67, 64, 44, 42, 23, 7, 52, 97, 71, 22, 59, 58, 39, 46, 11, 1, 13, 29, 6, 90, 93, 68, 99, 63, 51, 50, 43, 53, 34, 91, 3, 88, 60, 38, 86, 81, 12, 24, 96, 57, 2, 14, 31, 18, 36, 27, 54, 48, 25, 0, 32, 56, 21, 9, 17, 5] out:[10, 15, 16, 19, 20, 26, 28, 30, 33, 35, 40, 41, 45, 47, 49, 61, 62, 65, 69, 70, 72, 73, 74, 75, 76, 77, 78, 82, 83, 84, 85, 87, 89, 92, 94, 95, 98, 37, 8, 80]
improvement:-4503 current_temperature:999.8000000000001 chance:0.011065747192926962
iteration:4 time:1581258356061 best_value:429437 Knapsack: value:429437 Resources:[2617, 5854] Inventory: in:[4, 66, 79, 55, 67, 64, 42, 23, 7, 52, 97, 71, 22, 59, 58, 39, 46, 11, 1, 13, 29, 6, 90, 93, 68, 99, 63, 51, 50, 43, 53, 91, 3, 88, 60, 38, 86, 81, 24, 96, 2, 14, 31, 18, 36, 27, 54, 25, 0, 32, 21, 9, 17, 5, 44, 48, 56, 69, 45, 28] out:[10, 15, 16, 19, 20, 26, 30, 33, 35, 40, 41, 47, 61, 62, 65, 70, 72, 73, 74, 75, 77, 78, 82, 83, 84, 85, 87, 89, 92, 94, 95, 98, 37, 8, 80, 76, 49, 34, 57, 12]
iteration:5 time:1581258356062 best_value:436313 Knapsack: value:436313 Resources:[89, 1096] Inventory: in:[4, 66, 79, 55, 67, 64, 42, 23, 7, 52, 97, 71, 59, 58, 39, 46, 11, 1, 13, 29, 6, 90, 93, 68, 99, 63, 51, 50, 43, 53, 91, 3, 88, 60, 38, 86, 81, 24, 96, 2, 14, 31, 36, 27, 54, 25, 0, 32, 21, 9, 17, 5, 44, 56, 69, 45, 28, 18, 74, 61, 33] out:[10, 15, 16, 19, 20, 26, 30, 35, 40, 41, 47, 62, 65, 70, 72, 73, 75, 77, 78, 82, 83, 84, 85, 87, 89, 92, 94, 95, 98, 37, 8, 80, 76, 49, 34, 57, 12, 22, 48]
improvement:-6195 current_temperature:999.5 chance:0.0020332921525409984
iteration:7 time:1581258356064 best_value:440155 Knapsack: value:440155 Resources:[860, 4100] Inventory: in:[4, 66, 79, 55, 67, 64, 23, 7, 52, 97, 71, 58, 46, 11, 1, 13, 6, 90, 93, 68, 99, 63, 51, 50, 43, 53, 91, 3, 88, 60, 38, 86, 24, 96, 2, 14, 31, 36, 27, 54, 25, 0, 32, 21, 9, 17, 5, 44, 56, 69, 45, 28, 18, 74, 33, 59, 39, 42, 40, 70, 72] out:[10, 16, 19, 20, 26, 30, 35, 41, 47, 62, 65, 73, 75, 78, 82, 83, 84, 85, 87, 89, 92, 94, 95, 98, 37, 8, 80, 76, 49, 34, 12, 22, 48, 77, 57, 15, 61, 29, 81]
improvement:-8078 current_temperature:999.3 chance:3.085401550067661E-4
iteration:9 time:1581258356065 best_value:441953 Knapsack: value:441953 Resources:[139, 24] Inventory: in:[4, 66, 55, 67, 64, 23, 7, 52, 97, 71, 58, 46, 11, 1, 6, 93, 68, 99, 63, 51, 50, 43, 53, 91, 3, 88, 60, 38, 86, 24, 96, 2, 14, 31, 36, 27, 54, 0, 32, 21, 9, 17, 44, 56, 45, 28, 18, 74, 33, 59, 39, 42, 40, 70, 72, 5, 25, 90, 75, 69, 82] out:[10, 16, 19, 20, 26, 30, 35, 41, 47, 62, 65, 73, 78, 84, 85, 87, 89, 94, 95, 98, 37, 8, 80, 76, 49, 34, 12, 22, 48, 77, 57, 15, 61, 29, 81, 92, 83, 13, 79]
improvement:-7050 current_temperature:999.1 chance:8.619177446927108E-4
improvement:-5711 current_temperature:999.0 chance:0.003290496819244264
iteration:12 time:1581258356068 best_value:444954 Knapsack: value:444954 Resources:[3332, 693] Inventory: in:[4, 66, 55, 67, 64, 23, 7, 58, 46, 11, 1, 6, 93, 68, 99, 63, 51, 50, 43, 91, 3, 88, 60, 96, 2, 14, 31, 27, 54, 0, 21, 9, 17, 44, 56, 45, 28, 18, 74, 33, 59, 39, 42, 40, 70, 72, 5, 25, 90, 75, 69, 82, 24, 53, 32, 36, 38, 71, 16, 62, 76] out:[10, 19, 20, 26, 30, 35, 41, 47, 65, 73, 78, 84, 85, 87, 89, 94, 95, 37, 8, 80, 49, 34, 22, 48, 77, 57, 15, 81, 92, 83, 79, 61, 29, 98, 12, 13, 86, 52, 97]
improvement:-1585 current_temperature:998.8000000000001 chance:0.20455788544496442
improvement:-5283 current_temperature:998.7 chance:0.005042381241669103
improvement:-8544 current_temperature:998.6 chance:1.923914672521134E-4
improvement:-5156 current_temperature:998.5 chance:0.005720233696304973
improvement:-706 current_temperature:998.4 chance:0.4930565477215366
improvement:-2078 current_temperature:998.3 chance:0.12473814041957453
improvement:-466 current_temperature:998.1999999999999 chance:0.626980203280735
iteration:20 time:1581258356073 best_value:447208 Knapsack: value:447208 Resources:[692, 1441] Inventory: in:[4, 66, 67, 64, 23, 58, 46, 1, 6, 68, 99, 63, 51, 50, 43, 3, 88, 60, 96, 2, 14, 31, 0, 21, 9, 17, 44, 56, 45, 18, 74, 33, 59, 39, 70, 72, 90, 24, 53, 16, 62, 76, 38, 32, 42, 7, 91, 55, 5, 75, 82, 71, 93, 27, 40, 69, 54, 25, 11, 48, 36] out:[10, 19, 20, 26, 30, 35, 41, 47, 78, 85, 87, 89, 95, 8, 80, 49, 22, 57, 92, 83, 29, 98, 86, 52, 77, 37, 81, 79, 13, 15, 12, 73, 61, 97, 84, 94, 65, 34, 28]
improvement:-830 current_temperature:998.0 chance:0.43532459678623187
improvement:-12206 current_temperature:997.9 chance:4.873556783582202E-6
iteration:23 time:1581258356074 best_value:450807 Knapsack: value:450807 Resources:[683, 8355] Inventory: in:[4, 67, 64, 23, 58, 46, 6, 68, 99, 63, 51, 50, 43, 3, 60, 14, 31, 21, 17, 44, 56, 45, 18, 74, 33, 59, 39, 70, 72, 90, 24, 53, 16, 62, 76, 38, 32, 42, 7, 91, 55, 5, 75, 82, 71, 93, 27, 69, 54, 25, 11, 48, 36, 88, 2, 1, 9, 0, 61, 73, 78] out:[10, 19, 20, 26, 30, 35, 41, 47, 85, 87, 89, 95, 8, 80, 49, 22, 57, 83, 29, 98, 86, 52, 77, 81, 13, 15, 12, 97, 84, 94, 65, 34, 28, 79, 92, 37, 96, 66, 40]
improvement:-3687 current_temperature:997.7 chance:0.02483504175337418
improvement:-4616 current_temperature:997.6 chance:0.009783039536917506
improvement:-2911 current_temperature:997.5 chance:0.05402568273124901
improvement:-1402 current_temperature:997.4 chance:0.2452064666699122
improvement:-3131 current_temperature:997.3 chance:0.04330545862034189
iteration:28 time:1581258356077 best_value:450807 Knapsack: value:447676 Resources:[3277, 803] Inventory: in:[4, 64, 23, 58, 46, 6, 99, 63, 51, 50, 43, 3, 60, 31, 21, 17, 56, 45, 74, 33, 59, 39, 70, 72, 90, 24, 53, 16, 62, 76, 38, 32, 7, 75, 82, 93, 27, 54, 25, 11, 48, 36, 2, 1, 9, 0, 61, 73, 78, 55, 69, 91, 5, 88, 71, 68, 67, 44, 80, 97, 8] out:[10, 19, 30, 35, 41, 47, 85, 87, 89, 95, 49, 57, 83, 29, 98, 86, 52, 81, 13, 15, 12, 94, 65, 79, 92, 37, 96, 22, 26, 84, 34, 77, 28, 20, 40, 66, 42, 18, 14]
improvement:-8566 current_temperature:997.1999999999999 chance:1.8594639104013588E-4
improvement:-1792 current_temperature:997.1 chance:0.1657603987127571
improvement:-5093 current_temperature:997.0 chance:0.006046201986328713
improvement:-2305 current_temperature:996.9 chance:0.09904631401255413
improvement:-8781 current_temperature:996.8000000000001 chance:1.4935427254682634E-4
iteration:34 time:1581258356079 best_value:452337 Knapsack: value:452337 Resources:[4137, 1794] Inventory: in:[4, 64, 23, 58, 46, 99, 63, 51, 50, 43, 3, 60, 31, 21, 56, 45, 74, 33, 59, 72, 90, 24, 53, 16, 62, 76, 7, 75, 93, 25, 36, 2, 1, 0, 61, 73, 78, 55, 69, 88, 71, 68, 67, 44, 80, 8, 82, 39, 27, 54, 48, 91, 6, 32, 5, 70, 17, 9, 10, 30, 98] out:[35, 47, 85, 87, 89, 49, 57, 29, 86, 52, 12, 94, 65, 79, 92, 37, 96, 26, 84, 34, 77, 20, 40, 66, 42, 14, 83, 28, 81, 18, 22, 13, 41, 95, 15, 19, 97, 38, 11]
iteration:35 time:1581258356080 best_value:456380 Knapsack: value:456380 Resources:[156, 2588] Inventory: in:[4, 64, 23, 58, 46, 99, 63, 51, 50, 43, 3, 60, 31, 21, 56, 45, 74, 59, 72, 90, 24, 53, 16, 62, 76, 7, 75, 93, 25, 36, 2, 1, 0, 61, 73, 78, 55, 69, 88, 71, 68, 67, 44, 80, 8, 82, 39, 27, 54, 91, 6, 32, 5, 70, 17, 9, 10, 98, 87, 13, 79, 65] out:[35, 47, 85, 89, 49, 57, 29, 86, 52, 12, 94, 92, 37, 96, 26, 84, 34, 77, 20, 40, 66, 42, 14, 83, 28, 81, 18, 22, 41, 95, 15, 19, 97, 38, 11, 33, 48, 30]
improvement:-4727 current_temperature:996.5 chance:0.008707220899424285
improvement:-12633 current_temperature:996.4 chance:3.116988909622454E-6
improvement:-4306 current_temperature:996.3 chance:0.013273424932290489
improvement:-675 current_temperature:996.1999999999999 chance:0.507847138992802
iteration:40 time:1581258356082 best_value:457047 Knapsack: value:457047 Resources:[2839, 479] Inventory: in:[23, 58, 46, 99, 63, 51, 50, 43, 3, 31, 21, 56, 45, 74, 59, 72, 16, 76, 7, 75, 25, 36, 2, 1, 0, 78, 55, 69, 71, 68, 67, 44, 80, 8, 82, 39, 27, 54, 91, 6, 32, 5, 70, 17, 13, 79, 65, 61, 90, 9, 10, 60, 64, 24, 88, 62, 98, 4, 73, 30, 33, 84] out:[35, 85, 89, 49, 29, 52, 12, 94, 92, 96, 26, 34, 40, 66, 14, 83, 28, 81, 18, 22, 41, 95, 15, 19, 97, 38, 11, 48, 20, 86, 42, 47, 57, 37, 77, 93, 87, 53]
improvement:-877 current_temperature:996.0 chance:0.41456641487434587
improvement:-13183 current_temperature:995.9 chance:1.7828937373066117E-6
improvement:-11725 current_temperature:995.8000000000001 chance:7.698749065368018E-6
improvement:-1485 current_temperature:995.7 chance:0.22505441170186058
improvement:-727 current_temperature:995.6 chance:0.4818063847975627
improvement:-4787 current_temperature:995.5 chance:0.008158957504760844
iteration:47 time:1581258356084 best_value:459933 Knapsack: value:459933 Resources:[707, 1291] Inventory: in:[58, 46, 99, 63, 51, 3, 56, 45, 59, 76, 7, 75, 25, 36, 2, 1, 0, 78, 69, 71, 80, 8, 82, 39, 27, 54, 91, 6, 32, 70, 17, 13, 79, 61, 90, 9, 10, 60, 64, 62, 98, 4, 73, 30, 33, 68, 84, 44, 72, 43, 55, 65, 16, 24, 5, 31, 88, 50, 74, 11, 52, 81, 15] out:[35, 85, 89, 49, 94, 92, 26, 34, 40, 66, 83, 28, 18, 22, 95, 19, 38, 48, 20, 86, 42, 47, 77, 87, 53, 41, 97, 96, 12, 93, 57, 37, 29, 14, 21, 23, 67]
improvement:-9397 current_temperature:995.3 chance:7.937124095168776E-5
improvement:-2797 current_temperature:995.1999999999999 chance:0.06017547788859539
improvement:-8278 current_temperature:995.1 chance:2.4389763888098598E-4
iteration:51 time:1581258356085 best_value:463380 Knapsack: value:463380 Resources:[2561, 1958] Inventory: in:[58, 46, 63, 51, 56, 45, 59, 76, 7, 75, 25, 36, 2, 1, 78, 71, 80, 8, 82, 27, 54, 91, 6, 70, 13, 79, 61, 90, 9, 10, 60, 64, 98, 4, 30, 33, 84, 44, 72, 55, 65, 16, 24, 5, 31, 88, 50, 74, 11, 52, 81, 15, 0, 17, 73, 99, 39, 3, 32, 68, 49, 43, 18] out:[35, 85, 92, 26, 34, 66, 83, 28, 22, 95, 19, 38, 48, 86, 42, 47, 77, 53, 41, 97, 96, 12, 93, 57, 37, 29, 14, 21, 23, 67, 87, 20, 94, 89, 40, 62, 69]
improvement:-6387 current_temperature:994.9 chance:0.0016290786368348016
improvement:-8624 current_temperature:994.8000000000001 chance:1.7181723867762093E-4
improvement:-7559 current_temperature:994.7 chance:5.008138095054774E-4
improvement:-2507 current_temperature:994.6 chance:0.08041043673978195
improvement:-10605 current_temperature:994.5 chance:2.3379521334600243E-5
iteration:57 time:1581258356088 best_value:468972 Knapsack: value:468972 Resources:[816, 1237] Inventory: in:[58, 46, 63, 51, 56, 45, 76, 36, 2, 71, 80, 82, 27, 54, 91, 6, 70, 13, 61, 9, 60, 64, 98, 4, 33, 84, 44, 72, 65, 16, 24, 5, 88, 50, 11, 52, 81, 0, 17, 99, 3, 32, 68, 49, 18, 30, 43, 55, 10, 75, 79, 25, 1, 8, 7, 90, 15, 74, 59, 78, 37, 57, 73, 41] out:[35, 85, 26, 34, 66, 83, 22, 95, 19, 38, 48, 42, 47, 53, 97, 12, 93, 21, 23, 87, 20, 94, 89, 40, 62, 69, 92, 28, 67, 77, 14, 29, 86, 96, 31, 39]
improvement:-2620 current_temperature:994.3 chance:0.07171756288521774
improvement:-1326 current_temperature:994.1999999999999 chance:0.26349110547913757
improvement:-1022 current_temperature:994.1 chance:0.3576982278706252
improvement:-7481 current_temperature:994.0 chance:5.38804941776738E-4
improvement:-7510 current_temperature:993.9 chance:5.229147222375665E-4
improvement:-15439 current_temperature:993.8000000000001 chance:1.7910045674467002E-7
improvement:-5016 current_temperature:993.7 chance:0.006423442132651876
improvement:-8954 current_temperature:993.6 chance:1.2197740708644095E-4
improvement:-2755 current_temperature:993.5 chance:0.06247275980969188
improvement:-7913 current_temperature:993.4 chance:3.472127753992335E-4
improvement:-8415 current_temperature:993.3 chance:2.0929605079116602E-4
iteration:69 time:1581258356092 best_value:471709 Knapsack: value:471709 Resources:[615, 4207] Inventory: in:[51, 45, 76, 2, 80, 70, 13, 61, 9, 60, 98, 4, 33, 44, 72, 16, 88, 50, 52, 81, 17, 99, 3, 32, 49, 75, 79, 8, 90, 74, 59, 78, 37, 57, 41, 11, 82, 36, 84, 24, 10, 0, 71, 55, 65, 5, 18, 46, 25, 7, 54, 27, 73, 15, 56, 58, 30, 91, 68, 64, 43, 86, 87, 6] out:[26, 66, 83, 22, 19, 48, 47, 97, 12, 93, 23, 94, 62, 69, 92, 14, 29, 96, 85, 89, 67, 42, 40, 77, 39, 31, 53, 20, 21, 34, 35, 95, 28, 38, 63, 1]
improvement:-14755 current_temperature:993.1 chance:3.527462537568584E-7
improvement:-9270 current_temperature:993.0 chance:8.824906721361083E-5
improvement:-10172 current_temperature:992.9 chance:3.5544055274743906E-5
improvement:-7010 current_temperature:992.8000000000001 chance:8.580587103433971E-4
improvement:-9751 current_temperature:992.7 chance:5.4206715662098385E-5
improvement:-6677 current_temperature:992.6 chance:0.0011983877605988148
improvement:-994 current_temperature:992.5 chance:0.36732387202288885
improvement:-5396 current_temperature:992.4 chance:0.0043511127594926926
improvement:-8813 current_temperature:992.3 chance:1.3895135120634412E-4
improvement:-617 current_temperature:992.1999999999999 chance:0.5369499276715215
improvement:-817 current_temperature:992.1 chance:0.43889033873121913
improvement:-10817 current_temperature:992.0 chance:1.8380249419560374E-5
improvement:-11333 current_temperature:991.9 chance:1.091309700280587E-5
improvement:-6529 current_temperature:991.8000000000001 chance:0.0013837190518594543
improvement:-15007 current_temperature:991.7 chance:2.6791379065252115E-7
improvement:-1889 current_temperature:991.6 chance:0.1488223424557577
iteration:85 time:1581258356097 best_value:471709 Knapsack: value:469820 Resources:[1970, 10867] Inventory: in:[51, 80, 61, 72, 16, 88, 50, 17, 79, 74, 59, 57, 11, 36, 24, 71, 5, 46, 15, 58, 30, 91, 68, 64, 86, 87, 65, 82, 41, 45, 6, 99, 3, 56, 73, 13, 37, 27, 78, 43, 25, 0, 7, 60, 8, 90, 32, 98, 9, 54, 18, 70, 33, 49, 76, 84, 81, 75, 55, 52, 10, 95, 85] out:[48, 47, 93, 92, 29, 67, 42, 31, 53, 35, 28, 39, 83, 66, 1, 12, 97, 77, 96, 62, 26, 34, 23, 38, 94, 63, 20, 21, 19, 40, 22, 89, 69, 14, 2, 4, 44]
improvement:-10370 current_temperature:991.5 chance:2.869175795897351E-5
improvement:-9471 current_temperature:991.4 chance:7.09768243721086E-5
improvement:-2325 current_temperature:991.3 chance:0.09580838960198626
improvement:-4349 current_temperature:991.1999999999999 chance:0.01243039026916462
improvement:-2531 current_temperature:991.1 chance:0.07779110540019513
improvement:-370 current_temperature:991.0 chance:0.688417191259653
iteration:91 time:1581258356098 best_value:471709 Knapsack: value:469450 Resources:[6619, 2524] Inventory: in:[51, 80, 61, 72, 16, 88, 17, 79, 59, 11, 71, 15, 58, 30, 91, 86, 87, 65, 82, 41, 45, 6, 99, 3, 56, 73, 13, 37, 43, 25, 7, 60, 8, 90, 32, 54, 18, 70, 49, 76, 84, 81, 75, 55, 52, 10, 95, 85, 78, 0, 57, 46, 27, 24, 68, 64, 98, 9, 33, 50, 66, 38, 39] out:[48, 92, 29, 67, 31, 35, 28, 83, 1, 12, 97, 77, 96, 62, 26, 23, 94, 63, 21, 19, 40, 69, 14, 2, 4, 44, 53, 47, 20, 93, 89, 34, 22, 42, 5, 74, 36]
improvement:-3354 current_temperature:990.9 chance:0.0338843611031847
iteration:93 time:1581258356099 best_value:471709 Knapsack: value:470874 Resources:[8618, 3764] Inventory: in:[51, 80, 72, 16, 88, 17, 79, 59, 11, 71, 15, 58, 30, 86, 87, 65, 82, 41, 45, 6, 3, 56, 73, 13, 37, 43, 25, 7, 60, 8, 90, 32, 54, 18, 70, 49, 76, 84, 81, 75, 55, 52, 10, 85, 78, 0, 46, 27, 24, 68, 64, 98, 9, 33, 50, 66, 38, 39, 61, 99, 92, 19, 21] out:[48, 29, 67, 31, 35, 28, 83, 1, 12, 97, 77, 96, 62, 26, 23, 94, 40, 69, 2, 4, 44, 53, 47, 20, 93, 89, 34, 22, 42, 74, 36, 63, 5, 14, 95, 91, 57]
improvement:-856 current_temperature:990.7 chance:0.42145783993033237
improvement:-1046 current_temperature:990.6 chance:0.3478702541619789
iteration:95 time:1581258356100 best_value:471709 Knapsack: value:469828 Resources:[152, 1701] Inventory: in:[51, 80, 72, 16, 88, 17, 79, 59, 11, 71, 15, 58, 86, 87, 65, 82, 41, 45, 6, 3, 56, 73, 13, 37, 43, 25, 7, 8, 90, 32, 54, 18, 70, 49, 76, 84, 81, 75, 55, 52, 10, 85, 78, 0, 46, 24, 68, 98, 9, 33, 50, 66, 38, 61, 99, 92, 21, 27, 19, 30, 31, 62, 20, 63] out:[48, 29, 67, 35, 28, 83, 1, 12, 97, 77, 96, 26, 23, 94, 40, 4, 44, 53, 47, 93, 89, 34, 22, 42, 74, 36, 5, 14, 95, 91, 57, 69, 2, 60, 39, 64]
improvement:-4577 current_temperature:990.5 chance:0.009843946944531197
improvement:-998 current_temperature:990.4 chance:0.3650672604374368
improvement:-11557 current_temperature:990.3 chance:8.544686337515463E-6
improvement:-6880 current_temperature:990.1999999999999 chance:9.604666530444342E-4
improvement:-373 current_temperature:990.1 chance:0.6861015547145948
iteration:100 time:1581258356101 best_value:471709 Knapsack: value:469455 Resources:[5958, 4752] Inventory: in:[80, 72, 16, 17, 79, 11, 71, 15, 58, 87, 65, 82, 45, 6, 3, 73, 13, 37, 43, 25, 7, 32, 54, 18, 70, 76, 84, 81, 75, 55, 52, 85, 78, 0, 46, 24, 9, 33, 50, 38, 61, 99, 92, 21, 27, 30, 31, 62, 63, 51, 8, 90, 98, 86, 66, 59, 68, 10, 19, 41, 56, 34, 5, 42] out:[48, 29, 35, 83, 1, 12, 97, 77, 96, 26, 23, 94, 40, 44, 53, 47, 89, 74, 36, 14, 95, 91, 69, 2, 60, 39, 28, 22, 57, 64, 4, 93, 67, 88, 20, 49]
improvement:-7516 current_temperature:990.0 chance:5.045118691334584E-4
improvement:-4181 current_temperature:989.9 chance:0.014644961091983003
iteration:103 time:1581258356102 best_value:471709 Knapsack: value:470065 Resources:[3765, 1523] Inventory: in:[72, 16, 79, 11, 71, 15, 58, 87, 82, 45, 6, 3, 73, 13, 37, 43, 25, 7, 32, 54, 18, 70, 76, 84, 81, 75, 55, 52, 85, 78, 0, 46, 24, 9, 50, 38, 61, 99, 92, 21, 27, 30, 31, 62, 63, 51, 8, 90, 98, 66, 59, 68, 10, 19, 41, 56, 34, 5, 33, 65, 17, 40, 26, 74] out:[48, 29, 35, 83, 1, 12, 77, 96, 23, 94, 44, 53, 47, 36, 95, 91, 2, 60, 39, 28, 22, 57, 64, 4, 93, 67, 20, 49, 14, 69, 88, 97, 89, 86, 42, 80]
improvement:-2522 current_temperature:989.7 chance:0.07821866762254728
improvement:-4078 current_temperature:989.6 chance:0.01623060028693525
improvement:-10227 current_temperature:989.5 chance:3.245931849218645E-5
improvement:-8290 current_temperature:989.4 chance:2.2968185546547965E-4
