verbose:1
nr_items:100
dimensions:2
solver_name:simulated_annealing
nr_iterations:10000
nr_to_unpack:3
max_temperature:1000
Items:
  Item: value:8058 Resources:[5424, 5600]
Knapsack: value:0 Resources:[420000, 420000] Inventory: in:[] out:[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]
iteration:0 solve_begin_time:1581258348094
iteration:1 time:1581258348111 best_value:423648 Knapsack: value:423648 Resources:[18600, 2180] Inventory: in:[75, 18, 99, 88, 6, 50, 57, 43, 52, 76, 72, 40, 61, 83, 37, 55, 41, 80, 98, 45, 71, 33, 19, 78, 94, 30, 23, 24, 13, 92, 42, 73, 2, 66, 44, 36, 22, 84, 20, 5, 79, 9, 46, 34, 25, 1, 93, 29, 51, 15, 87, 86, 11, 67, 3, 53, 77, 12, 35, 16] out:[0, 4, 7, 8, 10, 14, 17, 21, 26, 27, 28, 31, 32, 38, 39, 47, 48, 49, 54, 56, 58, 59, 60, 62, 63, 64, 65, 68, 69, 70, 74, 81, 82, 85, 89, 90, 91, 95, 96, 97]
iteration:2 time:1581258348131 best_value:432601 Knapsack: value:432601 Resources:[6476, 1211] Inventory: in:[75, 18, 99, 88, 6, 50, 57, 43, 52, 76, 72, 40, 61, 83, 37, 55, 41, 80, 98, 45, 71, 33, 19, 78, 94, 30, 23, 24, 13, 92, 42, 73, 66, 44, 36, 22, 84, 5, 79, 9, 46, 34, 25, 1, 93, 29, 51, 15, 87, 86, 11, 67, 3, 53, 77, 12, 16, 58, 8, 68, 14] out:[0, 4, 7, 10, 17, 21, 26, 27, 28, 31, 32, 38, 39, 47, 48, 49, 54, 56, 59, 60, 62, 63, 64, 65, 69, 70, 74, 81, 82, 85, 89, 90, 91, 95, 96, 97, 2, 20, 35]
iteration:3 time:1581258348132 best_value:437247 Knapsack: value:437247 Resources:[5051, 130] Inventory: in:[18, 99, 88, 6, 50, 57, 43, 52, 76, 72, 40, 61, 83, 37, 55, 41, 80, 98, 45, 71, 33, 19, 78, 94, 30, 23, 24, 13, 92, 42, 73, 66, 44, 36, 22, 84, 5, 79, 9, 46, 34, 25, 1, 29, 51, 15, 87, 86, 11, 67, 3, 53, 77, 12, 16, 8, 68, 14, 91, 75, 58] out:[0, 4, 7, 10, 17, 21, 26, 27, 28, 31, 32, 38, 39, 47, 48, 49, 54, 56, 59, 60, 62, 63, 64, 65, 69, 70, 74, 81, 82, 85, 89, 90, 95, 96, 97, 2, 20, 35, 93]
iteration:4 time:1581258348133 best_value:444232 Knapsack: value:444232 Resources:[4730, 119] Inventory: in:[18, 99, 88, 6, 50, 57, 43, 52, 76, 72, 40, 61, 83, 37, 55, 41, 80, 98, 45, 71, 33, 19, 78, 94, 30, 23, 24, 13, 92, 42, 73, 66, 44, 36, 84, 5, 79, 9, 46, 34, 25, 1, 29, 51, 87, 86, 11, 3, 53, 77, 12, 16, 8, 68, 14, 91, 75, 58, 59, 15, 32, 62] out:[0, 4, 7, 10, 17, 21, 26, 27, 28, 31, 38, 39, 47, 48, 49, 54, 56, 60, 63, 64, 65, 69, 70, 74, 81, 82, 85, 89, 90, 95, 96, 97, 2, 20, 35, 93, 22, 67]
iteration:5 time:1581258348134 best_value:444291 Knapsack: value:444291 Resources:[8349, 791] Inventory: in:[18, 99, 88, 6, 50, 57, 43, 52, 76, 72, 40, 61, 83, 55, 41, 80, 98, 45, 71, 33, 19, 78, 30, 24, 13, 92, 42, 73, 66, 44, 36, 84, 5, 79, 9, 46, 34, 25, 1, 29, 51, 87, 86, 11, 3, 53, 77, 12, 16, 8, 68, 14, 91, 75, 58, 59, 15, 32, 62, 67, 90, 10] out:[0, 4, 7, 17, 21, 26, 27, 28, 31, 38, 39, 47, 48, 49, 54, 56, 60, 63, 64, 65, 69, 70, 74, 81, 82, 85, 89, 95, 96, 97, 2, 20, 35, 93, 22, 23, 37, 94]
iteration:6 time:1581258348135 best_value:459036 Knapsack: value:459036 Resources:[5414, 534] Inventory: in:[18, 99, 88, 6, 50, 57, 43, 52, 76, 72, 40, 61, 83, 55, 41, 80, 45, 71, 33, 19, 78, 30, 24, 13, 92, 42, 73, 66, 44, 36, 84, 5, 79, 9, 46, 34, 1, 29, 51, 87, 86, 11, 3, 53, 77, 16, 8, 68, 14, 91, 75, 58, 59, 15, 32, 62, 67, 90, 10, 64, 97, 70, 85] out:[0, 4, 7, 17, 21, 26, 27, 28, 31, 38, 39, 47, 48, 49, 54, 56, 60, 63, 65, 69, 74, 81, 82, 89, 95, 96, 2, 20, 35, 93, 22, 23, 37, 94, 98, 25, 12]
iteration:7 time:1581258348135 best_value:463513 Knapsack: value:463513 Resources:[1849, 3675] Inventory: in:[99, 88, 50, 57, 43, 52, 76, 72, 61, 83, 55, 41, 80, 45, 71, 33, 19, 78, 30, 24, 13, 92, 42, 73, 66, 44, 36, 84, 5, 79, 9, 46, 34, 1, 29, 51, 87, 86, 11, 3, 53, 77, 16, 8, 68, 14, 91, 75, 58, 59, 15, 32, 62, 67, 90, 10, 64, 97, 70, 85, 18, 21, 7] out:[0, 4, 17, 26, 27, 28, 31, 38, 39, 47, 48, 49, 54, 56, 60, 63, 65, 69, 74, 81, 82, 89, 95, 96, 2, 20, 35, 93, 22, 23, 37, 94, 98, 25, 12, 6, 40]
iteration:8 time:1581258348136 best_value:465145 Knapsack: value:465145 Resources:[3430, 1986] Inventory: in:[99, 88, 50, 57, 43, 52, 76, 72, 61, 83, 55, 41, 80, 45, 71, 19, 78, 30, 24, 13, 92, 42, 73, 66, 44, 84, 5, 79, 9, 46, 34, 1, 29, 51, 87, 86, 11, 3, 53, 77, 16, 8, 68, 14, 91, 75, 58, 59, 15, 32, 62, 67, 10, 64, 97, 70, 85, 18, 21, 7, 40, 56, 0] out:[4, 17, 26, 27, 28, 31, 38, 39, 47, 48, 49, 54, 60, 63, 65, 69, 74, 81, 82, 89, 95, 96, 2, 20, 35, 93, 22, 23, 37, 94, 98, 25, 12, 6, 90, 33, 36]
improvement:-4591 current_temperature:999.1999999999999 chance:0.010105497052256152
improvement:-2723 current_temperature:999.1 chance:0.06551652306513517
improvement:-10566 current_temperature:999.0 chance:2.550651682777911E-5
improvement:-6941 current_temperature:998.9 chance:9.599364171237063E-4
improvement:-920 current_temperature:998.8000000000001 chance:0.39807879082575826
improvement:-1437 current_temperature:998.7 chance:0.23719551225815352
iteration:14 time:1581258348150 best_value:465145 Knapsack: value:463708 Resources:[13644, 2995] Inventory: in:[99, 88, 57, 52, 76, 72, 61, 83, 55, 80, 45, 71, 78, 30, 24, 13, 92, 42, 66, 44, 84, 46, 29, 51, 87, 11, 3, 53, 77, 16, 8, 68, 91, 75, 58, 59, 62, 67, 64, 97, 70, 85, 18, 21, 7, 0, 50, 86, 5, 34, 43, 15, 9, 41, 19, 79, 56, 40, 1, 10, 28, 73] out:[4, 26, 27, 31, 38, 47, 48, 49, 54, 60, 63, 65, 69, 74, 82, 89, 95, 96, 22, 23, 37, 94, 98, 12, 90, 33, 36, 20, 25, 93, 39, 35, 81, 2, 6, 17, 14, 32]
improvement:-5965 current_temperature:998.6 chance:0.0025456666767299215
improvement:-903 current_temperature:998.5 chance:0.40480227749487
improvement:-12044 current_temperature:998.4 chance:5.767330235254877E-6
improvement:-3147 current_temperature:998.3 chance:0.04275115739846536
improvement:-6266 current_temperature:998.1999999999999 chance:0.0018784672289160619
improvement:-7749 current_temperature:998.1 chance:4.248598844087668E-4
improvement:-5972 current_temperature:998.0 chance:0.002518811952938204
improvement:-7569 current_temperature:997.9 chance:5.080511890915843E-4
iteration:23 time:1581258348155 best_value:466248 Knapsack: value:466248 Resources:[3127, 2562] Inventory: in:[99, 88, 76, 72, 61, 83, 55, 80, 78, 92, 42, 66, 44, 46, 29, 87, 11, 3, 53, 77, 16, 91, 58, 62, 67, 64, 97, 0, 86, 34, 15, 9, 41, 19, 56, 40, 1, 10, 28, 70, 5, 71, 30, 59, 18, 50, 51, 43, 57, 7, 73, 75, 21, 8, 84, 52, 85, 79, 24, 37, 94, 49] out:[4, 31, 38, 47, 48, 54, 60, 69, 89, 22, 23, 98, 12, 90, 36, 20, 93, 81, 17, 95, 39, 74, 2, 63, 14, 35, 32, 82, 27, 96, 25, 33, 6, 26, 65, 68, 45, 13]
iteration:24 time:1581258348155 best_value:468573 Knapsack: value:468573 Resources:[5241, 1131] Inventory: in:[99, 88, 76, 72, 61, 83, 55, 80, 78, 92, 42, 66, 44, 46, 29, 87, 11, 3, 53, 77, 16, 91, 58, 62, 67, 64, 0, 86, 34, 15, 9, 41, 19, 56, 40, 1, 10, 28, 70, 71, 30, 59, 18, 51, 43, 57, 7, 73, 75, 21, 8, 84, 52, 85, 79, 24, 37, 94, 49, 38, 6, 50] out:[4, 31, 47, 48, 54, 60, 69, 89, 22, 23, 98, 12, 90, 36, 20, 93, 81, 17, 95, 39, 74, 2, 63, 14, 35, 32, 82, 27, 96, 25, 33, 26, 65, 68, 45, 13, 5, 97]
improvement:-10472 current_temperature:997.6 chance:2.7613845462467676E-5
improvement:-11532 current_temperature:997.5 chance:9.531559089318965E-6
improvement:-3131 current_temperature:997.4 chance:0.04331909185403999
improvement:-165 current_temperature:997.3 chance:0.8475150293770972
iteration:28 time:1581258348157 best_value:468573 Knapsack: value:468408 Resources:[982, 2330] Inventory: in:[99, 88, 72, 61, 55, 78, 42, 66, 44, 46, 29, 11, 53, 77, 16, 58, 62, 67, 64, 0, 86, 34, 15, 9, 41, 19, 56, 40, 10, 28, 70, 71, 30, 59, 18, 51, 43, 57, 73, 75, 21, 8, 84, 52, 24, 37, 94, 49, 38, 50, 76, 3, 6, 79, 85, 91, 83, 92, 7, 93, 89, 87] out:[4, 31, 47, 48, 54, 60, 69, 22, 23, 98, 12, 90, 36, 17, 95, 39, 74, 2, 63, 35, 32, 82, 96, 33, 26, 65, 68, 45, 14, 25, 27, 5, 97, 20, 13, 81, 80, 1]
iteration:29 time:1581258348157 best_value:470121 Knapsack: value:470121 Resources:[1994, 203] Inventory: in:[99, 88, 61, 55, 78, 42, 66, 44, 46, 29, 11, 53, 77, 16, 58, 62, 67, 64, 0, 86, 34, 15, 9, 41, 56, 40, 10, 28, 70, 71, 30, 59, 18, 51, 43, 57, 73, 75, 21, 8, 84, 24, 37, 94, 49, 38, 50, 76, 3, 6, 79, 85, 91, 83, 92, 7, 93, 89, 87, 60, 33, 72] out:[4, 31, 47, 48, 54, 69, 22, 23, 98, 12, 90, 36, 17, 95, 39, 74, 2, 63, 35, 32, 82, 96, 26, 65, 68, 45, 14, 25, 27, 5, 97, 20, 13, 81, 80, 1, 52, 19]
improvement:-11199 current_temperature:997.1 chance:1.3249224208914274E-5
improvement:-3281 current_temperature:997.0 chance:0.03722135520168788
improvement:-7367 current_temperature:996.9 chance:6.174523138226787E-4
improvement:-12036 current_temperature:996.8000000000001 chance:5.702312040064743E-6
improvement:-3641 current_temperature:996.7 chance:0.025911844926038805
iteration:35 time:1581258348160 best_value:473938 Knapsack: value:473938 Resources:[4366, 3535] Inventory: in:[99, 88, 78, 66, 46, 29, 11, 77, 16, 62, 67, 64, 0, 86, 34, 15, 9, 41, 10, 28, 70, 71, 30, 59, 18, 51, 43, 57, 73, 8, 24, 37, 94, 49, 38, 50, 3, 6, 79, 85, 91, 83, 7, 93, 89, 87, 72, 58, 56, 76, 33, 44, 60, 42, 75, 84, 21, 55, 61, 52, 13, 39] out:[4, 31, 47, 48, 54, 22, 23, 98, 90, 36, 17, 95, 2, 26, 65, 68, 45, 14, 25, 5, 97, 20, 80, 19, 69, 12, 81, 1, 82, 32, 63, 96, 35, 74, 27, 40, 53, 92]
improvement:-2278 current_temperature:996.5 chance:0.10167223688485966
improvement:-1889 current_temperature:996.4 chance:0.15019437808324151
improvement:-5218 current_temperature:996.3 chance:0.005314170751849016
improvement:-6378 current_temperature:996.1999999999999 chance:0.0016576922584013705
improvement:-2420 current_temperature:996.1 chance:0.08808306825450471
iteration:41 time:1581258348162 best_value:479243 Knapsack: value:479243 Resources:[2527, 2209] Inventory: in:[99, 88, 66, 46, 29, 11, 16, 62, 67, 64, 0, 86, 15, 28, 71, 59, 18, 51, 43, 57, 73, 24, 37, 94, 49, 38, 3, 6, 79, 85, 91, 93, 89, 87, 72, 56, 76, 33, 44, 60, 75, 84, 21, 52, 13, 39, 58, 30, 61, 70, 50, 42, 9, 77, 10, 78, 41, 7, 8, 81, 35, 2, 54] out:[31, 48, 22, 23, 98, 17, 95, 26, 68, 45, 14, 25, 5, 20, 19, 69, 1, 32, 63, 96, 74, 27, 40, 82, 65, 90, 12, 47, 80, 4, 92, 53, 97, 36, 34, 55, 83]
improvement:-1543 current_temperature:995.9 chance:0.21238548189450412
improvement:-5377 current_temperature:995.8000000000001 chance:0.004518032577630546
improvement:-9125 current_temperature:995.7 chance:1.0470047012533887E-4
improvement:-4864 current_temperature:995.6 chance:0.007555373982143768
improvement:-12547 current_temperature:995.5 chance:3.359505641688745E-6
improvement:-5296 current_temperature:995.4 chance:0.0048904342232176014
improvement:-3 current_temperature:995.3 chance:0.996990371456541
iteration:48 time:1581258348164 best_value:479243 Knapsack: value:479240 Resources:[179, 2063] Inventory: in:[99, 66, 46, 29, 16, 67, 64, 0, 86, 28, 71, 59, 51, 43, 57, 73, 37, 94, 49, 6, 79, 93, 89, 87, 56, 76, 33, 44, 60, 84, 52, 39, 58, 70, 50, 42, 9, 10, 41, 7, 81, 35, 2, 78, 11, 88, 61, 85, 18, 62, 72, 38, 3, 8, 24, 21, 91, 54, 15, 13, 80, 65, 45, 98] out:[48, 22, 23, 17, 95, 26, 68, 14, 25, 5, 20, 32, 63, 96, 74, 82, 90, 12, 47, 53, 97, 36, 34, 55, 31, 1, 40, 4, 92, 19, 27, 69, 83, 30, 75, 77]
improvement:-17268 current_temperature:995.1999999999999 chance:2.913614976897335E-8
improvement:-4486 current_temperature:995.1 chance:0.011019491284739192
improvement:-6694 current_temperature:995.0 chance:0.001197357551148193
improvement:-5150 current_temperature:994.9 chance:0.005648305794593441
improvement:-5406 current_temperature:994.8000000000001 chance:0.0043644716371650134
improvement:-6388 current_temperature:994.7 chance:0.0016253423718658186
improvement:-13480 current_temperature:994.6 chance:1.2999468084132661E-6
improvement:-15546 current_temperature:994.5 chance:1.6259947521954455E-7
improvement:-10544 current_temperature:994.4 chance:2.4831962553383994E-5
improvement:-5270 current_temperature:994.3 chance:0.004990539774321829
improvement:-12625 current_temperature:994.1999999999999 chance:3.055240690572338E-6
improvement:-4734 current_temperature:994.1 chance:0.00854767153189319
improvement:-8523 current_temperature:994.0 chance:1.8887093116464347E-4
improvement:-13290 current_temperature:993.9 chance:1.5588431910342465E-6
improvement:-6785 current_temperature:993.8000000000001 chance:0.0010837484690153644
improvement:-10746 current_temperature:993.7 chance:2.011330517711911E-5
improvement:-4720 current_temperature:993.6 chance:0.008648212935023918
improvement:-7452 current_temperature:993.5 chance:5.526670005008268E-4
improvement:-5918 current_temperature:993.4 chance:0.0025868398049671434
improvement:-3478 current_temperature:993.3 chance:0.030153334029000937
improvement:-4463 current_temperature:993.1999999999999 chance:0.01118081202413769
improvement:-4063 current_temperature:993.1 chance:0.016718665594770275
improvement:-471 current_temperature:993.0 chance:0.622307931709068
improvement:-1401 current_temperature:992.9 chance:0.24389481579750524
iteration:72 time:1581258348171 best_value:479243 Knapsack: value:477839 Resources:[816, 3022] Inventory: in:[66, 46, 67, 86, 28, 73, 94, 60, 84, 52, 58, 50, 81, 78, 11, 61, 18, 91, 65, 24, 87, 56, 44, 38, 41, 2, 0, 42, 49, 10, 33, 43, 54, 71, 99, 72, 85, 37, 59, 21, 76, 64, 89, 51, 98, 79, 29, 45, 88, 35, 3, 13, 15, 70, 80, 57, 16, 93, 7, 62, 8, 17, 5, 75] out:[22, 23, 95, 32, 63, 12, 47, 83, 96, 48, 31, 77, 34, 82, 90, 20, 53, 97, 27, 92, 30, 19, 26, 55, 36, 69, 14, 74, 40, 4, 68, 25, 1, 39, 9, 6]
improvement:-4356 current_temperature:992.8000000000001 chance:0.012430642905673462
improvement:-9594 current_temperature:992.7 chance:6.349488389242244E-5
improvement:-3124 current_temperature:992.6 chance:0.04296841596583541
improvement:-4254 current_temperature:992.5 chance:0.013757844675264004
improvement:-452 current_temperature:992.4 chance:0.634155233035019
iteration:77 time:1581258348173 best_value:479243 Knapsack: value:477387 Resources:[3141, 5363] Inventory: in:[66, 46, 67, 86, 28, 94, 60, 84, 58, 81, 78, 11, 18, 91, 65, 87, 56, 44, 38, 41, 2, 42, 49, 33, 43, 54, 71, 99, 85, 37, 59, 76, 64, 89, 51, 98, 79, 29, 45, 88, 35, 3, 15, 70, 80, 57, 16, 7, 5, 75, 17, 62, 72, 73, 21, 93, 0, 50, 8, 10, 24, 48, 52] out:[23, 95, 63, 12, 83, 96, 31, 34, 82, 90, 53, 97, 27, 92, 30, 19, 26, 36, 69, 74, 40, 4, 68, 25, 1, 39, 9, 32, 47, 20, 77, 55, 14, 22, 6, 13, 61]
improvement:-10084 current_temperature:992.3 chance:3.860034592437896E-5
improvement:-4173 current_temperature:992.1999999999999 chance:0.014908775477257948
improvement:-3606 current_temperature:992.1 chance:0.026391474871459573
improvement:-9790 current_temperature:992.0 chance:5.1756961511576844E-5
improvement:-10050 current_temperature:991.9 chance:3.978304405983273E-5
improvement:-5083 current_temperature:991.8000000000001 chance:0.005946067473874425
iteration:84 time:1581258348175 best_value:480391 Knapsack: value:480391 Resources:[1531, 1977] Inventory: in:[66, 46, 67, 86, 28, 94, 60, 78, 11, 18, 91, 65, 56, 44, 41, 2, 49, 33, 43, 54, 71, 99, 76, 64, 51, 98, 79, 45, 35, 15, 70, 80, 57, 16, 7, 5, 75, 62, 73, 93, 0, 50, 52, 58, 42, 21, 81, 24, 88, 85, 29, 8, 10, 87, 72, 48, 17, 59, 3, 89, 77, 27, 30] out:[23, 95, 63, 34, 82, 90, 97, 92, 19, 26, 69, 40, 4, 25, 39, 9, 32, 20, 14, 22, 6, 13, 47, 74, 12, 53, 55, 96, 68, 83, 36, 61, 31, 1, 84, 37, 38]
improvement:-18417 current_temperature:991.6 chance:8.587026563382737E-9
improvement:-8525 current_temperature:991.5 chance:1.8445893172302496E-4
improvement:-6282 current_temperature:991.4 chance:0.0017704990073294145
improvement:-11910 current_temperature:991.3 chance:6.055604327981388E-6
improvement:-8279 current_temperature:991.1999999999999 chance:2.358057894573708E-4
improvement:-13236 current_temperature:991.1 chance:1.5851076446728051E-6
improvement:-8246 current_temperature:991.0 chance:2.4337964907751225E-4
improvement:-11432 current_temperature:990.9 chance:9.762260479414677E-6
improvement:-6283 current_temperature:990.8000000000001 chance:0.0017619390718379394
improvement:-11205 current_temperature:990.7 chance:1.2247549058162908E-5
improvement:-9624 current_temperature:990.6 chance:6.0351542830538066E-5
improvement:-7432 current_temperature:990.5 chance:5.512725797051652E-4
improvement:-5922 current_temperature:990.4 chance:0.0025303383203802506
improvement:-9947 current_temperature:990.3 chance:4.342692226433255E-5
improvement:-5398 current_temperature:990.1999999999999 chance:0.004290191300880352
improvement:-113 current_temperature:990.1 chance:0.8921420717074636
iteration:100 time:1581258348179 best_value:480391 Knapsack: value:480278 Resources:[7150, 298] Inventory: in:[66, 67, 60, 78, 11, 18, 91, 65, 56, 43, 71, 64, 98, 79, 45, 35, 15, 70, 57, 16, 7, 75, 62, 50, 52, 58, 81, 88, 29, 8, 48, 3, 89, 77, 30, 59, 73, 10, 85, 2, 99, 24, 27, 41, 54, 51, 42, 80, 46, 5, 0, 76, 49, 94, 93, 33, 72, 44, 21, 87, 34, 22, 1] out:[82, 97, 19, 26, 69, 40, 25, 39, 9, 32, 53, 55, 96, 31, 84, 14, 74, 95, 68, 90, 38, 83, 36, 6, 92, 12, 23, 47, 63, 37, 61, 4, 20, 13, 86, 17, 28]
improvement:-8614 current_temperature:990.0 chance:1.664176274471681E-4
improvement:-13432 current_temperature:989.9 chance:1.2794920707372164E-6
improvement:-5415 current_temperature:989.8000000000001 chance:0.0042078553368652665
improvement:-7153 current_temperature:989.7 chance:7.263760809755685E-4
improvement:-10630 current_temperature:989.6 chance:2.162384701556223E-5
improvement:-512 current_temperature:989.5 chance:0.5960486146769196
iteration:106 time:1581258348180 best_value:480391 Knapsack: value:479766 Resources:[7141, 2414] Inventory: in:[66, 67, 60, 78, 11, 18, 56, 43, 71, 64, 45, 35, 15, 70, 57, 7, 75, 62, 50, 52, 58, 29, 8, 48, 3, 30, 59, 73, 10, 85, 2, 24, 27, 41, 54, 51, 42, 46, 0, 49, 94, 33, 72, 44, 21, 34, 22, 1, 80, 5, 91, 81, 99, 76, 16, 93, 65, 79, 88, 89, 17, 68, 87] out:[82, 19, 26, 69, 25, 39, 9, 55, 31, 84, 74, 95, 90, 38, 83, 36, 6, 12, 23, 47, 37, 61, 4, 20, 13, 28, 97, 63, 86, 53, 32, 92, 14, 40, 96, 77, 98]
improvement:-12694 current_temperature:989.4 chance:2.679184827448143E-6
improvement:-7409 current_temperature:989.3 chance:5.591271052719631E-4
improvement:-14703 current_temperature:989.1999999999999 chance:3.5063288178350254E-7
improvement:-5646 current_temperature:989.1 chance:0.003318575701849562
improvement:-6266 current_temperature:989.0 chance:0.0017719181496529137
improvement:-870 current_temperature:988.9 chance:0.41488023287111186
iteration:112 time:1581258348182 best_value:480391 Knapsack: value:478896 Resources:[3926, 3325] Inventory: in:[66, 67, 60, 11, 18, 56, 43, 45, 35, 15, 70, 7, 75, 62, 50, 52, 8, 3, 30, 27, 54, 51, 42, 46, 0, 49, 94, 33, 72, 44, 21, 34, 22, 1, 80, 91, 99, 76, 16, 93, 65, 79, 88, 89, 17, 68, 87, 71, 41, 59, 58, 57, 24, 73, 64, 85, 48, 29, 5, 10, 19, 26, 32] out:[82, 69, 25, 39, 9, 31, 84, 90, 38, 83, 36, 37, 61, 4, 20, 28, 97, 63, 86, 92, 14, 40, 96, 77, 47, 6, 95, 53, 55, 12, 74, 23, 98, 13, 2, 78, 81]
improvement:-13490 current_temperature:988.8000000000001 chance:1.1885228163233848E-6
improvement:-4954 current_temperature:988.7 chance:0.0066667685876302925
