verbose:1
nr_items:100
dimensions:2
solver_name:simulated_annealing
nr_iterations:10000
nr_to_unpack:3
max_temperature:1000
Items:
  Item: value:8058 Resources:[5424, 5600]
Knapsack: value:0 Resources:[420000, 420000] Inventory: in:[] out:[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]
iteration:0 solve_begin_time:1581258360850
iteration:1 time:1581258360869 best_value:425741 Knapsack: value:425741 Resources:[2634, 3164] Inventory: in:[93, 85, 7, 5, 36, 60, 42, 51, 72, 62, 58, 28, 70, 20, 88, 25, 48, 87, 1, 97, 21, 34, 64, 79, 16, 12, 52, 53, 2, 99, 41, 19, 17, 33, 95, 9, 84, 4, 50, 69, 80, 68, 22, 47, 94, 24, 75, 26, 86, 96, 66, 14, 61, 63, 49, 0, 54, 76, 18, 98, 81] out:[3, 6, 8, 10, 11, 13, 15, 23, 27, 29, 30, 31, 32, 35, 37, 38, 39, 40, 43, 44, 45, 46, 55, 56, 57, 59, 65, 67, 71, 73, 74, 77, 78, 82, 83, 89, 90, 91, 92]
iteration:2 time:1581258360888 best_value:427741 Knapsack: value:427741 Resources:[605, 2086] Inventory: in:[93, 85, 7, 5, 36, 60, 42, 51, 72, 62, 58, 28, 70, 20, 88, 25, 48, 1, 97, 21, 34, 64, 79, 16, 12, 53, 2, 99, 41, 19, 17, 33, 95, 9, 84, 50, 69, 80, 68, 22, 47, 94, 24, 75, 26, 86, 96, 66, 14, 61, 63, 49, 0, 54, 76, 18, 98, 81, 11, 59, 65] out:[3, 6, 8, 10, 13, 15, 23, 27, 29, 30, 31, 32, 35, 37, 38, 39, 40, 43, 44, 45, 46, 55, 56, 57, 67, 71, 73, 74, 77, 78, 82, 83, 89, 90, 91, 92, 87, 4, 52]
improvement:-3164 current_temperature:999.8000000000001 chance:0.042229640347665874
iteration:4 time:1581258360897 best_value:429637 Knapsack: value:429637 Resources:[1813, 263] Inventory: in:[93, 85, 7, 5, 36, 60, 42, 51, 72, 62, 58, 28, 70, 20, 88, 48, 1, 97, 34, 64, 79, 16, 12, 53, 99, 41, 19, 33, 95, 9, 84, 50, 69, 80, 22, 47, 94, 24, 75, 26, 86, 96, 66, 14, 61, 63, 49, 0, 76, 18, 98, 81, 11, 59, 65, 17, 68, 54, 25, 6, 78] out:[3, 8, 10, 13, 15, 23, 27, 29, 30, 31, 32, 35, 37, 38, 39, 40, 43, 44, 45, 46, 55, 56, 57, 67, 71, 77, 82, 83, 89, 90, 91, 92, 87, 4, 52, 73, 74, 2, 21]
iteration:5 time:1581258360897 best_value:436449 Knapsack: value:436449 Resources:[2988, 1531] Inventory: in:[93, 85, 7, 5, 36, 60, 51, 72, 62, 58, 28, 70, 20, 88, 48, 1, 97, 34, 64, 79, 16, 12, 53, 99, 41, 19, 33, 95, 9, 84, 50, 69, 80, 22, 94, 24, 75, 26, 86, 96, 66, 14, 61, 49, 0, 76, 18, 98, 81, 11, 59, 65, 17, 68, 54, 25, 6, 78, 10, 77, 32] out:[3, 8, 13, 15, 23, 27, 29, 30, 31, 35, 37, 38, 39, 40, 43, 44, 45, 46, 55, 56, 57, 67, 71, 82, 83, 89, 90, 91, 92, 87, 4, 52, 73, 74, 2, 21, 63, 42, 47]
improvement:-3443 current_temperature:999.5 chance:0.03191362127285123
improvement:-6329 current_temperature:999.4 chance:0.0017770516226029024
improvement:-2139 current_temperature:999.3 chance:0.11759622447420172
improvement:-10810 current_temperature:999.1999999999999 chance:2.0022479833536815E-5
iteration:10 time:1581258360900 best_value:441175 Knapsack: value:441175 Resources:[407, 9535] Inventory: in:[93, 85, 7, 5, 36, 60, 58, 28, 70, 20, 88, 48, 1, 97, 34, 64, 79, 12, 53, 99, 41, 95, 84, 50, 69, 22, 94, 24, 86, 96, 66, 14, 61, 49, 0, 76, 98, 81, 11, 59, 65, 54, 25, 6, 78, 10, 77, 26, 72, 33, 62, 68, 18, 75, 16, 51, 9, 17, 73, 13, 21] out:[3, 8, 15, 23, 27, 29, 30, 31, 37, 40, 43, 45, 46, 55, 56, 57, 67, 82, 83, 89, 90, 91, 4, 52, 74, 2, 63, 42, 47, 92, 87, 39, 44, 38, 71, 35, 19, 32, 80]
improvement:-301 current_temperature:999.0 chance:0.7398548199403869
iteration:11 time:1581258360901 best_value:441175 Knapsack: value:440874 Resources:[1437, 5217] Inventory: in:[93, 85, 5, 36, 60, 58, 28, 70, 88, 48, 1, 97, 34, 64, 79, 12, 53, 99, 41, 95, 50, 69, 22, 94, 24, 86, 96, 66, 14, 61, 49, 0, 76, 98, 81, 11, 59, 65, 54, 25, 6, 78, 10, 77, 26, 72, 33, 62, 68, 18, 75, 16, 51, 9, 17, 73, 13, 21, 23, 44, 20] out:[3, 8, 15, 27, 29, 30, 31, 37, 40, 43, 45, 46, 55, 56, 57, 67, 82, 83, 89, 90, 91, 4, 52, 74, 2, 63, 42, 47, 92, 87, 39, 38, 71, 35, 19, 32, 80, 84, 7]
improvement:-5201 current_temperature:998.9 chance:0.005479576839132578
iteration:13 time:1581258360902 best_value:451183 Knapsack: value:451183 Resources:[4684, 1738] Inventory: in:[93, 85, 5, 36, 60, 28, 70, 88, 1, 97, 34, 64, 79, 12, 53, 99, 41, 95, 50, 69, 22, 94, 96, 66, 61, 49, 0, 76, 98, 81, 11, 59, 65, 54, 25, 6, 78, 10, 77, 26, 72, 33, 62, 68, 18, 16, 51, 9, 17, 73, 13, 21, 23, 44, 20, 75, 58, 24, 42, 37, 80, 46] out:[3, 8, 15, 27, 29, 30, 40, 43, 45, 55, 56, 57, 67, 82, 83, 89, 90, 91, 4, 52, 74, 2, 63, 47, 92, 87, 39, 71, 35, 32, 84, 7, 38, 31, 19, 48, 14, 86]
improvement:-1822 current_temperature:998.7 chance:0.16131897171553053
improvement:-9673 current_temperature:998.6 chance:6.211263139142525E-5
improvement:-8428 current_temperature:998.5 chance:2.1590739015813908E-4
iteration:17 time:1581258360904 best_value:452354 Knapsack: value:452354 Resources:[452, 4405] Inventory: in:[93, 85, 5, 36, 60, 70, 88, 1, 97, 34, 64, 79, 12, 99, 50, 69, 94, 96, 66, 61, 0, 98, 81, 11, 59, 65, 54, 25, 6, 78, 10, 77, 26, 72, 33, 68, 18, 16, 51, 17, 13, 21, 23, 44, 20, 75, 58, 24, 37, 46, 95, 22, 9, 41, 76, 49, 62, 42, 53, 31, 73, 28] out:[3, 8, 15, 27, 40, 43, 45, 55, 56, 57, 67, 82, 83, 89, 90, 91, 4, 74, 2, 63, 47, 92, 87, 39, 71, 32, 7, 19, 48, 14, 86, 29, 52, 84, 30, 38, 35, 80]
improvement:-2406 current_temperature:998.3 chance:0.08980656807687386
improvement:-2661 current_temperature:998.1999999999999 chance:0.06954380500017959
improvement:-7807 current_temperature:998.1 chance:4.0087474465505594E-4
improvement:-878 current_temperature:998.0 chance:0.4148826710698082
improvement:-4671 current_temperature:997.9 chance:0.009271317888553371
iteration:23 time:1581258360907 best_value:456601 Knapsack: value:456601 Resources:[1595, 79] Inventory: in:[5, 36, 60, 70, 88, 1, 34, 64, 79, 12, 99, 69, 96, 0, 98, 81, 11, 59, 65, 54, 25, 78, 10, 77, 26, 72, 68, 18, 16, 51, 17, 13, 21, 20, 75, 58, 24, 37, 95, 22, 41, 76, 62, 42, 31, 73, 28, 23, 46, 44, 49, 33, 66, 50, 53, 97, 6, 85, 61, 7, 30, 9] out:[3, 8, 15, 27, 43, 55, 56, 67, 82, 83, 90, 91, 4, 74, 63, 47, 92, 87, 71, 32, 48, 14, 86, 29, 38, 35, 80, 19, 52, 40, 89, 2, 84, 57, 39, 45, 94, 93]
iteration:24 time:1581258360907 best_value:459474 Knapsack: value:459474 Resources:[4867, 72] Inventory: in:[5, 36, 60, 70, 88, 1, 34, 64, 79, 12, 99, 96, 0, 98, 81, 11, 59, 65, 54, 25, 78, 10, 77, 26, 72, 68, 18, 16, 51, 17, 13, 21, 20, 75, 58, 24, 37, 22, 41, 76, 42, 31, 73, 28, 23, 46, 44, 49, 33, 66, 50, 53, 97, 6, 85, 61, 7, 30, 9, 19, 55, 32] out:[3, 8, 15, 27, 43, 56, 67, 82, 83, 90, 91, 4, 74, 63, 47, 92, 87, 71, 48, 14, 86, 29, 38, 35, 80, 52, 40, 89, 2, 84, 57, 39, 45, 94, 93, 95, 62, 69]
iteration:25 time:1581258360908 best_value:466236 Knapsack: value:466236 Resources:[1094, 728] Inventory: in:[5, 36, 60, 70, 88, 1, 34, 64, 79, 12, 99, 96, 0, 98, 81, 11, 59, 65, 54, 25, 78, 10, 77, 72, 68, 18, 16, 51, 17, 13, 21, 20, 75, 58, 24, 37, 22, 41, 76, 42, 31, 73, 28, 23, 46, 44, 49, 33, 66, 50, 53, 6, 85, 61, 7, 9, 19, 55, 32, 91, 29, 45] out:[3, 8, 15, 27, 43, 56, 67, 82, 83, 90, 4, 74, 63, 47, 92, 87, 71, 48, 14, 86, 38, 35, 80, 52, 40, 89, 2, 84, 57, 39, 94, 93, 95, 62, 69, 26, 30, 97]
improvement:-6706 current_temperature:997.5 chance:0.0012031561889465727
improvement:-13 current_temperature:997.4 chance:0.9870506851722246
iteration:27 time:1581258360909 best_value:466236 Knapsack: value:466223 Resources:[5378, 3125] Inventory: in:[5, 60, 70, 88, 1, 34, 64, 79, 12, 99, 0, 98, 11, 59, 65, 54, 25, 78, 10, 77, 72, 68, 18, 16, 51, 17, 13, 21, 20, 75, 58, 24, 37, 22, 76, 42, 31, 73, 28, 23, 46, 44, 49, 33, 66, 6, 85, 61, 7, 9, 19, 55, 32, 91, 29, 45, 36, 53, 41, 80, 57, 81] out:[3, 8, 15, 27, 43, 67, 82, 83, 90, 4, 74, 63, 47, 92, 87, 71, 48, 14, 86, 38, 35, 52, 40, 89, 2, 84, 39, 94, 93, 62, 69, 26, 30, 97, 56, 95, 96, 50]
improvement:-11044 current_temperature:997.3 chance:1.5511955190493824E-5
iteration:29 time:1581258360910 best_value:468661 Knapsack: value:468661 Resources:[2311, 1647] Inventory: in:[5, 60, 70, 88, 34, 64, 12, 99, 0, 98, 11, 59, 65, 54, 25, 78, 10, 77, 72, 68, 16, 51, 17, 13, 21, 75, 58, 24, 37, 22, 76, 42, 31, 73, 28, 23, 44, 49, 33, 66, 6, 85, 61, 7, 9, 19, 55, 32, 91, 29, 45, 36, 53, 41, 57, 81, 18, 1, 79, 80, 52, 43] out:[3, 8, 27, 67, 82, 83, 90, 4, 74, 63, 47, 92, 87, 71, 48, 86, 38, 35, 40, 89, 2, 39, 94, 93, 62, 69, 26, 30, 97, 56, 95, 96, 50, 14, 84, 15, 20, 46]
improvement:-4442 current_temperature:997.1 chance:0.011621258068906062
improvement:-16067 current_temperature:997.0 chance:1.0027533964964382E-7
improvement:-201 current_temperature:996.9 chance:0.8174013652515141
iteration:32 time:1581258360911 best_value:468661 Knapsack: value:468460 Resources:[1552, 3248] Inventory: in:[5, 60, 70, 88, 34, 64, 12, 99, 0, 98, 11, 65, 25, 78, 77, 72, 68, 51, 17, 13, 21, 75, 58, 37, 22, 76, 42, 31, 73, 28, 23, 44, 33, 66, 6, 85, 61, 7, 9, 19, 55, 32, 36, 53, 41, 57, 81, 18, 1, 79, 80, 52, 43, 49, 10, 45, 54, 59, 91, 29, 2, 24] out:[3, 8, 27, 67, 82, 83, 90, 4, 74, 63, 47, 92, 87, 71, 48, 86, 38, 40, 39, 94, 93, 62, 69, 26, 30, 97, 95, 96, 50, 14, 84, 15, 20, 46, 56, 89, 35, 16]
improvement:-7045 current_temperature:996.8000000000001 chance:8.522621655759943E-4
improvement:-893 current_temperature:996.7 chance:0.40821688825213914
iteration:34 time:1581258360912 best_value:468661 Knapsack: value:467567 Resources:[563, 6908] Inventory: in:[5, 70, 88, 34, 64, 12, 99, 0, 98, 11, 65, 25, 78, 77, 72, 51, 17, 21, 58, 37, 22, 76, 42, 31, 73, 28, 23, 44, 33, 66, 6, 85, 61, 7, 9, 19, 55, 32, 36, 53, 41, 57, 81, 18, 1, 79, 80, 52, 43, 49, 45, 54, 59, 91, 2, 24, 60, 10, 75, 4, 82, 74] out:[3, 8, 27, 67, 83, 90, 63, 47, 92, 87, 71, 48, 86, 38, 40, 39, 94, 62, 69, 26, 30, 97, 95, 96, 14, 84, 15, 20, 46, 56, 89, 35, 16, 93, 50, 13, 29, 68]
improvement:-75 current_temperature:996.6 chance:0.9275061350086352
iteration:35 time:1581258360913 best_value:468661 Knapsack: value:467492 Resources:[849, 11989] Inventory: in:[5, 70, 88, 34, 64, 12, 99, 0, 98, 11, 65, 25, 78, 77, 72, 51, 17, 21, 58, 37, 22, 76, 42, 73, 28, 23, 44, 33, 66, 85, 61, 7, 9, 19, 32, 36, 53, 41, 57, 81, 18, 1, 79, 80, 52, 43, 49, 45, 54, 59, 91, 2, 24, 60, 10, 75, 4, 82, 74, 46, 56, 8] out:[3, 27, 67, 83, 90, 63, 47, 92, 87, 71, 48, 86, 38, 40, 39, 94, 62, 69, 26, 30, 97, 95, 96, 14, 84, 15, 20, 89, 35, 16, 93, 50, 13, 29, 68, 31, 6, 55]
improvement:-3365 current_temperature:996.5 chance:0.034155936705768664
improvement:-5603 current_temperature:996.4 chance:0.0036129029907297733
improvement:-7150 current_temperature:996.3 chance:7.64297652610149E-4
improvement:-10036 current_temperature:996.1999999999999 chance:4.214973027797154E-5
improvement:-5684 current_temperature:996.1 chance:0.0033251037839968586
improvement:-1341 current_temperature:996.0 chance:0.26017896907523047
improvement:-3698 current_temperature:995.9 chance:0.024398729461246466
improvement:-7864 current_temperature:995.8000000000001 chance:3.717949348661089E-4
improvement:-2675 current_temperature:995.7 chance:0.06811538494718025
improvement:-2342 current_temperature:995.6 chance:0.09514527532391633
iteration:46 time:1581258360917 best_value:473507 Knapsack: value:473507 Resources:[1820, 8231] Inventory: in:[5, 70, 34, 64, 12, 0, 65, 25, 78, 51, 37, 22, 42, 23, 44, 33, 85, 9, 19, 36, 53, 41, 57, 81, 1, 52, 43, 45, 54, 91, 24, 60, 82, 56, 8, 32, 21, 58, 46, 99, 61, 75, 76, 10, 88, 49, 66, 59, 17, 74, 2, 73, 72, 80, 77, 79, 7, 98, 18, 71, 30, 48] out:[83, 47, 92, 86, 40, 62, 69, 26, 97, 95, 96, 14, 15, 20, 13, 68, 31, 67, 84, 94, 29, 27, 90, 6, 87, 63, 93, 39, 38, 50, 55, 35, 3, 89, 16, 11, 28, 4]
improvement:-12527 current_temperature:995.4 chance:3.4233515674554207E-6
improvement:-7106 current_temperature:995.3 chance:7.931042257153805E-4
improvement:-1922 current_temperature:995.1999999999999 chance:0.14496396329311398
improvement:-8787 current_temperature:995.1 chance:1.462389961413343E-4
improvement:-5102 current_temperature:995.0 chance:0.0059305507744313295
improvement:-2736 current_temperature:994.9 chance:0.06392625483777555
improvement:-1762 current_temperature:994.8000000000001 chance:0.17012696061416696
iteration:53 time:1581258360920 best_value:473507 Knapsack: value:471745 Resources:[550, 8618] Inventory: in:[5, 34, 64, 12, 0, 25, 51, 22, 42, 23, 44, 33, 19, 41, 57, 81, 1, 52, 43, 45, 60, 82, 56, 32, 21, 99, 61, 76, 10, 88, 49, 66, 59, 17, 74, 73, 72, 80, 77, 7, 98, 18, 30, 79, 65, 75, 70, 24, 37, 71, 91, 78, 48, 58, 85, 46, 53, 9, 36, 89, 90, 15] out:[83, 92, 86, 62, 26, 97, 14, 20, 68, 94, 29, 27, 87, 63, 93, 39, 50, 35, 3, 16, 11, 4, 84, 67, 28, 55, 95, 40, 96, 13, 31, 47, 6, 38, 69, 8, 2, 54]
improvement:-5431 current_temperature:994.7 chance:0.0042538208786999585
improvement:-2881 current_temperature:994.6 chance:0.05520830599599228
iteration:56 time:1581258360920 best_value:473507 Knapsack: value:472594 Resources:[374, 2489] Inventory: in:[5, 12, 0, 25, 51, 22, 42, 23, 33, 41, 57, 81, 1, 52, 43, 45, 60, 82, 56, 32, 21, 99, 61, 76, 10, 88, 49, 66, 59, 74, 73, 72, 80, 7, 98, 18, 30, 79, 70, 24, 37, 71, 91, 78, 48, 58, 46, 53, 9, 36, 89, 90, 15, 64, 19, 34, 77, 65, 75, 6, 11, 26, 13] out:[83, 92, 86, 62, 14, 20, 68, 94, 29, 27, 63, 93, 39, 50, 35, 3, 16, 67, 28, 55, 95, 40, 96, 31, 47, 69, 8, 2, 54, 38, 97, 84, 87, 4, 44, 17, 85]
improvement:-992 current_temperature:994.4 chance:0.3687683962959994
iteration:57 time:1581258360921 best_value:473507 Knapsack: value:471602 Resources:[3309, 2734] Inventory: in:[5, 12, 0, 25, 51, 22, 42, 33, 41, 57, 81, 52, 43, 45, 60, 82, 56, 32, 21, 99, 61, 76, 10, 88, 49, 66, 59, 74, 73, 72, 80, 7, 98, 18, 30, 79, 70, 24, 37, 71, 91, 78, 48, 58, 46, 53, 9, 36, 89, 90, 15, 64, 19, 34, 77, 75, 6, 11, 26, 13, 8, 55, 27] out:[83, 92, 86, 62, 14, 20, 68, 94, 29, 63, 93, 39, 50, 35, 3, 16, 67, 28, 95, 40, 96, 31, 47, 69, 2, 54, 38, 97, 84, 87, 4, 44, 17, 85, 65, 23, 1]
improvement:-7957 current_temperature:994.3 chance:3.345865709155638E-4
improvement:-12393 current_temperature:994.1999999999999 chance:3.858242717622126E-6
improvement:-3942 current_temperature:994.1 chance:0.018960529877333456
improvement:-13176 current_temperature:994.0 chance:1.7506328633645144E-6
improvement:-7025 current_temperature:993.9 chance:8.518368802436408E-4
improvement:-4824 current_temperature:993.8000000000001 chance:0.007796382839073928
improvement:-10902 current_temperature:993.7 chance:1.7191112141208644E-5
improvement:-3218 current_temperature:993.6 chance:0.039213748827128136
improvement:-12909 current_temperature:993.5 chance:2.275166153828754E-6
improvement:-2668 current_temperature:993.4 chance:0.06817169768537308
improvement:-663 current_temperature:993.3 chance:0.5130037813320458
iteration:68 time:1581258360924 best_value:473507 Knapsack: value:470939 Resources:[4748, 1095] Inventory: in:[5, 12, 25, 51, 22, 42, 33, 57, 81, 52, 82, 56, 99, 76, 49, 59, 73, 72, 80, 98, 18, 70, 24, 71, 91, 78, 48, 53, 36, 89, 15, 19, 34, 11, 55, 27, 66, 75, 64, 60, 6, 21, 7, 26, 41, 13, 90, 88, 10, 37, 32, 58, 9, 30, 0, 61, 74, 46, 8, 79, 95, 68, 87] out:[92, 20, 29, 63, 93, 39, 50, 3, 16, 28, 40, 31, 69, 2, 84, 44, 65, 23, 85, 4, 67, 62, 86, 97, 17, 35, 83, 94, 47, 14, 96, 1, 38, 54, 77, 45, 43]
improvement:-1935 current_temperature:993.1999999999999 chance:0.1425235418445812
improvement:-669 current_temperature:993.1 chance:0.5098451777505691
improvement:-4857 current_temperature:993.0 chance:0.0075121116770865285
improvement:-6094 current_temperature:992.9 chance:0.0021601517713378195
improvement:-961 current_temperature:992.8000000000001 chance:0.37985359396788027
improvement:-3069 current_temperature:992.7 chance:0.04543064281761124
iteration:75 time:1581258360926 best_value:476769 Knapsack: value:476769 Resources:[1916, 398] Inventory: in:[12, 25, 22, 42, 33, 57, 81, 52, 56, 99, 59, 73, 72, 80, 98, 18, 70, 24, 91, 78, 53, 36, 89, 15, 19, 34, 11, 55, 27, 66, 75, 60, 6, 7, 41, 13, 88, 10, 32, 9, 0, 46, 79, 95, 68, 87, 71, 51, 37, 61, 76, 30, 8, 74, 64, 90, 82, 5, 21, 48, 85, 20, 31] out:[29, 63, 93, 3, 16, 28, 40, 2, 44, 23, 67, 86, 97, 35, 94, 47, 14, 96, 1, 77, 43, 39, 84, 38, 62, 83, 69, 4, 65, 50, 54, 17, 45, 92, 58, 49, 26]
iteration:76 time:1581258360926 best_value:477356 Knapsack: value:477356 Resources:[1534, 6885] Inventory: in:[12, 25, 22, 42, 33, 57, 81, 52, 56, 99, 59, 73, 72, 80, 98, 18, 70, 24, 91, 53, 36, 89, 15, 19, 34, 11, 55, 27, 66, 75, 60, 6, 7, 41, 13, 88, 10, 32, 9, 0, 46, 79, 68, 87, 71, 51, 37, 61, 76, 30, 8, 74, 64, 90, 82, 5, 21, 48, 85, 31, 1, 78, 92] out:[29, 63, 93, 3, 16, 28, 40, 2, 44, 23, 67, 86, 97, 35, 94, 47, 14, 96, 77, 43, 39, 84, 38, 62, 83, 69, 4, 65, 50, 54, 17, 45, 58, 49, 26, 95, 20]
improvement:-6252 current_temperature:992.4 chance:0.0018365268345625903
improvement:-1571 current_temperature:992.3 chance:0.20531896804811367
improvement:-3412 current_temperature:992.1999999999999 chance:0.03210245352455736
improvement:-7275 current_temperature:992.1 chance:6.536554709334212E-4
improvement:-10658 current_temperature:992.0 chance:2.157551150813875E-5
iteration:82 time:1581258360928 best_value:480867 Knapsack: value:480867 Resources:[2692, 5876] Inventory: in:[22, 57, 81, 52, 59, 73, 72, 98, 18, 70, 24, 91, 53, 36, 89, 15, 34, 11, 55, 27, 66, 75, 60, 7, 41, 88, 10, 9, 0, 79, 87, 71, 51, 61, 76, 30, 8, 74, 64, 90, 82, 5, 21, 48, 85, 92, 6, 32, 25, 56, 68, 31, 19, 1, 37, 13, 46, 42, 33, 78, 29, 54, 28] out:[93, 3, 16, 40, 2, 44, 23, 67, 86, 35, 47, 14, 96, 77, 84, 38, 62, 83, 65, 17, 45, 58, 26, 95, 20, 49, 39, 4, 97, 94, 69, 50, 63, 43, 80, 12, 99]
improvement:-1355 current_temperature:991.8000000000001 chance:0.25507367257790764
improvement:-18490 current_temperature:991.7 chance:7.992586304024963E-9
improvement:-6469 current_temperature:991.6 chance:0.0014680799046328618
improvement:-9314 current_temperature:991.5 chance:8.323457716907006E-5
improvement:-4989 current_temperature:991.4 chance:0.006523934805817705
iteration:88 time:1581258360929 best_value:481587 Knapsack: value:481587 Resources:[842, 7167] Inventory: in:[22, 81, 52, 72, 98, 70, 24, 91, 36, 15, 34, 11, 55, 27, 75, 7, 88, 10, 9, 0, 71, 61, 76, 30, 8, 74, 64, 90, 82, 5, 48, 85, 92, 6, 32, 56, 68, 1, 37, 13, 46, 42, 78, 54, 28, 51, 73, 25, 21, 87, 18, 60, 31, 41, 29, 89, 66, 19, 59, 33, 57, 94, 79] out:[93, 3, 16, 40, 44, 23, 67, 35, 47, 96, 77, 38, 65, 17, 58, 26, 95, 20, 49, 39, 4, 69, 50, 80, 99, 97, 86, 2, 43, 63, 14, 83, 45, 12, 62, 84, 53]
improvement:-7593 current_temperature:991.1999999999999 chance:4.711134500886365E-4
improvement:-9630 current_temperature:991.1 chance:6.0282021951165024E-5
improvement:-2014 current_temperature:991.0 chance:0.13103502625334248
improvement:-5766 current_temperature:990.9 chance:0.0029707154365357894
improvement:-336 current_temperature:990.8000000000001 chance:0.712397025350112
