verbose:1
nr_items:100
dimensions:2
solver_name:simulated_annealing
nr_iterations:10000
nr_to_unpack:3
max_temperature:1000
Items:
  Item: value:8058 Resources:[5424, 5600]
Knapsack: value:0 Resources:[420000, 420000] Inventory: in:[] out:[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]
iteration:0 solve_begin_time:1581258364743
iteration:1 time:1581258364756 best_value:423649 Knapsack: value:423649 Resources:[651, 1527] Inventory: in:[20, 48, 70, 45, 90, 55, 59, 65, 16, 77, 31, 27, 53, 50, 2, 56, 81, 23, 47, 79, 57, 98, 28, 24, 69, 74, 17, 75, 51, 84, 12, 66, 6, 97, 36, 39, 41, 91, 35, 87, 76, 46, 10, 26, 58, 25, 29, 9, 3, 37, 89, 14, 32, 80, 15, 40, 52, 13, 85, 83, 61] out:[0, 1, 4, 5, 7, 8, 11, 18, 19, 21, 22, 30, 33, 34, 38, 42, 43, 44, 49, 54, 60, 62, 63, 64, 67, 68, 71, 72, 73, 78, 82, 86, 88, 92, 93, 94, 95, 96, 99]
iteration:2 time:1581258364773 best_value:425789 Knapsack: value:425789 Resources:[1010, 6869] Inventory: in:[20, 48, 70, 45, 90, 55, 59, 65, 16, 77, 31, 27, 53, 50, 2, 56, 81, 23, 47, 79, 57, 98, 28, 24, 69, 74, 17, 75, 51, 84, 12, 66, 6, 97, 36, 39, 41, 91, 35, 87, 76, 46, 10, 26, 58, 25, 29, 9, 3, 37, 89, 14, 32, 40, 52, 85, 83, 61, 72, 19] out:[0, 1, 4, 5, 7, 8, 11, 18, 21, 22, 30, 33, 34, 38, 42, 43, 44, 49, 54, 60, 62, 63, 64, 67, 68, 71, 73, 78, 82, 86, 88, 92, 93, 94, 95, 96, 99, 13, 80, 15]
improvement:-569 current_temperature:999.8000000000001 chance:0.5660268165914045
iteration:3 time:1581258364780 best_value:425789 Knapsack: value:425220 Resources:[2602, 4898] Inventory: in:[20, 48, 70, 45, 90, 55, 59, 65, 16, 31, 27, 53, 50, 2, 56, 81, 23, 47, 79, 57, 98, 28, 24, 69, 74, 17, 75, 51, 84, 12, 66, 6, 97, 36, 39, 41, 91, 35, 87, 10, 26, 58, 25, 29, 9, 3, 37, 89, 14, 32, 40, 52, 85, 83, 61, 72, 19, 49, 18, 0] out:[1, 4, 5, 7, 8, 11, 21, 22, 30, 33, 34, 38, 42, 43, 44, 54, 60, 62, 63, 64, 67, 68, 71, 73, 78, 82, 86, 88, 92, 93, 94, 95, 96, 99, 13, 80, 15, 46, 77, 76]
iteration:4 time:1581258364781 best_value:430089 Knapsack: value:430089 Resources:[3204, 4454] Inventory: in:[20, 48, 70, 45, 90, 55, 59, 65, 16, 31, 27, 53, 50, 2, 56, 81, 23, 47, 79, 98, 28, 24, 69, 74, 17, 75, 51, 84, 12, 66, 6, 97, 36, 39, 41, 91, 35, 87, 10, 26, 58, 25, 29, 9, 3, 37, 89, 14, 40, 52, 85, 83, 72, 19, 49, 18, 0, 78, 42, 61] out:[1, 4, 5, 7, 8, 11, 21, 22, 30, 33, 34, 38, 43, 44, 54, 60, 62, 63, 64, 67, 68, 71, 73, 82, 86, 88, 92, 93, 94, 95, 96, 99, 13, 80, 15, 46, 77, 76, 32, 57]
improvement:-3100 current_temperature:999.6 chance:0.0449933536764665
iteration:6 time:1581258364782 best_value:441259 Knapsack: value:441259 Resources:[260, 901] Inventory: in:[20, 48, 45, 90, 59, 65, 16, 31, 27, 53, 2, 56, 81, 23, 47, 79, 98, 28, 24, 69, 74, 17, 75, 51, 84, 66, 6, 97, 36, 39, 41, 91, 35, 87, 10, 26, 58, 29, 3, 37, 89, 14, 40, 52, 85, 83, 72, 19, 49, 18, 0, 78, 42, 61, 55, 70, 50, 22, 46, 25, 9] out:[1, 4, 5, 7, 8, 11, 21, 30, 33, 38, 43, 44, 54, 60, 62, 63, 64, 68, 71, 73, 82, 86, 88, 92, 93, 94, 95, 96, 99, 13, 80, 15, 77, 32, 57, 76, 67, 34, 12]
improvement:-5235 current_temperature:999.4 chance:0.00531010916408537
improvement:-1410 current_temperature:999.3 chance:0.2439022639820856
improvement:-701 current_temperature:999.1999999999999 chance:0.4958106153809593
iteration:9 time:1581258364784 best_value:441259 Knapsack: value:440558 Resources:[12232, 4015] Inventory: in:[20, 48, 45, 90, 59, 65, 16, 27, 56, 81, 23, 47, 79, 98, 24, 69, 74, 17, 75, 51, 84, 66, 6, 97, 36, 39, 41, 91, 35, 87, 10, 58, 29, 3, 37, 89, 40, 52, 85, 83, 72, 19, 49, 18, 78, 42, 61, 55, 70, 22, 25, 9, 28, 53, 31, 46, 2, 0, 33, 34] out:[1, 4, 5, 7, 8, 11, 21, 44, 54, 60, 62, 63, 64, 68, 71, 73, 82, 86, 88, 92, 93, 94, 95, 96, 99, 80, 15, 77, 32, 57, 76, 67, 12, 38, 43, 30, 13, 50, 26, 14]
iteration:10 time:1581258364784 best_value:445167 Knapsack: value:445167 Resources:[475, 2072] Inventory: in:[20, 48, 45, 90, 59, 65, 16, 27, 56, 81, 23, 47, 79, 24, 69, 17, 75, 51, 84, 6, 97, 36, 39, 41, 91, 35, 87, 10, 58, 29, 3, 37, 89, 40, 52, 85, 83, 72, 19, 49, 18, 78, 42, 61, 55, 70, 22, 25, 9, 28, 53, 31, 46, 2, 0, 33, 34, 12, 76, 73, 98] out:[1, 4, 5, 7, 8, 11, 21, 44, 54, 60, 62, 63, 64, 68, 71, 82, 86, 88, 92, 93, 94, 95, 96, 99, 80, 15, 77, 32, 57, 67, 38, 43, 30, 13, 50, 26, 14, 74, 66]
improvement:-3342 current_temperature:999.0 chance:0.03524804030881826
improvement:-3406 current_temperature:998.9 chance:0.033049437721367474
improvement:-6555 current_temperature:998.8000000000001 chance:0.0014118202488334188
iteration:14 time:1581258364786 best_value:447612 Knapsack: value:447612 Resources:[2099, 2529] Inventory: in:[20, 48, 45, 90, 59, 16, 56, 81, 79, 17, 75, 51, 84, 6, 36, 39, 41, 35, 87, 58, 29, 3, 37, 40, 85, 83, 72, 19, 49, 18, 78, 42, 61, 55, 70, 22, 25, 9, 28, 53, 31, 46, 2, 0, 33, 34, 12, 76, 73, 98, 69, 65, 89, 97, 52, 10, 24, 27, 7, 96, 68] out:[1, 4, 5, 8, 21, 44, 54, 60, 62, 64, 71, 82, 86, 88, 92, 93, 94, 95, 99, 80, 77, 57, 67, 38, 43, 30, 50, 14, 74, 66, 26, 63, 13, 15, 11, 32, 91, 23, 47]
improvement:-2702 current_temperature:998.6 chance:0.06681764388206507
improvement:-7574 current_temperature:998.5 chance:5.078227609150349E-4
improvement:-8188 current_temperature:998.4 chance:2.743456377565098E-4
improvement:-796 current_temperature:998.3 chance:0.4505187851497846
iteration:18 time:1581258364788 best_value:447612 Knapsack: value:446816 Resources:[1762, 926] Inventory: in:[48, 45, 90, 59, 16, 81, 79, 17, 75, 36, 41, 35, 87, 29, 3, 37, 40, 85, 83, 72, 19, 49, 18, 78, 42, 61, 55, 70, 22, 25, 9, 28, 31, 46, 2, 0, 33, 34, 12, 76, 98, 69, 65, 89, 52, 10, 24, 27, 7, 96, 53, 20, 68, 56, 58, 73, 6, 97, 95, 94, 54] out:[1, 4, 5, 8, 21, 44, 62, 64, 71, 82, 88, 92, 93, 99, 80, 77, 57, 67, 43, 30, 50, 14, 74, 66, 26, 63, 13, 11, 91, 47, 60, 15, 38, 32, 23, 86, 39, 51, 84]
improvement:-9700 current_temperature:998.1999999999999 chance:6.022087622172352E-5
iteration:20 time:1581258364789 best_value:449776 Knapsack: value:449776 Resources:[925, 12194] Inventory: in:[48, 45, 90, 59, 16, 81, 79, 75, 36, 41, 35, 87, 29, 3, 37, 40, 85, 72, 19, 49, 18, 78, 42, 61, 55, 70, 22, 25, 9, 28, 31, 46, 2, 0, 33, 12, 76, 98, 69, 65, 89, 52, 10, 24, 27, 7, 96, 53, 20, 68, 58, 73, 6, 97, 94, 17, 54, 56, 51, 4, 84] out:[1, 5, 8, 21, 44, 62, 64, 71, 82, 88, 92, 93, 99, 80, 77, 67, 43, 30, 50, 74, 66, 63, 13, 11, 91, 47, 60, 15, 38, 32, 23, 86, 39, 14, 26, 57, 95, 83, 34]
improvement:-1238 current_temperature:998.0 chance:0.2892450686143054
iteration:21 time:1581258364790 best_value:449776 Knapsack: value:448538 Resources:[2485, 1177] Inventory: in:[48, 45, 90, 59, 16, 81, 79, 75, 36, 41, 35, 87, 29, 3, 37, 40, 85, 72, 19, 49, 18, 78, 42, 61, 55, 70, 22, 25, 9, 28, 31, 46, 2, 0, 33, 12, 76, 98, 69, 89, 52, 10, 24, 27, 7, 96, 53, 20, 68, 58, 73, 6, 97, 17, 54, 56, 51, 4, 95, 23, 80] out:[1, 5, 8, 21, 44, 62, 64, 71, 82, 88, 92, 93, 99, 77, 67, 43, 30, 50, 74, 66, 63, 13, 11, 91, 47, 60, 15, 38, 32, 86, 39, 14, 26, 57, 83, 34, 84, 65, 94]
improvement:-2862 current_temperature:997.9 chance:0.056811139871836745
improvement:-463 current_temperature:997.8000000000001 chance:0.6287504474861204
iteration:23 time:1581258364791 best_value:449776 Knapsack: value:448075 Resources:[1364, 424] Inventory: in:[45, 90, 59, 16, 81, 79, 75, 36, 41, 35, 87, 29, 3, 37, 40, 85, 72, 19, 49, 18, 42, 61, 70, 22, 25, 9, 28, 31, 46, 2, 0, 33, 12, 76, 98, 89, 52, 10, 24, 27, 7, 96, 53, 20, 68, 58, 73, 6, 97, 17, 54, 56, 4, 95, 80, 69, 23, 48, 21, 15, 32, 26] out:[1, 5, 8, 44, 62, 64, 71, 82, 92, 93, 99, 77, 67, 43, 30, 50, 74, 66, 63, 13, 11, 91, 47, 60, 38, 86, 39, 14, 34, 84, 65, 94, 57, 88, 83, 78, 55, 51]
improvement:-7247 current_temperature:997.7 chance:7.005067718921094E-4
improvement:-5326 current_temperature:997.6 chance:0.004801566061039898
iteration:26 time:1581258364792 best_value:453696 Knapsack: value:453696 Resources:[599, 1128] Inventory: in:[45, 90, 59, 16, 81, 79, 36, 41, 35, 87, 29, 3, 37, 40, 85, 72, 49, 18, 70, 22, 25, 9, 28, 31, 46, 2, 0, 33, 12, 76, 98, 89, 52, 10, 24, 27, 7, 96, 53, 20, 68, 58, 73, 6, 97, 17, 54, 56, 4, 80, 69, 23, 48, 15, 21, 42, 61, 75, 95, 64, 99, 26] out:[1, 5, 8, 44, 62, 71, 92, 93, 77, 67, 43, 30, 50, 74, 63, 13, 11, 91, 47, 60, 38, 86, 39, 14, 34, 65, 94, 88, 83, 78, 55, 51, 84, 66, 82, 57, 32, 19]
improvement:-6090 current_temperature:997.4 chance:0.0022297288881604604
iteration:28 time:1581258364793 best_value:454206 Knapsack: value:454206 Resources:[423, 1466] Inventory: in:[45, 90, 59, 16, 81, 79, 36, 41, 35, 87, 29, 3, 40, 85, 72, 49, 18, 70, 22, 25, 9, 46, 2, 12, 76, 98, 89, 52, 10, 24, 27, 7, 96, 53, 68, 58, 73, 6, 97, 17, 54, 56, 4, 80, 69, 23, 48, 15, 21, 42, 61, 75, 95, 64, 99, 26, 28, 0, 20, 91, 74, 13] out:[1, 5, 8, 44, 62, 71, 92, 77, 67, 43, 30, 50, 63, 11, 47, 60, 86, 39, 14, 34, 65, 94, 88, 83, 78, 55, 51, 84, 66, 82, 57, 19, 93, 32, 38, 37, 31, 33]
improvement:-11116 current_temperature:997.1999999999999 chance:1.4415418512882624E-5
improvement:-10197 current_temperature:997.1 chance:3.6192548379642526E-5
improvement:-5005 current_temperature:997.0 chance:0.006604129257279823
improvement:-7597 current_temperature:996.9 chance:4.902358607525583E-4
improvement:-155 current_temperature:996.8000000000001 chance:0.8559891378954799
improvement:-500 current_temperature:996.7 chance:0.6055274012878742
iteration:34 time:1581258364795 best_value:454206 Knapsack: value:453706 Resources:[244, 2021] Inventory: in:[45, 59, 16, 81, 79, 36, 41, 35, 29, 3, 40, 85, 18, 70, 22, 25, 9, 2, 12, 76, 89, 52, 10, 27, 7, 96, 53, 68, 58, 73, 6, 17, 54, 56, 4, 69, 23, 15, 21, 42, 61, 75, 95, 64, 99, 26, 0, 20, 13, 46, 72, 24, 28, 48, 91, 97, 49, 98, 90, 62, 74, 33] out:[1, 5, 8, 71, 92, 77, 67, 43, 63, 11, 47, 60, 86, 39, 14, 65, 94, 83, 78, 55, 66, 82, 57, 19, 93, 37, 51, 32, 31, 50, 30, 38, 34, 84, 44, 88, 87, 80]
improvement:-5707 current_temperature:996.6 chance:0.0032585596773628107
improvement:-2811 current_temperature:996.5 chance:0.05955392611120298
improvement:-11363 current_temperature:996.4 chance:1.1150183569654013E-5
improvement:-1394 current_temperature:996.3 chance:0.24680000795149976
iteration:38 time:1581258364797 best_value:454206 Knapsack: value:452312 Resources:[200, 2184] Inventory: in:[59, 81, 79, 36, 41, 3, 40, 85, 18, 70, 22, 25, 2, 12, 76, 10, 27, 7, 96, 53, 68, 58, 73, 17, 54, 56, 4, 69, 23, 21, 42, 61, 75, 95, 64, 99, 26, 0, 20, 13, 46, 72, 24, 48, 91, 97, 49, 90, 62, 74, 33, 45, 6, 9, 16, 89, 35, 28, 52, 98, 92, 82] out:[1, 5, 8, 71, 77, 67, 43, 63, 11, 60, 39, 14, 65, 94, 83, 78, 55, 57, 19, 93, 37, 51, 32, 31, 30, 34, 44, 87, 80, 38, 88, 66, 86, 50, 84, 47, 15, 29]
iteration:39 time:1581258364797 best_value:454912 Knapsack: value:454912 Resources:[4441, 3105] Inventory: in:[59, 81, 79, 36, 41, 3, 40, 85, 18, 70, 22, 25, 2, 76, 10, 27, 7, 96, 53, 68, 58, 73, 17, 56, 4, 69, 23, 21, 42, 61, 75, 95, 64, 99, 26, 0, 20, 13, 46, 72, 24, 48, 91, 97, 49, 90, 62, 74, 33, 45, 6, 9, 16, 35, 28, 52, 98, 92, 82, 78, 65, 1] out:[5, 8, 71, 77, 67, 43, 63, 11, 60, 39, 14, 94, 83, 55, 57, 19, 93, 37, 51, 32, 31, 30, 34, 44, 87, 80, 38, 88, 66, 86, 50, 84, 47, 15, 29, 12, 54, 89]
improvement:-11980 current_temperature:996.1 chance:5.981106765857329E-6
iteration:41 time:1581258364798 best_value:456023 Knapsack: value:456023 Resources:[3425, 251] Inventory: in:[59, 81, 79, 41, 3, 40, 85, 18, 70, 22, 25, 2, 76, 10, 27, 96, 53, 68, 58, 73, 17, 56, 4, 69, 23, 21, 42, 61, 75, 95, 64, 26, 0, 20, 13, 46, 72, 24, 48, 91, 97, 49, 90, 62, 33, 45, 6, 9, 16, 35, 28, 98, 92, 82, 65, 1, 74, 99, 52, 50, 88, 84, 54] out:[5, 8, 71, 77, 67, 43, 63, 11, 39, 14, 94, 83, 55, 57, 19, 93, 37, 51, 32, 31, 30, 34, 44, 87, 80, 38, 66, 86, 47, 15, 29, 12, 89, 60, 36, 78, 7]
improvement:-7129 current_temperature:995.9 chance:7.783383494578282E-4
improvement:-6629 current_temperature:995.8000000000001 chance:0.0012850479723537378
improvement:-4281 current_temperature:995.7 chance:0.013575510641818741
improvement:-1308 current_temperature:995.6 chance:0.2688018911598189
iteration:46 time:1581258364800 best_value:463937 Knapsack: value:463937 Resources:[1053, 5310] Inventory: in:[59, 3, 40, 85, 18, 70, 25, 2, 76, 10, 53, 68, 58, 73, 17, 56, 21, 42, 61, 75, 95, 64, 26, 20, 13, 24, 48, 91, 97, 49, 90, 62, 33, 45, 6, 16, 35, 28, 98, 92, 65, 1, 74, 52, 50, 88, 84, 54, 0, 46, 22, 72, 79, 96, 41, 27, 81, 4, 99, 9, 31, 71, 43] out:[8, 77, 67, 63, 11, 39, 14, 83, 55, 57, 19, 93, 30, 34, 44, 38, 66, 86, 47, 15, 29, 89, 60, 36, 7, 78, 94, 80, 32, 87, 12, 37, 5, 51, 23, 69, 82]
improvement:-7062 current_temperature:995.4 chance:8.295432395198045E-4
improvement:-13705 current_temperature:995.3 chance:1.0468575684929703E-6
improvement:-3315 current_temperature:995.1999999999999 chance:0.035757732269120567
improvement:-1716 current_temperature:995.1 chance:0.1782711088390285
iteration:50 time:1581258364802 best_value:463937 Knapsack: value:462221 Resources:[7502, 3106] Inventory: in:[3, 40, 85, 18, 70, 2, 76, 10, 53, 68, 58, 17, 56, 21, 42, 61, 75, 95, 64, 26, 20, 13, 48, 97, 49, 90, 62, 33, 6, 16, 35, 28, 92, 74, 52, 50, 88, 84, 54, 0, 22, 72, 79, 96, 41, 27, 81, 9, 31, 71, 43, 91, 59, 65, 46, 24, 1, 25, 98, 73, 66, 39] out:[8, 77, 67, 63, 11, 14, 83, 55, 57, 19, 93, 30, 44, 38, 86, 15, 29, 60, 36, 7, 78, 94, 32, 87, 12, 5, 69, 82, 51, 37, 34, 23, 80, 89, 47, 99, 4, 45]
improvement:-5912 current_temperature:995.0 chance:0.0026275365553469873
improvement:-4885 current_temperature:994.9 chance:0.007372184516116899
improvement:-3269 current_temperature:994.8000000000001 chance:0.03739988476148131
iteration:54 time:1581258364803 best_value:464228 Knapsack: value:464228 Resources:[5090, 538] Inventory: in:[3, 40, 85, 18, 70, 2, 76, 53, 68, 17, 56, 21, 61, 75, 95, 64, 26, 20, 13, 48, 97, 49, 90, 62, 33, 6, 16, 35, 92, 74, 52, 50, 88, 84, 54, 0, 22, 72, 41, 27, 81, 9, 31, 71, 59, 46, 24, 1, 25, 98, 66, 39, 79, 58, 43, 10, 65, 96, 42, 87, 82, 32, 73] out:[8, 77, 67, 11, 14, 55, 57, 19, 30, 44, 38, 86, 15, 29, 60, 36, 7, 12, 5, 69, 51, 37, 34, 23, 89, 47, 99, 4, 45, 63, 83, 78, 80, 93, 94, 91, 28]
improvement:-5514 current_temperature:994.6 chance:0.0039110974711496355
improvement:-6327 current_temperature:994.5 chance:0.0017259270540408791
improvement:-1684 current_temperature:994.4 chance:0.18387786707816345
iteration:58 time:1581258364804 best_value:464788 Knapsack: value:464788 Resources:[6465, 533] Inventory: in:[3, 40, 85, 18, 70, 2, 76, 53, 68, 17, 56, 21, 61, 75, 95, 64, 26, 20, 13, 48, 90, 62, 6, 16, 35, 92, 50, 88, 54, 0, 72, 41, 27, 9, 31, 59, 46, 24, 1, 25, 66, 39, 58, 43, 10, 65, 42, 87, 82, 32, 73, 74, 71, 79, 84, 52, 49, 97, 33, 22, 8, 15, 23] out:[77, 67, 11, 55, 19, 30, 44, 38, 86, 29, 60, 36, 12, 5, 69, 51, 37, 34, 89, 99, 4, 45, 63, 78, 80, 93, 94, 28, 7, 83, 14, 47, 57, 91, 96, 81, 98]
improvement:-10492 current_temperature:994.1999999999999 chance:2.610957089391636E-5
improvement:-4559 current_temperature:994.1 chance:0.010192962572656105
improvement:-3985 current_temperature:994.0 chance:0.018150551628909703
improvement:-6436 current_temperature:993.9 chance:0.0015407275279342898
improvement:-2848 current_temperature:993.8000000000001 chance:0.05693939854706958
improvement:-4983 current_temperature:993.7 chance:0.006640341214065236
improvement:-3852 current_temperature:993.6 chance:0.02071677347152283
improvement:-5479 current_temperature:993.5 chance:0.004026545356619568
iteration:67 time:1581258364806 best_value:472035 Knapsack: value:472035 Resources:[574, 1154] Inventory: in:[3, 40, 85, 18, 70, 2, 76, 53, 68, 75, 95, 64, 26, 48, 62, 6, 16, 50, 88, 0, 72, 41, 31, 59, 24, 25, 66, 39, 58, 65, 32, 73, 71, 79, 52, 49, 97, 33, 22, 8, 15, 10, 21, 56, 54, 17, 84, 42, 20, 90, 74, 27, 46, 23, 92, 13, 9, 87, 43, 61, 99, 55, 5] out:[77, 67, 11, 19, 38, 29, 36, 12, 51, 34, 89, 4, 63, 80, 93, 83, 14, 91, 96, 81, 98, 86, 7, 45, 78, 28, 69, 37, 47, 44, 60, 57, 30, 94, 82, 1, 35]
improvement:-14138 current_temperature:993.3 chance:6.584590294533059E-7
improvement:-3677 current_temperature:993.1999999999999 chance:0.024669816452889064
improvement:-7759 current_temperature:993.1 chance:4.044796739265126E-4
improvement:-13815 current_temperature:993.0 chance:9.07668414827199E-7
improvement:-4062 current_temperature:992.9 chance:0.01672172628991804
improvement:-763 current_temperature:992.8000000000001 chance:0.4636926025653378
improvement:-5787 current_temperature:992.7 chance:0.0029393824902385845
improvement:-3409 current_temperature:992.6 chance:0.032244278299601366
improvement:-2794 current_temperature:992.5 chance:0.059897928917519216
improvement:-5914 current_temperature:992.4 chance:0.002581742788632941
improvement:-264 current_temperature:992.3 chance:0.7664018993757138
improvement:-4723 current_temperature:992.1999999999999 chance:0.008564504451635506
improvement:-15257 current_temperature:992.1 chance:2.0951089973448202E-7
improvement:-4507 current_temperature:992.0 chance:0.010637744781149068
improvement:-2662 current_temperature:991.9 chance:0.06830732436130316
iteration:82 time:1581258364810 best_value:472035 Knapsack: value:469373 Resources:[7442, 2746] Inventory: in:[40, 85, 53, 68, 75, 95, 62, 72, 41, 31, 59, 24, 66, 39, 32, 33, 22, 10, 42, 74, 27, 23, 13, 9, 87, 43, 99, 49, 64, 6, 58, 2, 56, 21, 3, 18, 61, 26, 79, 50, 88, 52, 15, 71, 5, 16, 55, 70, 76, 97, 48, 90, 54, 8, 20, 73, 0, 25, 46, 65, 7, 96] out:[11, 38, 12, 34, 89, 83, 47, 57, 30, 82, 1, 35, 86, 93, 28, 19, 14, 63, 69, 80, 78, 44, 29, 77, 37, 51, 60, 36, 45, 91, 94, 67, 98, 4, 81, 17, 84, 92]
improvement:-3969 current_temperature:991.8000000000001 chance:0.01828242831055474
improvement:-5875 current_temperature:991.7 chance:0.0026740245586332027
iteration:85 time:1581258364811 best_value:476898 Knapsack: value:476898 Resources:[4259, 677] Inventory: in:[40, 85, 53, 68, 75, 95, 62, 72, 41, 31, 59, 66, 39, 32, 33, 22, 10, 42, 74, 23, 13, 43, 99, 49, 6, 58, 2, 56, 21, 3, 18, 61, 26, 79, 50, 88, 52, 15, 71, 5, 16, 55, 70, 76, 97, 48, 54, 8, 0, 25, 46, 65, 7, 27, 64, 73, 87, 24, 96, 91, 9, 45, 81] out:[11, 38, 12, 34, 89, 83, 47, 57, 30, 82, 35, 86, 93, 28, 14, 63, 80, 78, 44, 29, 77, 60, 94, 67, 98, 4, 17, 84, 92, 37, 19, 51, 36, 1, 69, 90, 20]
improvement:-3583 current_temperature:991.5 chance:0.026951492818106094
improvement:-6827 current_temperature:991.4 chance:0.0010217672989638804
improvement:-6905 current_temperature:991.3 chance:9.437958023201076E-4
improvement:-6187 current_temperature:991.1999999999999 chance:0.001946097925647923
improvement:-5910 current_temperature:991.1 chance:0.002572000354232141
improvement:-11416 current_temperature:991.0 chance:9.93271112163391E-6
improvement:-7237 current_temperature:990.9 chance:6.732044404424083E-4
improvement:-5066 current_temperature:990.8000000000001 chance:0.006017761289158286
