verbose:1
nr_items:100
dimensions:2
solver_name:simulated_annealing
nr_iterations:10000
nr_to_unpack:3
max_temperature:1000
Items:
  Item: value:8058 Resources:[5424, 5600]
Knapsack: value:0 Resources:[420000, 420000] Inventory: in:[] out:[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]
iteration:0 solve_begin_time:1581258357974
iteration:1 time:1581258357989 best_value:453049 Knapsack: value:453049 Resources:[1598, 14979] Inventory: in:[21, 52, 85, 30, 66, 13, 90, 61, 94, 45, 18, 10, 7, 99, 0, 97, 68, 6, 4, 41, 80, 62, 72, 1, 43, 46, 32, 77, 9, 19, 76, 35, 3, 64, 69, 26, 51, 24, 59, 39, 73, 54, 70, 95, 12, 79, 65, 71, 60, 33, 31, 50, 88, 53, 27, 86, 11, 29, 58, 55, 74] out:[2, 5, 8, 14, 15, 16, 17, 20, 22, 23, 25, 28, 34, 36, 37, 38, 40, 42, 44, 47, 48, 49, 56, 57, 63, 67, 75, 78, 81, 82, 83, 84, 87, 89, 91, 92, 93, 96, 98]
improvement:-337 current_temperature:999.9 chance:0.713884779174168
iteration:2 time:1581258358015 best_value:453049 Knapsack: value:452712 Resources:[414, 9283] Inventory: in:[21, 85, 30, 66, 13, 90, 61, 94, 45, 18, 10, 7, 99, 0, 97, 68, 6, 4, 41, 80, 62, 72, 1, 43, 46, 32, 77, 9, 19, 76, 35, 3, 64, 69, 26, 51, 24, 59, 39, 73, 70, 95, 12, 79, 65, 71, 60, 33, 31, 50, 88, 53, 27, 86, 11, 29, 58, 74, 48, 55, 2] out:[5, 8, 14, 15, 16, 17, 20, 22, 23, 25, 28, 34, 36, 37, 38, 40, 42, 44, 47, 49, 56, 57, 63, 67, 75, 78, 81, 82, 83, 84, 87, 89, 91, 92, 93, 96, 98, 54, 52]
improvement:-6455 current_temperature:999.8000000000001 chance:0.0015706099085883234
improvement:-9390 current_temperature:999.7 chance:8.332034129757428E-5
improvement:-2188 current_temperature:999.6 chance:0.11204266416026519
iteration:6 time:1581258358017 best_value:455603 Knapsack: value:455603 Resources:[803, 1280] Inventory: in:[85, 30, 13, 90, 61, 10, 7, 99, 97, 6, 4, 41, 80, 62, 72, 1, 43, 46, 32, 9, 76, 35, 3, 64, 69, 26, 51, 24, 59, 39, 73, 70, 95, 12, 79, 65, 71, 60, 33, 31, 50, 88, 53, 27, 86, 58, 74, 48, 55, 94, 66, 2, 21, 18, 0, 29, 19, 68, 22, 5, 34, 45] out:[8, 15, 17, 20, 23, 25, 28, 36, 37, 38, 40, 42, 47, 49, 56, 57, 63, 67, 75, 82, 83, 87, 89, 91, 92, 93, 96, 98, 54, 14, 44, 16, 81, 52, 78, 84, 77, 11]
improvement:-435 current_temperature:999.4 chance:0.647095651648143
iteration:7 time:1581258358018 best_value:455603 Knapsack: value:455168 Resources:[5077, 88] Inventory: in:[85, 30, 13, 90, 61, 10, 7, 99, 97, 6, 4, 41, 80, 62, 72, 1, 43, 46, 32, 9, 76, 35, 3, 64, 69, 26, 51, 24, 59, 39, 73, 70, 95, 79, 65, 71, 60, 33, 50, 53, 27, 86, 58, 74, 48, 55, 94, 66, 2, 21, 18, 0, 29, 19, 68, 22, 5, 34, 45, 11, 25, 81] out:[8, 15, 17, 20, 23, 28, 36, 37, 38, 40, 42, 47, 49, 56, 57, 63, 67, 75, 82, 83, 87, 89, 91, 92, 93, 96, 98, 54, 14, 44, 16, 52, 78, 84, 77, 31, 12, 88]
improvement:-2540 current_temperature:999.3 chance:0.0787262018662145
improvement:-10709 current_temperature:999.1999999999999 chance:2.215219300785447E-5
improvement:-2503 current_temperature:999.1 chance:0.08165479547057533
iteration:11 time:1581258358020 best_value:458519 Knapsack: value:458519 Resources:[812, 544] Inventory: in:[85, 13, 61, 10, 99, 97, 6, 4, 41, 62, 1, 43, 46, 32, 9, 76, 3, 64, 26, 51, 24, 59, 39, 73, 70, 95, 79, 71, 60, 33, 50, 53, 27, 86, 58, 48, 94, 66, 2, 21, 18, 0, 29, 19, 68, 22, 5, 34, 45, 25, 81, 11, 80, 74, 90, 72, 65, 69, 55, 93, 38, 42, 88] out:[15, 17, 20, 23, 28, 36, 37, 40, 47, 49, 56, 57, 63, 67, 75, 82, 87, 89, 91, 92, 96, 54, 14, 44, 16, 52, 78, 84, 77, 31, 12, 83, 8, 98, 35, 7, 30]
improvement:-2128 current_temperature:998.9 chance:0.1187964947790791
improvement:-4418 current_temperature:998.8000000000001 chance:0.011994489181335563
improvement:-11083 current_temperature:998.7 chance:1.5151263128725063E-5
improvement:-3263 current_temperature:998.6 chance:0.03809871957208026
improvement:-12036 current_temperature:998.5 chance:5.820751844372041E-6
improvement:-16935 current_temperature:998.4 chance:4.299683093834904E-8
improvement:-3613 current_temperature:998.3 chance:0.026805382841172298
improvement:-5934 current_temperature:998.1999999999999 chance:0.0026196869297009143
iteration:20 time:1581258358024 best_value:461979 Knapsack: value:461979 Resources:[5655, 703] Inventory: in:[13, 61, 10, 99, 6, 4, 41, 62, 1, 32, 9, 76, 3, 26, 51, 24, 59, 95, 71, 60, 50, 27, 48, 66, 2, 18, 29, 68, 22, 5, 45, 25, 11, 80, 69, 55, 93, 38, 86, 65, 81, 88, 33, 42, 21, 46, 97, 73, 74, 79, 43, 85, 72, 0, 64, 19, 58, 90, 34, 53, 89, 28, 87] out:[17, 20, 37, 56, 63, 67, 82, 91, 92, 96, 54, 44, 16, 52, 84, 77, 8, 98, 7, 30, 31, 49, 40, 83, 75, 35, 23, 47, 15, 36, 12, 78, 57, 14, 39, 94, 70]
improvement:-3595 current_temperature:998.0 chance:0.02726355613254095
improvement:-4018 current_temperature:997.9 chance:0.017837441841107606
improvement:-2270 current_temperature:997.8000000000001 chance:0.10279639331877569
improvement:-10039 current_temperature:997.7 chance:4.266451862374461E-5
improvement:-13479 current_temperature:997.6 chance:1.3553817271929294E-6
improvement:-3800 current_temperature:997.5 chance:0.022158728220451663
improvement:-7262 current_temperature:997.4 chance:6.885446305025086E-4
iteration:28 time:1581258358027 best_value:462980 Knapsack: value:462980 Resources:[11192, 688] Inventory: in:[13, 61, 99, 6, 1, 9, 76, 3, 26, 59, 71, 27, 48, 2, 18, 29, 68, 22, 5, 45, 11, 80, 55, 93, 38, 81, 88, 33, 42, 46, 97, 73, 74, 79, 43, 85, 72, 0, 19, 58, 34, 28, 89, 24, 25, 90, 66, 62, 50, 60, 41, 53, 10, 51, 87, 95, 21, 65, 86, 32, 64, 98, 57] out:[17, 20, 37, 56, 63, 67, 91, 96, 54, 77, 8, 30, 31, 40, 75, 35, 23, 15, 12, 78, 39, 94, 70, 49, 36, 14, 44, 7, 84, 16, 47, 83, 92, 52, 82, 69, 4]
iteration:29 time:1581258358028 best_value:464304 Knapsack: value:464304 Resources:[7624, 3962] Inventory: in:[61, 99, 6, 1, 9, 76, 3, 26, 59, 71, 27, 48, 2, 18, 29, 68, 22, 5, 45, 11, 80, 55, 93, 38, 81, 88, 33, 42, 46, 97, 73, 74, 79, 43, 85, 72, 0, 19, 58, 34, 89, 24, 25, 90, 66, 50, 60, 41, 53, 10, 51, 87, 95, 21, 65, 86, 32, 64, 98, 57, 13, 31, 52] out:[17, 20, 37, 56, 63, 67, 91, 96, 54, 77, 8, 30, 40, 75, 35, 23, 15, 12, 78, 39, 94, 70, 49, 36, 14, 44, 7, 84, 16, 47, 83, 92, 82, 69, 4, 62, 28]
iteration:30 time:1581258358028 best_value:464771 Knapsack: value:464771 Resources:[329, 1604] Inventory: in:[61, 99, 6, 1, 9, 76, 3, 26, 59, 71, 27, 48, 2, 18, 29, 68, 22, 5, 45, 11, 80, 55, 93, 38, 81, 88, 33, 42, 46, 73, 74, 79, 43, 85, 72, 0, 19, 58, 34, 89, 25, 90, 66, 50, 60, 41, 53, 10, 51, 87, 95, 21, 65, 86, 32, 98, 57, 13, 31, 52, 44, 84, 92, 62] out:[17, 20, 37, 56, 63, 67, 91, 96, 54, 77, 8, 30, 40, 75, 35, 23, 15, 12, 78, 39, 94, 70, 49, 36, 14, 7, 16, 47, 83, 82, 69, 4, 28, 97, 24, 64]
improvement:-5177 current_temperature:997.0 chance:0.005557662164248921
improvement:-8428 current_temperature:996.9 chance:2.13002203989612E-4
iteration:33 time:1581258358029 best_value:465124 Knapsack: value:465124 Resources:[165, 1684] Inventory: in:[61, 99, 6, 1, 9, 76, 3, 26, 59, 71, 27, 48, 2, 18, 29, 22, 5, 45, 11, 93, 38, 81, 88, 33, 42, 46, 74, 79, 43, 85, 72, 0, 19, 58, 89, 25, 90, 66, 50, 60, 53, 10, 87, 95, 21, 65, 86, 32, 98, 57, 13, 31, 52, 44, 84, 62, 68, 73, 55, 80, 51, 30, 70, 4] out:[17, 20, 56, 63, 67, 91, 77, 8, 40, 75, 35, 23, 15, 12, 78, 39, 94, 49, 36, 14, 7, 16, 47, 82, 69, 28, 97, 24, 64, 83, 54, 96, 37, 41, 34, 92]
improvement:-3048 current_temperature:996.7 chance:0.046977256313415976
improvement:-3649 current_temperature:996.6 chance:0.025695255208847183
improvement:-7961 current_temperature:996.5 chance:3.3918619120140367E-4
improvement:-14907 current_temperature:996.4 chance:3.1811302501667696E-7
iteration:38 time:1581258358031 best_value:467237 Knapsack: value:467237 Resources:[2843, 1515] Inventory: in:[61, 99, 6, 1, 9, 76, 3, 59, 71, 27, 2, 18, 29, 22, 5, 45, 11, 38, 81, 33, 46, 74, 79, 43, 85, 72, 0, 19, 58, 25, 90, 66, 50, 60, 53, 95, 21, 65, 98, 57, 13, 31, 52, 44, 62, 73, 51, 30, 70, 4, 84, 48, 86, 93, 68, 26, 89, 80, 87, 42, 10, 78, 56, 15] out:[20, 67, 91, 77, 8, 40, 75, 35, 12, 39, 94, 36, 7, 16, 47, 82, 69, 28, 97, 24, 64, 83, 96, 37, 41, 34, 92, 49, 63, 17, 23, 54, 14, 32, 55, 88]
improvement:-8430 current_temperature:996.1999999999999 chance:2.1131594103246943E-4
improvement:-9297 current_temperature:996.1 chance:8.84210706443145E-5
iteration:41 time:1581258358032 best_value:473445 Knapsack: value:473445 Resources:[206, 2887] Inventory: in:[61, 99, 6, 1, 76, 3, 59, 27, 18, 29, 22, 5, 45, 11, 38, 81, 33, 46, 74, 79, 43, 85, 72, 0, 19, 58, 25, 90, 66, 50, 60, 53, 95, 21, 65, 57, 13, 31, 52, 44, 73, 51, 70, 4, 48, 86, 93, 68, 26, 89, 80, 87, 42, 10, 78, 56, 2, 9, 84, 98, 71, 64, 54, 8] out:[67, 91, 77, 40, 75, 35, 12, 39, 94, 7, 16, 47, 82, 69, 28, 24, 83, 96, 41, 34, 92, 49, 63, 17, 23, 14, 32, 55, 88, 97, 20, 37, 36, 15, 62, 30]
improvement:-5676 current_temperature:995.9 chance:0.003348082763545478
iteration:43 time:1581258358033 best_value:477465 Knapsack: value:477465 Resources:[2543, 87] Inventory: in:[61, 99, 6, 1, 76, 3, 27, 18, 22, 5, 45, 11, 38, 81, 33, 46, 74, 79, 43, 85, 72, 0, 19, 58, 25, 90, 50, 60, 53, 95, 21, 65, 57, 13, 31, 52, 44, 73, 51, 70, 48, 86, 93, 68, 26, 89, 80, 87, 42, 10, 56, 2, 9, 84, 98, 71, 64, 54, 29, 66, 78, 20, 41, 59] out:[67, 91, 77, 40, 75, 35, 12, 94, 7, 16, 47, 69, 28, 24, 83, 96, 34, 92, 49, 63, 17, 23, 14, 55, 88, 97, 37, 36, 15, 62, 30, 32, 39, 82, 4, 8]
improvement:-10583 current_temperature:995.7 chance:2.4211001401702077E-5
iteration:45 time:1581258358033 best_value:478871 Knapsack: value:478871 Resources:[3363, 1282] Inventory: in:[61, 99, 6, 1, 3, 27, 18, 22, 5, 45, 11, 38, 81, 33, 46, 74, 79, 43, 85, 72, 19, 58, 25, 90, 50, 60, 95, 21, 65, 57, 13, 31, 44, 73, 51, 48, 86, 93, 68, 26, 89, 80, 87, 42, 10, 56, 2, 9, 84, 98, 71, 64, 54, 29, 66, 78, 41, 59, 76, 52, 0, 62, 91, 82] out:[67, 77, 40, 75, 12, 94, 7, 16, 47, 69, 28, 24, 83, 96, 34, 92, 49, 63, 17, 23, 14, 55, 88, 97, 37, 36, 15, 30, 32, 39, 4, 8, 35, 20, 53, 70]
improvement:-4778 current_temperature:995.5 chance:0.008233054492781016
iteration:47 time:1581258358034 best_value:483730 Knapsack: value:483730 Resources:[4780, 936] Inventory: in:[61, 99, 6, 1, 3, 27, 18, 22, 5, 45, 11, 38, 81, 33, 46, 74, 79, 43, 85, 72, 19, 58, 90, 50, 60, 95, 21, 65, 57, 13, 31, 44, 73, 51, 48, 86, 68, 26, 89, 80, 87, 42, 10, 56, 2, 9, 84, 98, 71, 54, 29, 66, 78, 41, 59, 52, 0, 91, 82, 62, 93, 64, 75, 76] out:[67, 77, 40, 12, 94, 7, 16, 47, 69, 28, 24, 83, 96, 34, 92, 49, 63, 17, 23, 14, 55, 88, 97, 37, 36, 15, 30, 32, 39, 4, 8, 35, 53, 70, 20, 25]
improvement:-7273 current_temperature:995.3 chance:6.70595443081747E-4
iteration:49 time:1581258358035 best_value:483815 Knapsack: value:483815 Resources:[5044, 55] Inventory: in:[61, 99, 6, 1, 3, 27, 22, 5, 45, 11, 38, 81, 33, 46, 74, 79, 43, 85, 72, 19, 58, 90, 50, 60, 95, 21, 65, 57, 13, 44, 73, 48, 68, 26, 89, 80, 87, 42, 10, 56, 2, 84, 98, 71, 54, 29, 66, 78, 41, 59, 52, 0, 91, 82, 93, 64, 75, 76, 18, 31, 86, 37, 9, 62] out:[67, 77, 40, 12, 94, 7, 16, 47, 69, 28, 24, 83, 34, 92, 49, 63, 17, 23, 14, 55, 88, 97, 36, 15, 30, 32, 39, 4, 8, 35, 53, 70, 20, 25, 96, 51]
improvement:-7804 current_temperature:995.1 chance:3.927144122313535E-4
improvement:-12869 current_temperature:995.0 chance:2.415345198569017E-6
improvement:-2950 current_temperature:994.9 chance:0.05155417291934908
improvement:-4936 current_temperature:994.8000000000001 chance:0.007000306346428242
improvement:-9334 current_temperature:994.7 chance:8.408067620043349E-5
improvement:-4912 current_temperature:994.6 chance:0.007164128832811275
improvement:-8621 current_temperature:994.5 chance:1.7188623446814992E-4
iteration:57 time:1581258358037 best_value:484667 Knapsack: value:484667 Resources:[580, 1510] Inventory: in:[61, 99, 6, 3, 22, 5, 11, 38, 81, 46, 79, 43, 72, 19, 58, 50, 60, 95, 57, 44, 68, 26, 80, 87, 42, 10, 56, 2, 71, 29, 66, 78, 41, 59, 52, 0, 91, 82, 93, 75, 18, 31, 86, 37, 9, 62, 85, 33, 13, 48, 64, 76, 65, 89, 54, 74, 1, 90, 27, 84, 21, 24, 51, 70] out:[67, 12, 94, 7, 16, 47, 69, 49, 63, 17, 97, 36, 15, 32, 39, 8, 35, 53, 20, 25, 96, 83, 40, 4, 30, 55, 77, 92, 14, 88, 28, 23, 34, 73, 45, 98]
improvement:-8015 current_temperature:994.3 chance:3.156276379270092E-4
improvement:-9044 current_temperature:994.1999999999999 chance:1.1202805633516453E-4
improvement:-302 current_temperature:994.1 chance:0.7380140807087138
iteration:60 time:1581258358038 best_value:484667 Knapsack: value:484365 Resources:[1093, 1104] Inventory: in:[61, 99, 6, 22, 5, 81, 46, 43, 72, 19, 58, 50, 60, 57, 44, 68, 26, 80, 87, 42, 10, 56, 2, 71, 29, 66, 78, 41, 59, 52, 0, 91, 93, 75, 18, 31, 86, 37, 9, 62, 85, 13, 48, 64, 76, 65, 89, 54, 74, 1, 90, 27, 84, 21, 24, 70, 51, 3, 79, 82, 33, 55, 96, 34] out:[67, 12, 94, 7, 16, 47, 49, 63, 17, 97, 36, 15, 32, 39, 8, 35, 20, 25, 83, 40, 4, 77, 92, 14, 88, 28, 73, 45, 98, 69, 23, 30, 53, 95, 38, 11]
improvement:-5334 current_temperature:994.0 chance:0.00467186381485568
improvement:-8219 current_temperature:993.9 chance:2.562278152236143E-4
improvement:-3692 current_temperature:993.8000000000001 chance:0.02435463238468292
improvement:-13452 current_temperature:993.7 chance:1.3207842158779005E-6
improvement:-5498 current_temperature:993.6 chance:0.003952472886928778
improvement:-10200 current_temperature:993.5 chance:3.4770759470028446E-5
iteration:67 time:1581258358039 best_value:484667 Knapsack: value:484380 Resources:[4404, 117] Inventory: in:[61, 22, 5, 81, 46, 19, 60, 57, 44, 68, 26, 80, 87, 42, 71, 29, 66, 78, 41, 52, 0, 91, 75, 18, 31, 37, 9, 62, 85, 13, 76, 65, 89, 54, 74, 1, 90, 27, 84, 24, 51, 3, 79, 82, 33, 96, 34, 59, 70, 64, 6, 55, 58, 50, 56, 10, 21, 2, 93, 48, 99, 20, 8, 72] out:[67, 12, 94, 7, 16, 49, 63, 17, 32, 39, 35, 25, 83, 14, 88, 73, 98, 69, 30, 53, 95, 11, 77, 36, 23, 92, 15, 28, 38, 47, 40, 45, 97, 4, 43, 86]
improvement:-7271 current_temperature:993.3 chance:6.621328802025047E-4
improvement:-10018 current_temperature:993.1999999999999 chance:4.163419205610801E-5
improvement:-5552 current_temperature:993.1 chance:0.0037328809631558837
improvement:-9051 current_temperature:993.0 chance:1.1002492517086502E-4
improvement:-5521 current_temperature:992.9 chance:0.0038469317219157377
improvement:-6643 current_temperature:992.8000000000001 chance:0.0012418209474119824
improvement:-8457 current_temperature:992.7 chance:1.9960101924945177E-4
improvement:-11947 current_temperature:992.6 chance:5.926558337219051E-6
improvement:-3482 current_temperature:992.5 chance:0.029947412786703598
improvement:-41 current_temperature:992.4 chance:0.9595278040632139
iteration:77 time:1581258358042 best_value:484667 Knapsack: value:484339 Resources:[1708, 1055] Inventory: in:[61, 22, 46, 19, 60, 68, 26, 80, 42, 71, 66, 78, 41, 52, 0, 91, 31, 85, 76, 65, 89, 54, 74, 90, 84, 24, 51, 79, 82, 59, 64, 6, 55, 58, 2, 93, 48, 8, 72, 13, 87, 57, 10, 75, 81, 29, 44, 34, 27, 37, 5, 33, 96, 70, 18, 20, 56, 99, 21, 9, 3, 88, 7, 15] out:[67, 94, 49, 17, 39, 25, 83, 14, 98, 69, 30, 53, 11, 77, 36, 23, 92, 28, 38, 47, 40, 97, 35, 63, 95, 4, 16, 73, 12, 86, 43, 32, 45, 62, 1, 50]
improvement:-9160 current_temperature:992.3 chance:9.794746341007774E-5
improvement:-8772 current_temperature:992.1999999999999 chance:1.4468385821931226E-4
improvement:-6750 current_temperature:992.1 chance:0.0011096067319078557
improvement:-5428 current_temperature:992.0 chance:0.004203767241133373
improvement:-16412 current_temperature:991.9 chance:6.518589116826811E-8
improvement:-5781 current_temperature:991.8000000000001 chance:0.0029416161780371616
improvement:-5457 current_temperature:991.7 chance:0.004075865431187082
improvement:-8522 current_temperature:991.6 chance:1.8517833835266203E-4
improvement:-1890 current_temperature:991.5 chance:0.14864375778113179
improvement:-6056 current_temperature:991.4 chance:0.0022238098905188494
improvement:-9250 current_temperature:991.3 chance:8.861749342602196E-5
iteration:89 time:1581258358045 best_value:484815 Knapsack: value:484815 Resources:[4225, 309] Inventory: in:[46, 26, 80, 42, 71, 66, 0, 76, 65, 74, 84, 24, 64, 6, 55, 58, 93, 48, 72, 13, 87, 57, 10, 75, 27, 37, 5, 33, 96, 70, 18, 20, 99, 3, 7, 15, 21, 82, 91, 59, 68, 8, 29, 19, 60, 85, 61, 34, 79, 51, 52, 78, 90, 89, 41, 2, 54, 56, 88, 9, 22, 44, 49, 45] out:[39, 98, 69, 30, 53, 11, 36, 23, 92, 38, 47, 97, 35, 95, 4, 73, 43, 32, 94, 67, 28, 25, 40, 12, 17, 50, 63, 14, 16, 1, 77, 83, 86, 62, 31, 81]
iteration:90 time:1581258358046 best_value:486760 Knapsack: value:486760 Resources:[4798, 7155] Inventory: in:[46, 26, 80, 42, 71, 66, 0, 76, 65, 74, 84, 24, 64, 6, 58, 93, 48, 72, 13, 87, 57, 10, 75, 27, 37, 5, 33, 70, 18, 20, 99, 3, 7, 15, 21, 82, 91, 59, 68, 8, 29, 60, 85, 61, 34, 79, 51, 52, 78, 90, 89, 41, 2, 54, 56, 88, 9, 22, 44, 49, 45, 73, 30, 1] out:[39, 98, 69, 53, 11, 36, 23, 92, 38, 47, 97, 35, 95, 4, 43, 32, 94, 67, 28, 25, 40, 12, 17, 50, 63, 14, 16, 77, 83, 86, 62, 31, 81, 19, 96, 55]
iteration:91 time:1581258358046 best_value:490677 Knapsack: value:490677 Resources:[1762, 2825] Inventory: in:[46, 26, 80, 42, 71, 66, 0, 76, 65, 74, 84, 24, 64, 6, 58, 93, 48, 72, 87, 57, 10, 75, 5, 33, 70, 18, 20, 99, 3, 7, 15, 21, 82, 91, 59, 68, 8, 29, 60, 85, 61, 34, 79, 51, 52, 78, 90, 89, 41, 2, 54, 56, 88, 9, 22, 44, 49, 45, 73, 30, 1, 17, 62, 98] out:[39, 69, 53, 11, 36, 23, 92, 38, 47, 97, 35, 95, 4, 43, 32, 94, 67, 28, 25, 40, 12, 50, 63, 14, 16, 77, 83, 86, 31, 81, 19, 96, 55, 13, 37, 27]
improvement:-9010 current_temperature:990.9 chance:1.1247900565574682E-4
improvement:-14413 current_temperature:990.8000000000001 chance:4.812731523306391E-7
improvement:-7314 current_temperature:990.7 chance:6.219451041253191E-4
improvement:-7430 current_temperature:990.6 chance:5.528052742410828E-4
improvement:-8320 current_temperature:990.5 chance:2.2491273357372189E-4
improvement:-7815 current_temperature:990.4 chance:3.741883747193239E-4
improvement:-8157 current_temperature:990.3 chance:2.647041132070817E-4
improvement:-372 current_temperature:990.1999999999999 chance:0.6868209267646984
iteration:99 time:1581258358048 best_value:490677 Knapsack: value:490305 Resources:[3122, 410] Inventory: in:[46, 26, 80, 76, 65, 74, 84, 24, 93, 48, 72, 87, 57, 10, 75, 5, 33, 18, 7, 15, 21, 59, 8, 60, 61, 51, 78, 89, 41, 2, 54, 56, 88, 9, 44, 49, 45, 73, 30, 1, 17, 62, 98, 3, 34, 42, 66, 64, 90, 91, 20, 99, 22, 79, 71, 58, 6, 85, 68, 52, 82, 77, 70, 38] out:[39, 69, 53, 11, 92, 97, 35, 95, 4, 43, 94, 28, 25, 40, 63, 14, 83, 31, 81, 19, 96, 55, 36, 16, 12, 32, 50, 27, 47, 13, 37, 86, 67, 23, 29, 0]
improvement:-11334 current_temperature:990.1 chance:1.067796214885107E-5
improvement:-6946 current_temperature:990.0 chance:8.972629310582455E-4
improvement:-3422 current_temperature:989.9 chance:0.03152687759816557
improvement:-5183 current_temperature:989.8000000000001 chance:0.005319311526890678
improvement:-6517 current_temperature:989.7 chance:0.0013811708687326714
improvement:-11025 current_temperature:989.6 chance:1.4507207022888729E-5
improvement:-14575 current_temperature:989.5 chance:4.0085685430624E-7
