verbose:1
nr_items:100
dimensions:2
solver_name:simulated_annealing
nr_iterations:10000
nr_to_unpack:3
max_temperature:1000
Items:
  Item: value:8058 Resources:[5424, 5600]
Knapsack: value:0 Resources:[420000, 420000] Inventory: in:[] out:[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]
iteration:0 solve_begin_time:1581258350161
iteration:1 time:1581258350174 best_value:407676 Knapsack: value:407676 Resources:[3318, 7521] Inventory: in:[19, 23, 99, 34, 36, 22, 53, 21, 43, 69, 14, 66, 98, 60, 77, 67, 97, 59, 2, 82, 74, 39, 24, 4, 94, 83, 89, 96, 45, 57, 7, 20, 70, 85, 49, 35, 12, 93, 90, 50, 9, 72, 47, 6, 81, 1, 27, 88, 46, 91, 37, 17, 87, 95, 10, 48, 33, 29] out:[0, 3, 5, 8, 11, 13, 15, 16, 18, 25, 26, 28, 30, 31, 32, 38, 40, 41, 42, 44, 51, 52, 54, 55, 56, 58, 61, 62, 63, 64, 65, 68, 71, 73, 75, 76, 78, 79, 80, 84, 86, 92]
iteration:2 time:1581258350192 best_value:423803 Knapsack: value:423803 Resources:[256, 4017] Inventory: in:[19, 23, 99, 34, 36, 22, 53, 21, 43, 69, 14, 66, 98, 60, 77, 67, 97, 59, 82, 74, 39, 24, 4, 94, 83, 89, 96, 45, 57, 7, 20, 85, 49, 35, 12, 93, 90, 50, 9, 72, 47, 6, 81, 1, 27, 88, 46, 91, 37, 17, 87, 95, 10, 48, 33, 71, 75, 54, 18] out:[0, 3, 5, 8, 11, 13, 15, 16, 25, 26, 28, 30, 31, 32, 38, 40, 41, 42, 44, 51, 52, 55, 56, 58, 61, 62, 63, 64, 65, 68, 73, 76, 78, 79, 80, 84, 86, 92, 2, 29, 70]
improvement:-436 current_temperature:999.8000000000001 chance:0.6465613320497701
iteration:3 time:1581258350199 best_value:423803 Knapsack: value:423367 Resources:[3447, 165] Inventory: in:[23, 99, 34, 36, 22, 53, 21, 43, 69, 14, 66, 98, 60, 77, 67, 97, 59, 82, 74, 39, 24, 4, 94, 83, 89, 96, 57, 7, 20, 85, 49, 35, 12, 93, 90, 50, 9, 72, 47, 6, 81, 1, 27, 46, 91, 37, 17, 87, 95, 10, 48, 33, 71, 75, 54, 18, 79, 16, 13] out:[0, 3, 5, 8, 11, 15, 25, 26, 28, 30, 31, 32, 38, 40, 41, 42, 44, 51, 52, 55, 56, 58, 61, 62, 63, 64, 65, 68, 73, 76, 78, 80, 84, 86, 92, 2, 29, 70, 88, 19, 45]
iteration:4 time:1581258350200 best_value:425904 Knapsack: value:425904 Resources:[282, 646] Inventory: in:[23, 99, 34, 36, 22, 53, 21, 43, 14, 66, 98, 60, 77, 67, 97, 59, 82, 74, 39, 24, 4, 94, 83, 89, 96, 57, 7, 85, 49, 35, 12, 93, 90, 50, 9, 72, 47, 81, 1, 27, 46, 91, 37, 17, 87, 95, 10, 48, 33, 71, 75, 54, 18, 79, 16, 13, 26, 19, 0, 15] out:[3, 5, 8, 11, 25, 28, 30, 31, 32, 38, 40, 41, 42, 44, 51, 52, 55, 56, 58, 61, 62, 63, 64, 65, 68, 73, 76, 78, 80, 84, 86, 92, 2, 29, 70, 88, 45, 6, 69, 20]
improvement:-12397 current_temperature:999.6 chance:4.11052095554888E-6
iteration:6 time:1581258350201 best_value:426619 Knapsack: value:426619 Resources:[989, 392] Inventory: in:[23, 99, 34, 36, 22, 53, 21, 43, 14, 66, 98, 60, 77, 67, 97, 59, 82, 24, 4, 94, 83, 89, 96, 57, 7, 85, 49, 35, 12, 93, 90, 50, 9, 72, 47, 1, 27, 46, 17, 87, 95, 10, 48, 33, 71, 75, 18, 79, 16, 13, 26, 19, 0, 15, 74, 91, 81, 30, 56, 51] out:[3, 5, 8, 11, 25, 28, 31, 32, 38, 40, 41, 42, 44, 52, 55, 58, 61, 62, 63, 64, 65, 68, 73, 76, 78, 80, 84, 86, 92, 29, 70, 88, 45, 6, 20, 69, 2, 39, 37, 54]
iteration:7 time:1581258350202 best_value:428239 Knapsack: value:428239 Resources:[3015, 6693] Inventory: in:[23, 99, 34, 36, 22, 53, 21, 43, 14, 66, 98, 77, 67, 97, 59, 82, 24, 4, 94, 83, 96, 57, 7, 85, 49, 35, 12, 93, 90, 50, 9, 72, 47, 1, 27, 46, 17, 87, 95, 10, 48, 33, 71, 75, 18, 79, 16, 13, 26, 0, 15, 74, 91, 81, 30, 56, 51, 11, 6, 41] out:[3, 5, 8, 25, 28, 31, 32, 38, 40, 42, 44, 52, 55, 58, 61, 62, 63, 64, 65, 68, 73, 76, 78, 80, 84, 86, 92, 29, 70, 88, 45, 20, 69, 2, 39, 37, 54, 19, 89, 60]
improvement:-3791 current_temperature:999.3 chance:0.022513153087841582
improvement:-3565 current_temperature:999.1999999999999 chance:0.0282163330247376
iteration:10 time:1581258350203 best_value:428783 Knapsack: value:428783 Resources:[534, 8284] Inventory: in:[23, 99, 34, 36, 22, 43, 14, 66, 77, 97, 59, 82, 24, 4, 94, 83, 96, 57, 7, 85, 49, 35, 12, 93, 90, 50, 9, 72, 47, 1, 27, 46, 17, 87, 95, 10, 48, 71, 75, 18, 16, 26, 0, 15, 74, 91, 81, 30, 51, 6, 41, 56, 98, 13, 11, 33, 21, 3, 53, 69] out:[8, 28, 31, 32, 38, 40, 42, 44, 52, 55, 61, 62, 63, 64, 65, 68, 73, 76, 78, 80, 84, 86, 92, 29, 70, 88, 45, 20, 39, 37, 54, 89, 60, 25, 2, 58, 19, 5, 67, 79]
iteration:11 time:1581258350204 best_value:428988 Knapsack: value:428988 Resources:[775, 792] Inventory: in:[23, 99, 34, 36, 22, 43, 14, 66, 77, 97, 59, 82, 24, 4, 94, 83, 96, 57, 7, 49, 35, 12, 90, 50, 9, 72, 47, 1, 27, 46, 17, 87, 95, 10, 48, 71, 75, 18, 16, 26, 0, 15, 74, 91, 81, 30, 51, 41, 56, 98, 13, 11, 33, 21, 3, 53, 69, 28, 5, 39] out:[8, 31, 32, 38, 40, 42, 44, 52, 55, 61, 62, 63, 64, 65, 68, 73, 76, 78, 80, 84, 86, 92, 29, 70, 88, 45, 20, 37, 54, 89, 60, 25, 2, 58, 19, 67, 79, 6, 85, 93]
iteration:12 time:1581258350204 best_value:432678 Knapsack: value:432678 Resources:[3831, 646] Inventory: in:[99, 34, 36, 22, 43, 14, 66, 77, 97, 59, 82, 24, 4, 94, 83, 96, 57, 7, 49, 35, 90, 50, 9, 72, 47, 1, 27, 46, 17, 87, 95, 10, 48, 71, 75, 18, 16, 0, 15, 74, 91, 81, 30, 51, 41, 56, 98, 13, 11, 33, 21, 3, 53, 69, 28, 5, 39, 55, 25, 88] out:[8, 31, 32, 38, 40, 42, 44, 52, 61, 62, 63, 64, 65, 68, 73, 76, 78, 80, 84, 86, 92, 29, 70, 45, 20, 37, 54, 89, 60, 2, 58, 19, 67, 79, 6, 85, 93, 23, 12, 26]
iteration:13 time:1581258350205 best_value:435153 Knapsack: value:435153 Resources:[2301, 5951] Inventory: in:[99, 36, 22, 43, 14, 66, 77, 97, 59, 82, 24, 4, 94, 83, 96, 57, 7, 49, 35, 90, 50, 9, 72, 47, 1, 46, 17, 87, 95, 10, 48, 71, 75, 18, 16, 0, 15, 74, 91, 81, 30, 51, 41, 98, 13, 11, 33, 21, 3, 53, 69, 28, 5, 39, 55, 25, 88, 42, 62, 37] out:[8, 31, 32, 38, 40, 44, 52, 61, 63, 64, 65, 68, 73, 76, 78, 80, 84, 86, 92, 29, 70, 45, 20, 54, 89, 60, 2, 58, 19, 67, 79, 6, 85, 93, 23, 12, 26, 34, 56, 27]
improvement:-1531 current_temperature:998.7 chance:0.21588856854950822
iteration:15 time:1581258350205 best_value:436592 Knapsack: value:436592 Resources:[4673, 1864] Inventory: in:[99, 36, 22, 43, 14, 66, 77, 97, 59, 82, 24, 4, 83, 96, 7, 49, 35, 90, 50, 9, 72, 47, 1, 46, 17, 87, 95, 10, 48, 71, 75, 18, 16, 0, 74, 91, 30, 51, 41, 98, 13, 11, 21, 3, 53, 69, 28, 5, 39, 55, 25, 88, 62, 37, 33, 15, 42, 20, 57, 61] out:[31, 32, 40, 44, 52, 63, 64, 65, 68, 73, 76, 78, 84, 86, 92, 29, 70, 45, 54, 89, 60, 2, 58, 19, 67, 79, 6, 85, 93, 23, 12, 26, 34, 56, 27, 38, 8, 80, 94, 81]
improvement:-6352 current_temperature:998.5 chance:0.0017267015420744723
improvement:-2336 current_temperature:998.4 chance:0.09635234079177078
iteration:18 time:1581258350207 best_value:438361 Knapsack: value:438361 Resources:[5076, 2218] Inventory: in:[99, 36, 22, 43, 14, 66, 77, 97, 59, 82, 4, 83, 96, 7, 49, 35, 90, 9, 72, 47, 1, 17, 87, 95, 10, 48, 71, 75, 18, 0, 74, 91, 51, 41, 98, 13, 21, 3, 53, 69, 28, 5, 55, 25, 62, 37, 33, 15, 42, 20, 57, 61, 24, 39, 30, 46, 16, 56, 44, 81] out:[31, 32, 52, 63, 64, 68, 73, 76, 78, 84, 92, 29, 70, 45, 54, 89, 60, 58, 19, 67, 79, 6, 85, 93, 23, 12, 26, 27, 38, 8, 80, 94, 86, 40, 65, 2, 34, 50, 11, 88]
improvement:-2391 current_temperature:998.1999999999999 chance:0.0911442775135651
iteration:20 time:1581258350207 best_value:439696 Knapsack: value:439696 Resources:[63, 3680] Inventory: in:[99, 36, 22, 43, 14, 77, 82, 4, 83, 96, 7, 49, 35, 9, 47, 1, 17, 87, 95, 10, 48, 71, 75, 18, 0, 74, 51, 41, 98, 13, 21, 3, 53, 69, 28, 5, 55, 25, 62, 37, 33, 15, 42, 20, 57, 61, 24, 39, 30, 46, 16, 56, 44, 81, 91, 66, 90, 58, 85, 78] out:[32, 52, 63, 64, 68, 73, 76, 84, 92, 29, 70, 45, 54, 89, 60, 19, 67, 79, 6, 93, 23, 12, 26, 27, 8, 80, 94, 86, 40, 65, 2, 34, 50, 88, 38, 31, 11, 72, 97, 59]
iteration:21 time:1581258350208 best_value:441491 Knapsack: value:441491 Resources:[8763, 3163] Inventory: in:[99, 36, 22, 43, 77, 82, 4, 83, 96, 7, 49, 35, 9, 47, 1, 17, 87, 95, 10, 48, 71, 75, 18, 0, 74, 51, 41, 98, 13, 21, 3, 53, 28, 5, 25, 62, 37, 33, 15, 42, 20, 57, 61, 24, 39, 30, 46, 16, 56, 44, 81, 91, 66, 90, 58, 85, 78, 52, 50, 19] out:[32, 63, 64, 68, 73, 76, 84, 92, 29, 70, 45, 54, 89, 60, 67, 79, 6, 93, 23, 12, 26, 27, 8, 80, 94, 86, 40, 65, 2, 34, 88, 38, 31, 11, 72, 97, 59, 14, 55, 69]
iteration:22 time:1581258350208 best_value:446133 Knapsack: value:446133 Resources:[237, 3249] Inventory: in:[99, 36, 22, 43, 77, 82, 4, 83, 96, 7, 49, 35, 9, 47, 1, 17, 87, 10, 48, 71, 75, 18, 0, 74, 51, 98, 13, 21, 3, 53, 28, 5, 25, 62, 37, 15, 42, 20, 57, 61, 24, 39, 30, 46, 16, 56, 44, 81, 91, 66, 90, 58, 85, 78, 52, 50, 19, 89, 92, 41, 45] out:[32, 63, 64, 68, 73, 76, 84, 29, 70, 54, 60, 67, 79, 6, 93, 23, 12, 26, 27, 8, 80, 94, 86, 40, 65, 2, 34, 88, 38, 31, 11, 72, 97, 59, 14, 55, 69, 33, 95]
improvement:-11764 current_temperature:997.8000000000001 chance:7.5804509855969415E-6
improvement:-12896 current_temperature:997.7 chance:2.4345973435206946E-6
improvement:-8192 current_temperature:997.6 chance:2.7145665011083355E-4
improvement:-3781 current_temperature:997.5 chance:0.022584844602169595
iteration:27 time:1581258350219 best_value:448434 Knapsack: value:448434 Resources:[1796, 1628] Inventory: in:[99, 36, 77, 82, 4, 96, 35, 9, 47, 1, 17, 10, 48, 71, 75, 0, 74, 51, 98, 13, 53, 28, 5, 25, 62, 37, 15, 57, 61, 39, 30, 46, 16, 56, 44, 81, 91, 66, 90, 58, 78, 52, 50, 19, 89, 92, 41, 18, 42, 24, 85, 7, 43, 45, 3, 49, 21, 22, 68, 70, 55] out:[32, 63, 64, 73, 76, 84, 60, 67, 79, 6, 23, 27, 80, 94, 86, 40, 2, 34, 38, 31, 11, 72, 97, 59, 14, 69, 33, 95, 29, 8, 12, 26, 54, 65, 93, 88, 83, 20, 87]
improvement:-9091 current_temperature:997.3 chance:1.0993600295320628E-4
improvement:-4872 current_temperature:997.1999999999999 chance:0.007553986032375527
improvement:-7449 current_temperature:997.1 chance:5.695494613918023E-4
improvement:-11014 current_temperature:997.0 chance:1.593262882251286E-5
improvement:-6350 current_temperature:996.9 chance:0.0017125938040146319
improvement:-533 current_temperature:996.8000000000001 chance:0.5858385288333565
iteration:33 time:1581258350221 best_value:448434 Knapsack: value:447901 Resources:[637, 9466] Inventory: in:[99, 77, 82, 4, 96, 9, 47, 1, 17, 10, 71, 75, 0, 74, 98, 13, 53, 5, 25, 62, 37, 15, 39, 30, 56, 91, 66, 90, 78, 52, 19, 89, 92, 41, 18, 42, 24, 85, 7, 43, 45, 3, 49, 21, 55, 51, 16, 22, 50, 68, 36, 58, 70, 48, 28, 44, 57, 35, 76, 73] out:[32, 64, 84, 60, 79, 23, 27, 80, 94, 2, 38, 11, 72, 97, 59, 69, 33, 95, 8, 12, 26, 54, 65, 93, 88, 20, 87, 86, 14, 40, 67, 6, 63, 83, 31, 29, 34, 81, 46, 61]
improvement:-7304 current_temperature:996.7 chance:6.567658446038706E-4
improvement:-10428 current_temperature:996.6 chance:2.8557922665491184E-5
iteration:36 time:1581258350222 best_value:454481 Knapsack: value:454481 Resources:[1703, 13786] Inventory: in:[99, 77, 4, 96, 9, 47, 1, 17, 10, 71, 75, 74, 98, 13, 53, 5, 25, 37, 15, 39, 30, 56, 91, 78, 52, 19, 89, 92, 41, 18, 42, 85, 7, 43, 45, 21, 55, 51, 16, 22, 50, 68, 36, 70, 48, 28, 44, 57, 35, 76, 73, 24, 0, 58, 90, 62, 3, 87, 60, 59] out:[32, 64, 84, 79, 23, 27, 80, 94, 2, 38, 11, 72, 97, 69, 33, 8, 26, 65, 93, 88, 20, 86, 14, 40, 67, 6, 63, 83, 31, 29, 34, 46, 61, 54, 81, 12, 95, 82, 49, 66]
iteration:37 time:1581258350222 best_value:460679 Knapsack: value:460679 Resources:[2180, 9742] Inventory: in:[99, 77, 4, 96, 9, 47, 1, 17, 10, 71, 75, 98, 13, 53, 5, 25, 37, 15, 39, 56, 91, 78, 19, 89, 92, 41, 18, 42, 85, 7, 43, 45, 21, 55, 51, 16, 22, 50, 68, 36, 70, 48, 28, 44, 57, 35, 76, 73, 24, 0, 58, 90, 62, 3, 87, 60, 59, 46, 72, 6, 82] out:[32, 64, 84, 79, 23, 27, 80, 94, 2, 38, 11, 97, 69, 33, 8, 26, 65, 93, 88, 20, 86, 14, 40, 67, 63, 83, 31, 29, 34, 61, 54, 81, 12, 95, 49, 66, 74, 30, 52]
improvement:-3717 current_temperature:996.3 chance:0.023973553955672248
iteration:39 time:1581258350222 best_value:467670 Knapsack: value:467670 Resources:[3163, 3308] Inventory: in:[99, 77, 4, 96, 9, 1, 10, 71, 98, 13, 53, 5, 25, 15, 39, 56, 91, 78, 19, 89, 92, 18, 42, 85, 7, 45, 21, 55, 51, 16, 22, 50, 68, 36, 70, 48, 28, 44, 57, 35, 76, 73, 24, 0, 58, 90, 62, 3, 87, 60, 59, 46, 72, 6, 82, 17, 75, 41, 33, 79, 12, 84] out:[32, 64, 27, 80, 94, 2, 38, 11, 97, 69, 8, 26, 65, 93, 88, 20, 86, 14, 40, 67, 63, 83, 29, 34, 61, 54, 81, 95, 49, 66, 74, 30, 23, 31, 52, 37, 47, 43]
improvement:-6610 current_temperature:996.1 chance:0.0013124233939269157
improvement:-6046 current_temperature:996.0 chance:0.002310523574512115
improvement:-4630 current_temperature:995.9 chance:0.0095705830489499
improvement:-6266 current_temperature:995.8000000000001 chance:0.0018502616852043268
improvement:-18930 current_temperature:995.7 chance:5.537345917373776E-9
improvement:-16477 current_temperature:995.6 chance:6.49388873127606E-8
improvement:-4382 current_temperature:995.5 chance:0.01225516085267692
improvement:-3124 current_temperature:995.4 chance:0.043350510077858485
improvement:-4379 current_temperature:995.3 chance:0.01228128783877109
improvement:-8641 current_temperature:995.1999999999999 chance:1.694967426259243E-4
improvement:-7640 current_temperature:995.1 chance:4.6307555119439397E-4
improvement:-4956 current_temperature:995.0 chance:0.006867847623667198
improvement:-7138 current_temperature:994.9 chance:7.657993167722973E-4
improvement:-4535 current_temperature:994.8000000000001 chance:0.010475613285034676
iteration:54 time:1581258350226 best_value:470092 Knapsack: value:470092 Resources:[1071, 143] Inventory: in:[99, 77, 4, 96, 9, 1, 13, 25, 15, 39, 56, 78, 19, 89, 92, 18, 42, 7, 50, 68, 36, 70, 44, 57, 0, 59, 72, 6, 75, 48, 16, 76, 22, 87, 46, 41, 53, 84, 71, 17, 28, 62, 91, 79, 55, 10, 85, 82, 3, 45, 21, 35, 51, 73, 60, 24, 98, 58, 5, 94, 34, 61, 27] out:[38, 97, 69, 8, 20, 67, 29, 81, 95, 66, 74, 30, 31, 37, 49, 93, 63, 11, 54, 80, 47, 86, 65, 43, 2, 23, 14, 40, 83, 64, 88, 26, 52, 32, 12, 90, 33]
improvement:-10438 current_temperature:994.6 chance:2.7683576559065857E-5
improvement:-11079 current_temperature:994.5 chance:1.4515819645638155E-5
improvement:-7619 current_temperature:994.4 chance:4.7040963576591715E-4
iteration:58 time:1581258350227 best_value:470113 Knapsack: value:470113 Resources:[3195, 2197] Inventory: in:[99, 9, 13, 25, 15, 39, 56, 78, 19, 89, 92, 18, 42, 7, 50, 68, 36, 70, 44, 57, 0, 72, 6, 48, 16, 76, 46, 41, 53, 84, 17, 28, 62, 91, 79, 55, 10, 85, 82, 3, 45, 21, 35, 73, 60, 24, 98, 58, 5, 94, 34, 27, 96, 87, 4, 61, 59, 1, 71, 77, 54, 33, 11] out:[97, 8, 20, 67, 29, 95, 66, 74, 30, 31, 49, 93, 63, 80, 65, 43, 2, 23, 14, 40, 83, 64, 88, 26, 52, 32, 12, 90, 47, 69, 81, 38, 86, 37, 22, 75, 51]
iteration:59 time:1581258350228 best_value:471523 Knapsack: value:471523 Resources:[1749, 1535] Inventory: in:[99, 9, 13, 25, 15, 39, 56, 78, 19, 89, 18, 42, 7, 50, 68, 36, 70, 44, 57, 0, 72, 6, 48, 16, 76, 46, 41, 53, 84, 17, 28, 62, 91, 79, 55, 10, 85, 82, 3, 45, 21, 35, 73, 60, 24, 98, 5, 94, 34, 96, 87, 4, 61, 59, 1, 71, 77, 54, 33, 11, 14, 51, 66] out:[97, 8, 20, 67, 29, 95, 74, 30, 31, 49, 93, 63, 80, 65, 43, 2, 23, 40, 83, 64, 88, 26, 52, 32, 12, 90, 47, 69, 81, 38, 86, 37, 22, 75, 27, 58, 92]
improvement:-8249 current_temperature:994.1 chance:2.490248289240521E-4
improvement:-5870 current_temperature:994.0 chance:0.002724602874614922
improvement:-8518 current_temperature:993.9 chance:1.896597842501636E-4
iteration:63 time:1581258350229 best_value:473394 Knapsack: value:473394 Resources:[2026, 321] Inventory: in:[9, 13, 15, 39, 56, 89, 18, 50, 68, 36, 70, 44, 57, 0, 72, 6, 48, 16, 76, 46, 41, 53, 84, 17, 28, 79, 55, 10, 85, 82, 35, 73, 60, 24, 98, 94, 34, 96, 87, 4, 61, 59, 1, 71, 77, 54, 33, 11, 14, 51, 66, 21, 62, 42, 91, 7, 3, 5, 19, 99, 40, 27, 64] out:[97, 67, 29, 95, 74, 30, 31, 49, 93, 80, 65, 43, 2, 23, 83, 88, 32, 12, 90, 47, 69, 81, 37, 22, 58, 92, 20, 52, 75, 8, 86, 38, 63, 26, 45, 25, 78]
improvement:-13044 current_temperature:993.7 chance:1.9913491210588884E-6
improvement:-5222 current_temperature:993.6 chance:0.00521802620180476
improvement:-10560 current_temperature:993.5 chance:2.4201666125422875E-5
improvement:-5549 current_temperature:993.4 chance:0.0037504977279487037
improvement:-12369 current_temperature:993.3 chance:3.908209217031487E-6
improvement:-2984 current_temperature:993.1999999999999 chance:0.04956699327912239
improvement:-3876 current_temperature:993.1 chance:0.02018268503779044
improvement:-8916 current_temperature:993.0 chance:1.2604747153598846E-4
improvement:-1588 current_temperature:992.9 chance:0.20202669769507386
improvement:-7580 current_temperature:992.8000000000001 chance:4.832522437049395E-4
improvement:-14094 current_temperature:992.7 chance:6.824048098345585E-7
improvement:-2105 current_temperature:992.6 chance:0.11994845991674162
improvement:-2854 current_temperature:992.5 chance:0.05638417468008464
improvement:-5957 current_temperature:992.4 chance:0.002472266565337191
improvement:-3216 current_temperature:992.3 chance:0.03912649749416328
improvement:-6104 current_temperature:992.1999999999999 chance:0.0021292499726307634
improvement:-11399 current_temperature:992.1 chance:1.0234264768129976E-5
improvement:-12178 current_temperature:992.0 chance:4.661330304865351E-6
improvement:-11945 current_temperature:991.9 chance:5.888291847046347E-6
improvement:-1174 current_temperature:991.8000000000001 chance:0.3061419510060523
improvement:-6318 current_temperature:991.7 chance:0.0017106561137530288
improvement:-6679 current_temperature:991.6 chance:0.0011878873777080431
improvement:-6610 current_temperature:991.5 chance:0.0012726338013398079
improvement:-5150 current_temperature:991.4 chance:0.005546022925463611
improvement:-9976 current_temperature:991.3 chance:4.260440482783981E-5
improvement:-6511 current_temperature:991.1999999999999 chance:0.0014034728760320815
improvement:-10164 current_temperature:991.1 chance:3.5171589417085715E-5
improvement:-6474 current_temperature:991.0 chance:0.0014549333944632698
improvement:-4678 current_temperature:990.9 chance:0.008906617468359338
iteration:93 time:1581258350235 best_value:474172 Knapsack: value:474172 Resources:[265, 456] Inventory: in:[13, 39, 18, 6, 46, 84, 35, 98, 96, 1, 54, 14, 66, 42, 91, 19, 11, 9, 85, 7, 72, 68, 94, 57, 60, 10, 21, 24, 15, 16, 59, 48, 76, 53, 73, 56, 79, 71, 44, 82, 62, 36, 50, 70, 27, 77, 28, 51, 5, 87, 4, 89, 41, 40, 34, 64, 17, 0, 55, 99, 52, 49, 33] out:[80, 23, 90, 81, 92, 93, 97, 83, 43, 58, 67, 45, 26, 74, 65, 22, 8, 47, 37, 20, 29, 95, 63, 38, 88, 78, 69, 86, 32, 2, 25, 30, 75, 12, 31, 3, 61]
improvement:-13664 current_temperature:990.7 chance:1.0235146756394694E-6
improvement:-11319 current_temperature:990.6 chance:1.090370151949605E-5
improvement:-4074 current_temperature:990.5 chance:0.016357411118058357
