verbose:1
nr_items:100
dimensions:2
solver_name:simulated_annealing
nr_iterations:10000
nr_to_unpack:3
max_temperature:1000
Items:
  Item: value:8058 Resources:[5424, 5600]
Knapsack: value:0 Resources:[420000, 420000] Inventory: in:[] out:[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]
iteration:0 solve_begin_time:1581258361859
iteration:1 time:1581258361875 best_value:422659 Knapsack: value:422659 Resources:[3125, 1527] Inventory: in:[15, 71, 45, 58, 40, 81, 49, 30, 70, 97, 95, 82, 5, 31, 76, 2, 47, 93, 87, 80, 3, 39, 11, 98, 66, 99, 85, 73, 25, 16, 17, 68, 56, 37, 50, 63, 65, 13, 33, 32, 19, 1, 8, 0, 77, 54, 18, 7, 35, 4, 83, 24, 74, 52, 20, 91, 23, 41, 60, 36] out:[6, 9, 10, 12, 14, 21, 22, 26, 27, 28, 29, 34, 38, 42, 43, 44, 46, 48, 51, 53, 55, 57, 59, 61, 62, 64, 67, 69, 72, 75, 78, 79, 84, 86, 88, 89, 90, 92, 94, 96]
improvement:-3628 current_temperature:999.9 chance:0.026559631299036855
iteration:3 time:1581258361900 best_value:425230 Knapsack: value:425230 Resources:[68, 442] Inventory: in:[45, 58, 40, 81, 49, 30, 70, 97, 95, 82, 5, 76, 2, 47, 93, 87, 80, 3, 39, 11, 66, 99, 85, 73, 25, 16, 17, 68, 37, 50, 63, 65, 13, 33, 32, 19, 1, 8, 0, 77, 18, 7, 35, 4, 83, 24, 74, 52, 20, 91, 23, 41, 60, 36, 56, 98, 71, 96, 31, 46] out:[6, 9, 10, 12, 14, 21, 22, 26, 27, 28, 29, 34, 42, 43, 44, 51, 53, 55, 57, 59, 61, 62, 64, 67, 69, 72, 75, 78, 79, 86, 88, 89, 90, 92, 94, 84, 48, 38, 54, 15]
improvement:-8072 current_temperature:999.7 chance:3.114031052546692E-4
iteration:5 time:1581258361901 best_value:427960 Knapsack: value:427960 Resources:[2091, 3784] Inventory: in:[45, 40, 81, 49, 30, 70, 97, 95, 82, 76, 2, 47, 93, 87, 80, 3, 39, 11, 66, 99, 85, 73, 25, 16, 17, 68, 37, 50, 63, 65, 13, 32, 19, 1, 8, 0, 18, 7, 4, 83, 24, 74, 52, 20, 91, 23, 41, 60, 56, 98, 71, 96, 31, 46, 58, 77, 35, 72, 79, 42] out:[6, 9, 10, 14, 21, 22, 27, 28, 29, 34, 43, 44, 51, 53, 55, 57, 59, 61, 62, 64, 67, 69, 75, 78, 86, 88, 89, 90, 92, 94, 84, 48, 38, 54, 15, 26, 12, 5, 36, 33]
improvement:-5412 current_temperature:999.5 chance:0.004450640085646195
iteration:7 time:1581258361902 best_value:429635 Knapsack: value:429635 Resources:[68, 3022] Inventory: in:[45, 40, 81, 49, 30, 70, 97, 82, 76, 2, 47, 93, 87, 80, 3, 39, 11, 66, 99, 85, 73, 25, 16, 68, 37, 50, 65, 13, 32, 19, 1, 8, 0, 18, 7, 4, 83, 24, 74, 20, 91, 23, 60, 56, 98, 71, 96, 31, 46, 58, 77, 35, 72, 79, 17, 41, 42, 69, 84, 29] out:[6, 9, 10, 14, 21, 22, 27, 28, 34, 43, 44, 51, 53, 55, 57, 59, 62, 64, 67, 75, 78, 88, 90, 92, 94, 48, 38, 54, 15, 26, 12, 5, 36, 33, 61, 89, 86, 95, 52, 63]
improvement:-8362 current_temperature:999.3 chance:2.3221253645657012E-4
improvement:-4869 current_temperature:999.1999999999999 chance:0.007651157628118667
iteration:10 time:1581258361903 best_value:432212 Knapsack: value:432212 Resources:[2009, 1283] Inventory: in:[45, 40, 81, 49, 30, 70, 82, 76, 2, 47, 93, 87, 3, 39, 11, 66, 99, 85, 73, 25, 16, 68, 37, 50, 13, 32, 1, 8, 0, 18, 7, 4, 83, 24, 74, 91, 23, 60, 56, 98, 71, 31, 46, 58, 77, 35, 72, 79, 17, 69, 84, 29, 19, 42, 80, 96, 20, 65, 6, 78] out:[9, 10, 14, 21, 22, 28, 34, 43, 44, 51, 53, 55, 57, 59, 62, 64, 67, 75, 88, 90, 92, 48, 38, 54, 15, 26, 12, 5, 36, 33, 61, 86, 95, 52, 63, 27, 89, 94, 41, 97]
iteration:11 time:1581258361904 best_value:434742 Knapsack: value:434742 Resources:[3615, 1077] Inventory: in:[40, 81, 49, 30, 70, 82, 76, 2, 47, 93, 87, 3, 39, 11, 66, 99, 85, 73, 25, 16, 68, 37, 50, 13, 32, 8, 0, 18, 7, 4, 83, 24, 74, 91, 23, 60, 56, 98, 71, 31, 46, 58, 77, 35, 72, 79, 17, 69, 84, 29, 19, 42, 80, 96, 65, 6, 78, 61, 59, 44] out:[9, 10, 14, 21, 22, 28, 34, 43, 51, 53, 55, 57, 62, 64, 67, 75, 88, 90, 92, 48, 38, 54, 15, 26, 12, 5, 36, 33, 86, 95, 52, 63, 27, 89, 94, 41, 97, 20, 1, 45]
improvement:-6147 current_temperature:998.9 chance:0.0021254555012204844
iteration:13 time:1581258361905 best_value:436886 Knapsack: value:436886 Resources:[2345, 2286] Inventory: in:[40, 81, 49, 30, 82, 76, 2, 47, 93, 87, 3, 39, 11, 66, 99, 73, 25, 16, 68, 50, 13, 32, 8, 0, 18, 7, 4, 83, 24, 74, 91, 60, 56, 98, 31, 46, 58, 77, 35, 72, 79, 17, 69, 84, 29, 19, 42, 80, 96, 65, 6, 78, 59, 44, 85, 37, 71, 43, 94, 45] out:[9, 10, 14, 21, 22, 28, 34, 51, 53, 55, 57, 64, 67, 75, 88, 90, 48, 38, 15, 26, 12, 5, 36, 33, 86, 95, 52, 63, 27, 89, 41, 97, 20, 1, 54, 92, 62, 70, 61, 23]
iteration:14 time:1581258361905 best_value:445213 Knapsack: value:445213 Resources:[860, 441] Inventory: in:[40, 81, 49, 30, 82, 76, 2, 47, 93, 87, 39, 11, 66, 99, 73, 25, 16, 50, 13, 32, 8, 0, 18, 7, 4, 24, 74, 91, 60, 56, 98, 31, 46, 58, 77, 35, 72, 79, 17, 69, 84, 29, 19, 42, 80, 96, 65, 6, 78, 59, 44, 85, 37, 71, 43, 94, 45, 38, 5, 54, 52] out:[9, 10, 14, 21, 22, 28, 34, 51, 53, 55, 57, 64, 67, 75, 88, 90, 48, 15, 26, 12, 36, 33, 86, 95, 63, 27, 89, 41, 97, 20, 1, 92, 62, 70, 61, 23, 83, 3, 68]
iteration:15 time:1581258361905 best_value:448813 Knapsack: value:448813 Resources:[2986, 212] Inventory: in:[40, 81, 49, 30, 82, 76, 2, 47, 93, 87, 39, 11, 66, 99, 73, 25, 16, 50, 13, 32, 8, 0, 18, 7, 24, 74, 91, 60, 56, 98, 31, 46, 58, 77, 35, 72, 79, 17, 69, 29, 19, 42, 80, 96, 65, 6, 78, 59, 44, 85, 71, 43, 94, 45, 38, 5, 54, 52, 15, 9, 51] out:[10, 14, 21, 22, 28, 34, 53, 55, 57, 64, 67, 75, 88, 90, 48, 26, 12, 36, 33, 86, 95, 63, 27, 89, 41, 97, 20, 1, 92, 62, 70, 61, 23, 83, 3, 68, 37, 84, 4]
iteration:16 time:1581258361906 best_value:452421 Knapsack: value:452421 Resources:[9060, 339] Inventory: in:[40, 81, 49, 30, 82, 2, 47, 87, 39, 11, 66, 99, 73, 25, 16, 50, 13, 32, 8, 0, 18, 7, 24, 74, 91, 60, 56, 98, 31, 46, 58, 77, 35, 72, 79, 17, 69, 29, 19, 42, 80, 65, 6, 78, 59, 44, 85, 71, 43, 94, 45, 38, 5, 54, 52, 15, 9, 51, 26, 64, 10] out:[14, 21, 22, 28, 34, 53, 55, 57, 67, 75, 88, 90, 48, 12, 36, 33, 86, 95, 63, 27, 89, 41, 97, 20, 1, 92, 62, 70, 61, 23, 83, 3, 68, 37, 84, 4, 93, 96, 76]
improvement:-6568 current_temperature:998.4 chance:0.0013898969920482793
improvement:-1891 current_temperature:998.3 chance:0.1504356028660935
improvement:-6068 current_temperature:998.1999999999999 chance:0.0022905986055478944
iteration:20 time:1581258361907 best_value:453462 Knapsack: value:453462 Resources:[6791, 337] Inventory: in:[40, 81, 49, 30, 2, 47, 87, 11, 66, 99, 73, 16, 13, 32, 8, 18, 7, 24, 74, 91, 60, 56, 98, 31, 58, 77, 35, 17, 69, 29, 19, 42, 65, 78, 59, 44, 85, 71, 43, 94, 45, 38, 5, 54, 52, 51, 26, 64, 10, 6, 0, 79, 25, 50, 9, 39, 46, 15, 34, 48, 76] out:[21, 22, 53, 55, 57, 67, 75, 88, 12, 36, 33, 86, 95, 63, 89, 41, 97, 20, 1, 92, 62, 70, 23, 83, 3, 68, 37, 84, 4, 93, 14, 61, 27, 28, 90, 96, 82, 72, 80]
improvement:-15679 current_temperature:998.0 chance:1.5033182165334784E-7
improvement:-3155 current_temperature:997.9 chance:0.04235624348772317
improvement:-12917 current_temperature:997.8000000000001 chance:2.3869836598095012E-6
iteration:24 time:1581258361909 best_value:453593 Knapsack: value:453593 Resources:[11722, 2197] Inventory: in:[40, 81, 30, 2, 47, 87, 66, 73, 16, 13, 8, 18, 7, 74, 91, 60, 56, 98, 31, 58, 77, 35, 17, 69, 19, 65, 78, 85, 71, 43, 94, 45, 38, 5, 54, 52, 51, 26, 64, 6, 0, 25, 50, 39, 46, 15, 34, 48, 76, 59, 24, 10, 49, 9, 44, 11, 79, 42, 61, 22, 1] out:[21, 53, 55, 67, 75, 88, 12, 36, 33, 86, 63, 41, 20, 92, 62, 23, 83, 3, 68, 84, 4, 93, 14, 27, 28, 90, 82, 72, 80, 95, 37, 70, 57, 89, 97, 96, 99, 29, 32]
improvement:-6815 current_temperature:997.6 chance:0.0010793509952110015
iteration:26 time:1581258361910 best_value:456547 Knapsack: value:456547 Resources:[8179, 202] Inventory: in:[40, 30, 2, 47, 87, 66, 73, 16, 13, 8, 18, 7, 74, 91, 60, 56, 98, 31, 58, 77, 35, 17, 69, 65, 78, 85, 71, 43, 94, 45, 38, 5, 54, 52, 51, 26, 64, 6, 0, 25, 50, 39, 46, 15, 34, 48, 76, 59, 10, 9, 44, 11, 79, 22, 1, 19, 42, 24, 33, 37, 12] out:[21, 53, 55, 67, 75, 88, 86, 63, 41, 20, 92, 62, 23, 83, 3, 68, 84, 4, 93, 14, 27, 28, 90, 72, 80, 95, 70, 57, 89, 97, 96, 99, 29, 32, 36, 82, 49, 61, 81]
improvement:-843 current_temperature:997.4 chance:0.42947252319665896
iteration:27 time:1581258361910 best_value:456547 Knapsack: value:455704 Resources:[3926, 2478] Inventory: in:[40, 2, 47, 87, 66, 73, 16, 13, 8, 18, 7, 74, 91, 60, 31, 58, 77, 35, 17, 69, 65, 78, 85, 71, 43, 94, 45, 38, 5, 54, 52, 51, 26, 64, 6, 0, 25, 50, 39, 46, 15, 34, 48, 76, 59, 10, 9, 44, 11, 79, 22, 1, 19, 42, 24, 33, 37, 12, 88, 56, 29] out:[21, 53, 55, 67, 75, 86, 63, 41, 20, 92, 62, 23, 83, 3, 68, 84, 4, 93, 14, 27, 28, 90, 72, 80, 95, 70, 57, 89, 97, 96, 99, 32, 36, 82, 49, 61, 81, 30, 98]
improvement:-326 current_temperature:997.3 chance:0.7211684155060867
improvement:-12701 current_temperature:997.1999999999999 chance:2.941288946730373E-6
improvement:-9355 current_temperature:997.1 chance:8.420902944742259E-5
improvement:-270 current_temperature:997.0 chance:0.7627595482202654
improvement:-449 current_temperature:996.9 chance:0.6373755553444823
iteration:32 time:1581258361912 best_value:456547 Knapsack: value:455255 Resources:[3827, 937] Inventory: in:[40, 47, 66, 73, 16, 8, 7, 74, 60, 31, 58, 77, 35, 17, 69, 78, 85, 71, 94, 45, 38, 54, 52, 51, 6, 0, 25, 50, 39, 46, 15, 34, 48, 76, 59, 10, 44, 11, 79, 22, 1, 19, 42, 24, 12, 88, 56, 9, 2, 29, 5, 43, 87, 65, 18, 33, 13, 64, 36, 86, 75] out:[53, 67, 63, 41, 20, 92, 62, 23, 83, 68, 84, 93, 14, 90, 72, 80, 95, 89, 96, 99, 32, 49, 81, 30, 98, 55, 28, 82, 97, 27, 57, 70, 4, 21, 61, 3, 26, 91, 37]
iteration:33 time:1581258361913 best_value:456547 Knapsack: value:455429 Resources:[2531, 720] Inventory: in:[40, 47, 66, 73, 16, 8, 7, 74, 60, 58, 77, 35, 17, 69, 78, 85, 71, 94, 45, 38, 54, 52, 51, 6, 0, 25, 50, 39, 46, 34, 48, 76, 59, 44, 11, 79, 22, 1, 19, 42, 24, 12, 88, 56, 9, 2, 29, 5, 43, 87, 65, 18, 33, 13, 64, 36, 86, 75, 31, 21, 81] out:[53, 67, 63, 41, 20, 92, 62, 23, 83, 68, 84, 93, 14, 90, 72, 80, 95, 89, 96, 99, 32, 49, 30, 98, 55, 28, 82, 97, 27, 57, 70, 4, 61, 3, 26, 91, 37, 10, 15]
improvement:-10887 current_temperature:996.7 chance:1.8037708909600788E-5
iteration:35 time:1581258361913 best_value:457648 Knapsack: value:457648 Resources:[2268, 222] Inventory: in:[40, 66, 16, 8, 7, 74, 60, 58, 77, 35, 17, 69, 78, 85, 71, 94, 38, 54, 52, 6, 0, 25, 50, 39, 46, 34, 48, 76, 59, 44, 11, 79, 22, 1, 19, 42, 24, 12, 88, 56, 9, 2, 29, 5, 43, 87, 65, 18, 33, 13, 64, 36, 75, 21, 81, 73, 31, 86, 41, 83, 32] out:[53, 67, 63, 20, 92, 62, 23, 68, 84, 93, 14, 90, 72, 80, 95, 89, 99, 49, 30, 98, 55, 28, 82, 97, 27, 57, 70, 4, 61, 3, 26, 91, 37, 10, 15, 96, 45, 51, 47]
improvement:-10704 current_temperature:996.5 chance:2.1626403953556355E-5
improvement:-5391 current_temperature:996.4 chance:0.00446950453048915
improvement:-9153 current_temperature:996.3 chance:1.023623212188568E-4
improvement:-1901 current_temperature:996.1999999999999 chance:0.14833955313000646
iteration:39 time:1581258361915 best_value:457648 Knapsack: value:455747 Resources:[3237, 2546] Inventory: in:[40, 66, 16, 8, 74, 60, 58, 77, 35, 17, 69, 78, 85, 94, 54, 52, 6, 0, 46, 34, 48, 59, 44, 11, 79, 22, 1, 19, 42, 24, 12, 88, 56, 9, 2, 29, 5, 43, 87, 65, 18, 64, 21, 73, 31, 86, 41, 83, 32, 7, 71, 81, 13, 25, 76, 38, 39, 75, 57, 62, 20] out:[53, 67, 92, 68, 93, 14, 90, 72, 80, 95, 89, 99, 49, 55, 28, 82, 27, 70, 4, 61, 3, 91, 37, 10, 15, 96, 45, 51, 47, 30, 97, 23, 84, 63, 26, 98, 36, 50, 33]
improvement:-2459 current_temperature:996.1 chance:0.0847010189045756
improvement:-2185 current_temperature:996.0 chance:0.1114950481363225
improvement:-174 current_temperature:995.9 chance:0.8396951774580408
iteration:42 time:1581258361916 best_value:457648 Knapsack: value:455573 Resources:[504, 2727] Inventory: in:[66, 16, 8, 74, 60, 58, 77, 17, 69, 85, 94, 54, 52, 6, 0, 46, 34, 48, 59, 44, 11, 79, 22, 1, 42, 24, 12, 88, 56, 9, 2, 29, 5, 43, 87, 65, 18, 21, 73, 31, 41, 83, 32, 7, 71, 81, 13, 76, 38, 39, 57, 20, 35, 78, 25, 62, 40, 75, 23, 89, 70] out:[53, 67, 92, 68, 93, 14, 90, 72, 95, 99, 49, 55, 28, 82, 4, 61, 3, 91, 37, 10, 15, 96, 45, 51, 47, 30, 97, 84, 98, 36, 50, 33, 27, 80, 63, 26, 86, 64, 19]
iteration:43 time:1581258361916 best_value:458008 Knapsack: value:458008 Resources:[3517, 680] Inventory: in:[66, 16, 8, 74, 60, 58, 77, 17, 69, 85, 94, 54, 52, 6, 0, 46, 34, 48, 59, 44, 11, 79, 1, 42, 24, 12, 56, 9, 2, 29, 5, 43, 87, 65, 18, 21, 73, 31, 41, 83, 32, 7, 71, 81, 13, 76, 38, 39, 57, 35, 78, 25, 62, 40, 75, 23, 89, 70, 53, 64, 20] out:[67, 92, 68, 93, 14, 90, 72, 95, 99, 49, 55, 28, 82, 4, 61, 3, 91, 37, 10, 15, 96, 45, 51, 47, 30, 97, 84, 98, 36, 50, 33, 27, 80, 63, 26, 86, 19, 88, 22]
improvement:-2038 current_temperature:995.7 chance:0.12914735427121166
improvement:-7117 current_temperature:995.6 chance:7.860790531594273E-4
improvement:-13347 current_temperature:995.5 chance:1.5040742000811603E-6
improvement:-333 current_temperature:995.4 chance:0.7156680199426497
iteration:47 time:1581258361918 best_value:458008 Knapsack: value:457675 Resources:[1008, 5719] Inventory: in:[66, 16, 8, 74, 60, 58, 77, 17, 69, 85, 94, 54, 52, 6, 0, 46, 34, 48, 59, 44, 11, 79, 1, 42, 12, 56, 9, 2, 29, 43, 87, 65, 21, 73, 31, 41, 83, 32, 7, 81, 76, 38, 39, 78, 25, 62, 40, 75, 89, 70, 64, 20, 57, 18, 5, 13, 71, 24, 51, 96, 82] out:[67, 92, 68, 14, 90, 72, 95, 99, 49, 55, 28, 4, 61, 91, 37, 45, 47, 30, 97, 98, 33, 27, 80, 26, 86, 19, 88, 22, 10, 50, 84, 3, 36, 15, 93, 63, 35, 53, 23]
improvement:-2710 current_temperature:995.3 chance:0.06569075054464608
improvement:-4515 current_temperature:995.1999999999999 chance:0.010707867499951122
improvement:-5535 current_temperature:995.1 chance:0.0038401069940233877
improvement:-5158 current_temperature:995.0 chance:0.005605990067576006
improvement:-7621 current_temperature:994.9 chance:4.712761460883921E-4
iteration:53 time:1581258361924 best_value:459496 Knapsack: value:459496 Resources:[943, 127] Inventory: in:[66, 16, 8, 74, 58, 17, 69, 52, 6, 0, 46, 34, 59, 44, 11, 79, 1, 42, 12, 56, 9, 43, 87, 65, 21, 73, 41, 83, 32, 81, 76, 38, 39, 78, 25, 62, 75, 89, 70, 64, 18, 5, 13, 71, 24, 51, 2, 7, 20, 40, 31, 60, 29, 96, 54, 82, 48, 57, 91, 22, 26, 45] out:[67, 68, 90, 72, 99, 49, 55, 28, 61, 37, 30, 97, 98, 33, 80, 86, 19, 88, 10, 84, 36, 63, 35, 23, 27, 92, 93, 50, 3, 14, 47, 4, 15, 53, 95, 94, 85, 77]
improvement:-423 current_temperature:994.7 chance:0.6536038497518263
iteration:54 time:1581258361924 best_value:459496 Knapsack: value:459073 Resources:[1224, 2754] Inventory: in:[66, 8, 74, 58, 17, 52, 6, 0, 46, 34, 59, 44, 11, 79, 1, 42, 12, 56, 9, 43, 87, 65, 21, 73, 41, 83, 32, 81, 76, 38, 39, 78, 25, 62, 75, 89, 70, 64, 18, 5, 13, 71, 24, 51, 2, 7, 20, 40, 31, 60, 29, 54, 82, 48, 57, 91, 22, 26, 45, 53, 69, 93] out:[67, 68, 90, 72, 99, 49, 55, 28, 61, 37, 30, 97, 98, 33, 80, 86, 19, 88, 10, 84, 36, 63, 35, 23, 27, 92, 50, 3, 14, 47, 4, 15, 95, 94, 85, 77, 16, 96]
improvement:-6437 current_temperature:994.6 chance:0.0015462099715671757
improvement:-13567 current_temperature:994.5 chance:1.1894361680998314E-6
improvement:-15331 current_temperature:994.4 chance:2.015280845825223E-7
improvement:-8256 current_temperature:994.3 chance:2.4769089627842383E-4
improvement:-259 current_temperature:994.1999999999999 chance:0.7706577071555158
iteration:59 time:1581258361926 best_value:459496 Knapsack: value:458814 Resources:[47, 3846] Inventory: in:[66, 8, 74, 17, 52, 6, 46, 34, 44, 11, 1, 42, 12, 56, 9, 43, 87, 73, 41, 83, 32, 81, 76, 38, 39, 78, 25, 89, 70, 18, 5, 13, 24, 51, 2, 7, 20, 40, 29, 54, 82, 48, 57, 91, 22, 26, 69, 93, 45, 58, 53, 21, 62, 75, 59, 64, 65, 60, 71, 90, 72, 79] out:[68, 99, 49, 61, 37, 30, 33, 80, 86, 19, 88, 10, 84, 36, 63, 23, 92, 50, 3, 14, 4, 95, 94, 85, 77, 16, 96, 28, 97, 47, 67, 55, 27, 15, 35, 98, 0, 31]
improvement:-8678 current_temperature:994.1 chance:1.617426487179451E-4
improvement:-13395 current_temperature:994.0 chance:1.4044635672051867E-6
iteration:62 time:1581258361926 best_value:459496 Knapsack: value:459220 Resources:[5290, 4601] Inventory: in:[66, 8, 74, 52, 6, 46, 34, 44, 11, 1, 42, 12, 56, 9, 43, 87, 73, 41, 83, 32, 81, 76, 38, 39, 78, 25, 89, 70, 5, 13, 51, 2, 7, 20, 40, 54, 82, 48, 91, 22, 26, 69, 93, 45, 58, 21, 62, 75, 59, 64, 60, 71, 90, 72, 65, 57, 79, 29, 18, 27, 3, 24] out:[68, 99, 49, 61, 37, 30, 33, 86, 19, 88, 10, 84, 36, 63, 92, 50, 14, 95, 94, 85, 77, 16, 96, 28, 97, 47, 67, 55, 15, 98, 0, 31, 35, 80, 4, 23, 17, 53]
improvement:-4600 current_temperature:993.8000000000001 chance:0.00976746878201352
improvement:-3172 current_temperature:993.7 chance:0.041085077763353316
improvement:-518 current_temperature:993.6 chance:0.593726469968526
iteration:65 time:1581258361933 best_value:459496 Knapsack: value:458702 Resources:[569, 2064] Inventory: in:[8, 74, 52, 6, 46, 34, 44, 11, 1, 42, 12, 56, 9, 43, 87, 73, 83, 32, 81, 76, 38, 39, 78, 25, 89, 70, 5, 13, 51, 20, 40, 54, 82, 91, 26, 69, 45, 58, 21, 62, 75, 59, 64, 60, 71, 90, 72, 65, 57, 79, 27, 3, 24, 22, 41, 66, 2, 93, 7, 36, 96, 15, 33] out:[68, 99, 49, 61, 37, 30, 86, 19, 88, 10, 63, 92, 50, 95, 94, 85, 77, 16, 28, 97, 67, 55, 0, 35, 80, 4, 23, 17, 53, 14, 31, 84, 47, 98, 29, 18, 48]
improvement:-3140 current_temperature:993.5 chance:0.04240268755744305
improvement:-2531 current_temperature:993.4 chance:0.07825241535773232
improvement:-10628 current_temperature:993.3 chance:2.2551975083712322E-5
improvement:-3325 current_temperature:993.1999999999999 chance:0.035162862334613916
improvement:-5012 current_temperature:993.1 chance:0.0064297277691167005
improvement:-7795 current_temperature:993.0 chance:3.89771593720071E-4
improvement:-507 current_temperature:992.9 chance:0.600120121905306
iteration:73 time:1581258361935 best_value:462494 Knapsack: value:462494 Resources:[344, 100] Inventory: in:[8, 74, 52, 6, 46, 11, 12, 56, 87, 73, 32, 76, 25, 70, 5, 20, 40, 54, 82, 69, 45, 58, 21, 62, 75, 59, 64, 60, 71, 90, 72, 65, 57, 27, 3, 22, 41, 2, 93, 7, 36, 96, 33, 1, 43, 39, 44, 91, 89, 38, 26, 42, 51, 66, 9, 24, 34, 15, 81, 78, 35, 23, 10] out:[49, 61, 30, 86, 92, 50, 94, 85, 77, 16, 28, 67, 55, 80, 4, 17, 53, 98, 29, 18, 0, 37, 95, 19, 48, 31, 63, 97, 14, 47, 88, 84, 99, 68, 83, 79, 13]
improvement:-4119 current_temperature:992.7 chance:0.01577561610308756
