verbose:1
nr_items:100
dimensions:2
solver_name:simulated_annealing
nr_iterations:10000
nr_to_unpack:3
max_temperature:1000
Items:
  Item: value:8058 Resources:[5424, 5600]
Knapsack: value:0 Resources:[420000, 420000] Inventory: in:[] out:[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]
iteration:0 solve_begin_time:1581258366645
iteration:1 time:1581258366659 best_value:424394 Knapsack: value:424394 Resources:[2832, 4826] Inventory: in:[22, 69, 54, 58, 63, 64, 84, 39, 43, 12, 73, 23, 55, 7, 40, 34, 62, 99, 31, 81, 3, 32, 13, 35, 89, 10, 57, 72, 88, 30, 6, 67, 78, 45, 77, 60, 90, 46, 93, 20, 18, 16, 44, 61, 91, 11, 70, 82, 96, 86, 28, 24, 71, 25, 41, 53, 74, 1, 87, 92] out:[0, 2, 4, 5, 8, 9, 14, 15, 17, 19, 21, 26, 27, 29, 33, 36, 37, 38, 42, 47, 48, 49, 50, 51, 52, 56, 59, 65, 66, 68, 75, 76, 79, 80, 83, 85, 94, 95, 97, 98]
iteration:2 time:1581258366678 best_value:426599 Knapsack: value:426599 Resources:[518, 1937] Inventory: in:[22, 69, 54, 58, 63, 64, 84, 39, 43, 12, 73, 23, 55, 7, 40, 34, 62, 99, 31, 3, 32, 13, 35, 89, 10, 57, 72, 88, 30, 6, 67, 78, 45, 77, 60, 90, 46, 93, 20, 18, 16, 44, 61, 91, 70, 82, 96, 86, 28, 24, 71, 25, 41, 53, 74, 1, 92, 51, 56, 79] out:[0, 2, 4, 5, 8, 9, 14, 15, 17, 19, 21, 26, 27, 29, 33, 36, 37, 38, 42, 47, 48, 49, 50, 52, 59, 65, 66, 68, 75, 76, 80, 83, 85, 94, 95, 97, 98, 87, 81, 11]
iteration:3 time:1581258366678 best_value:429586 Knapsack: value:429586 Resources:[2838, 4016] Inventory: in:[22, 69, 54, 58, 63, 64, 84, 39, 43, 12, 73, 23, 55, 7, 40, 34, 62, 99, 31, 3, 32, 13, 35, 89, 57, 72, 88, 30, 6, 78, 45, 77, 60, 90, 46, 93, 20, 18, 16, 44, 61, 91, 70, 82, 96, 86, 28, 24, 71, 25, 41, 74, 1, 92, 51, 56, 79, 10, 75, 4] out:[0, 2, 5, 8, 9, 14, 15, 17, 19, 21, 26, 27, 29, 33, 36, 37, 38, 42, 47, 48, 49, 50, 52, 59, 65, 66, 68, 76, 80, 83, 85, 94, 95, 97, 98, 87, 81, 11, 67, 53]
iteration:4 time:1581258366679 best_value:429614 Knapsack: value:429614 Resources:[2952, 912] Inventory: in:[22, 69, 54, 58, 63, 64, 84, 39, 43, 12, 73, 23, 55, 7, 40, 34, 62, 99, 31, 3, 32, 13, 35, 89, 57, 72, 88, 30, 6, 78, 45, 77, 60, 90, 93, 20, 18, 16, 44, 61, 70, 82, 96, 86, 28, 24, 71, 25, 41, 74, 1, 92, 51, 56, 79, 75, 4, 59, 48, 0] out:[2, 5, 8, 9, 14, 15, 17, 19, 21, 26, 27, 29, 33, 36, 37, 38, 42, 47, 49, 50, 52, 65, 66, 68, 76, 80, 83, 85, 94, 95, 97, 98, 87, 81, 11, 67, 53, 10, 91, 46]
improvement:-2016 current_temperature:999.6 chance:0.13307974783264082
improvement:-2566 current_temperature:999.5 chance:0.07674372599720955
iteration:7 time:1581258366688 best_value:429636 Knapsack: value:429636 Resources:[79, 6768] Inventory: in:[22, 54, 58, 63, 64, 84, 39, 43, 12, 73, 23, 55, 7, 40, 34, 99, 31, 32, 13, 35, 89, 57, 72, 88, 30, 78, 45, 77, 60, 90, 93, 20, 44, 61, 70, 82, 96, 86, 28, 24, 71, 25, 74, 1, 51, 56, 79, 75, 4, 59, 48, 0, 62, 3, 69, 16, 41, 85, 10, 26] out:[2, 5, 9, 14, 15, 17, 19, 21, 29, 33, 37, 42, 47, 49, 50, 52, 66, 68, 76, 80, 83, 94, 95, 97, 98, 87, 81, 11, 67, 53, 91, 38, 65, 46, 8, 36, 27, 92, 6, 18]
iteration:8 time:1581258366688 best_value:431169 Knapsack: value:431169 Resources:[1280, 3688] Inventory: in:[22, 58, 63, 64, 84, 39, 43, 12, 73, 23, 55, 7, 40, 34, 99, 31, 32, 13, 35, 89, 57, 72, 88, 30, 78, 45, 77, 60, 90, 93, 20, 61, 70, 82, 96, 86, 28, 24, 71, 25, 74, 1, 51, 56, 79, 75, 4, 59, 48, 62, 3, 69, 16, 41, 85, 10, 26, 6, 9, 80] out:[2, 5, 14, 15, 17, 19, 21, 29, 33, 37, 42, 47, 49, 50, 52, 66, 68, 76, 83, 94, 95, 97, 98, 87, 81, 11, 67, 53, 91, 38, 65, 46, 8, 36, 27, 92, 18, 0, 44, 54]
iteration:9 time:1581258366689 best_value:432412 Knapsack: value:432412 Resources:[7504, 451] Inventory: in:[22, 58, 63, 64, 84, 39, 43, 12, 73, 23, 55, 7, 40, 34, 99, 31, 32, 13, 35, 89, 57, 88, 30, 78, 45, 77, 60, 90, 93, 20, 61, 70, 82, 96, 86, 28, 24, 71, 25, 74, 1, 51, 56, 79, 75, 59, 48, 3, 69, 16, 41, 85, 10, 26, 6, 9, 80, 76, 38, 46] out:[2, 5, 14, 15, 17, 19, 21, 29, 33, 37, 42, 47, 49, 50, 52, 66, 68, 83, 94, 95, 97, 98, 87, 81, 11, 67, 53, 91, 65, 8, 36, 27, 92, 18, 0, 44, 54, 62, 72, 4]
iteration:10 time:1581258366689 best_value:433545 Knapsack: value:433545 Resources:[2263, 540] Inventory: in:[22, 63, 64, 84, 39, 43, 12, 73, 23, 55, 7, 34, 99, 31, 32, 13, 35, 89, 57, 88, 78, 45, 77, 60, 90, 93, 20, 61, 70, 82, 96, 86, 28, 24, 71, 25, 74, 1, 51, 56, 79, 75, 59, 48, 3, 69, 16, 41, 85, 10, 26, 6, 9, 80, 76, 38, 46, 29, 67, 54] out:[2, 5, 14, 15, 17, 19, 21, 33, 37, 42, 47, 49, 50, 52, 66, 68, 83, 94, 95, 97, 98, 87, 81, 11, 53, 91, 65, 8, 36, 27, 92, 18, 0, 44, 62, 72, 4, 30, 40, 58]
iteration:11 time:1581258366690 best_value:438375 Knapsack: value:438375 Resources:[869, 1581] Inventory: in:[22, 64, 84, 39, 12, 73, 23, 55, 7, 34, 99, 31, 32, 13, 35, 89, 57, 88, 78, 45, 77, 60, 90, 93, 20, 61, 70, 82, 96, 86, 28, 24, 71, 25, 74, 1, 51, 56, 79, 75, 59, 48, 3, 69, 41, 85, 10, 26, 6, 9, 80, 76, 38, 46, 29, 67, 54, 18, 40, 27, 81] out:[2, 5, 14, 15, 17, 19, 21, 33, 37, 42, 47, 49, 50, 52, 66, 68, 83, 94, 95, 97, 98, 87, 11, 53, 91, 65, 8, 36, 92, 0, 44, 62, 72, 4, 30, 58, 63, 16, 43]
improvement:-2928 current_temperature:998.9 chance:0.053331701658824684
improvement:-8720 current_temperature:998.8000000000001 chance:1.6158543079933783E-4
improvement:-924 current_temperature:998.7 chance:0.3964510250906165
iteration:14 time:1581258366691 best_value:438375 Knapsack: value:437451 Resources:[3363, 3386] Inventory: in:[22, 64, 84, 12, 73, 23, 55, 7, 99, 32, 13, 89, 57, 88, 78, 45, 77, 60, 90, 93, 20, 70, 82, 96, 86, 28, 24, 71, 25, 74, 1, 51, 56, 79, 75, 59, 48, 3, 69, 41, 85, 10, 6, 9, 80, 38, 29, 67, 18, 40, 27, 81, 76, 34, 35, 54, 46, 61, 14, 49, 52] out:[2, 5, 17, 19, 21, 33, 42, 47, 50, 66, 68, 83, 94, 95, 97, 98, 87, 11, 91, 65, 8, 36, 92, 0, 44, 62, 72, 4, 30, 58, 63, 16, 43, 53, 15, 37, 26, 39, 31]
improvement:-12540 current_temperature:998.6 chance:3.5181312195935622E-6
improvement:-1002 current_temperature:998.5 chance:0.36659218625711737
iteration:16 time:1581258366693 best_value:438375 Knapsack: value:436449 Resources:[506, 6911] Inventory: in:[22, 64, 84, 12, 23, 55, 7, 99, 32, 13, 89, 57, 88, 78, 77, 60, 90, 93, 20, 70, 82, 96, 86, 28, 24, 71, 74, 1, 51, 56, 79, 75, 59, 48, 3, 69, 85, 10, 6, 9, 80, 38, 67, 40, 27, 81, 76, 34, 35, 54, 46, 61, 14, 49, 52, 73, 41, 45, 42, 92, 29] out:[2, 5, 17, 19, 21, 33, 50, 66, 68, 83, 94, 95, 97, 98, 87, 11, 91, 8, 36, 0, 44, 62, 72, 4, 30, 58, 63, 16, 43, 53, 15, 37, 26, 39, 31, 47, 65, 18, 25]
iteration:17 time:1581258366693 best_value:440385 Knapsack: value:440385 Resources:[987, 5102] Inventory: in:[22, 64, 84, 12, 23, 55, 7, 99, 32, 13, 89, 57, 88, 78, 77, 60, 90, 93, 20, 70, 82, 96, 86, 28, 24, 71, 74, 1, 51, 56, 79, 75, 59, 48, 3, 69, 85, 10, 6, 9, 80, 38, 67, 40, 27, 76, 34, 35, 54, 46, 61, 14, 49, 41, 45, 42, 92, 29, 72, 31, 33] out:[2, 5, 17, 19, 21, 50, 66, 68, 83, 94, 95, 97, 98, 87, 11, 91, 8, 36, 0, 44, 62, 4, 30, 58, 63, 16, 43, 53, 15, 37, 26, 39, 47, 65, 18, 25, 81, 52, 73]
improvement:-10683 current_temperature:998.3 chance:2.2518079762013265E-5
iteration:19 time:1581258366694 best_value:445571 Knapsack: value:445571 Resources:[394, 2611] Inventory: in:[22, 64, 84, 23, 7, 99, 32, 13, 89, 57, 88, 78, 77, 60, 90, 93, 20, 70, 82, 96, 28, 24, 74, 1, 51, 56, 79, 75, 59, 48, 3, 69, 85, 10, 6, 9, 80, 38, 67, 40, 27, 34, 35, 46, 61, 14, 49, 41, 45, 42, 92, 29, 72, 31, 33, 55, 76, 54, 52, 94, 26, 15] out:[2, 5, 17, 19, 21, 50, 66, 68, 83, 95, 97, 98, 87, 11, 91, 8, 36, 0, 44, 62, 4, 30, 58, 63, 16, 43, 53, 37, 47, 65, 18, 81, 73, 39, 25, 71, 86, 12]
improvement:-4099 current_temperature:998.1 chance:0.016460315346575494
improvement:-59 current_temperature:998.0 chance:0.9425953134228887
iteration:21 time:1581258366695 best_value:445571 Knapsack: value:445512 Resources:[1276, 2875] Inventory: in:[22, 64, 84, 7, 99, 32, 13, 89, 57, 88, 78, 77, 60, 90, 93, 20, 82, 96, 28, 24, 74, 1, 56, 79, 75, 59, 48, 3, 69, 85, 10, 6, 9, 80, 38, 67, 40, 27, 34, 35, 46, 61, 14, 41, 45, 42, 92, 29, 72, 31, 33, 76, 54, 52, 26, 15, 70, 55, 51, 37, 63, 43] out:[5, 17, 19, 21, 50, 68, 83, 95, 97, 98, 87, 11, 91, 8, 36, 0, 44, 62, 4, 30, 58, 16, 53, 47, 65, 18, 81, 73, 39, 25, 71, 12, 66, 86, 2, 94, 23, 49]
iteration:22 time:1581258366695 best_value:447709 Knapsack: value:447709 Resources:[1087, 189] Inventory: in:[22, 64, 84, 7, 99, 32, 89, 57, 88, 78, 60, 90, 93, 20, 82, 96, 28, 24, 74, 1, 56, 79, 75, 59, 48, 3, 69, 85, 10, 6, 9, 80, 38, 67, 40, 27, 34, 35, 46, 61, 14, 41, 45, 42, 92, 29, 72, 31, 33, 76, 52, 26, 15, 70, 55, 51, 37, 63, 43, 47, 71, 87] out:[5, 17, 19, 21, 50, 68, 83, 95, 97, 98, 11, 91, 8, 36, 0, 44, 62, 4, 30, 58, 16, 53, 65, 18, 81, 73, 39, 25, 12, 66, 86, 2, 94, 23, 49, 13, 77, 54]
improvement:-7714 current_temperature:997.8000000000001 chance:4.3900128487117527E-4
improvement:-5899 current_temperature:997.7 chance:0.0027051471263409414
iteration:25 time:1581258366697 best_value:448615 Knapsack: value:448615 Resources:[339, 6801] Inventory: in:[22, 64, 84, 7, 32, 89, 57, 88, 78, 60, 90, 93, 20, 96, 28, 24, 74, 1, 56, 75, 59, 48, 3, 85, 10, 9, 80, 38, 67, 40, 27, 34, 35, 46, 61, 14, 45, 42, 92, 29, 72, 31, 33, 76, 26, 70, 51, 37, 63, 43, 47, 71, 87, 6, 79, 82, 52, 99, 15, 73, 41, 53] out:[5, 17, 21, 50, 68, 83, 95, 97, 11, 91, 8, 36, 0, 62, 4, 30, 16, 65, 18, 81, 39, 25, 12, 66, 86, 2, 94, 23, 49, 13, 77, 54, 58, 98, 19, 44, 69, 55]
improvement:-9341 current_temperature:997.5 chance:8.57211452088466E-5
iteration:27 time:1581258366698 best_value:454394 Knapsack: value:454394 Resources:[430, 2611] Inventory: in:[22, 64, 84, 7, 32, 89, 57, 88, 78, 60, 90, 93, 20, 28, 24, 74, 1, 56, 75, 59, 3, 10, 9, 80, 38, 67, 27, 34, 35, 46, 61, 14, 45, 42, 92, 29, 72, 31, 33, 76, 26, 70, 51, 63, 47, 71, 87, 6, 79, 82, 52, 99, 15, 73, 41, 53, 43, 85, 96, 2, 18, 98, 62] out:[5, 17, 21, 50, 68, 83, 95, 97, 11, 91, 8, 36, 0, 30, 16, 65, 81, 39, 25, 12, 66, 86, 94, 23, 49, 13, 77, 54, 58, 19, 44, 69, 55, 4, 40, 37, 48]
improvement:-7735 current_temperature:997.3 chance:4.281910682687131E-4
improvement:-5744 current_temperature:997.1999999999999 chance:0.003150707149588321
iteration:30 time:1581258366699 best_value:455972 Knapsack: value:455972 Resources:[3589, 3249] Inventory: in:[22, 7, 32, 57, 88, 60, 93, 20, 28, 24, 74, 1, 56, 75, 59, 10, 9, 80, 38, 67, 27, 34, 35, 46, 61, 14, 45, 92, 29, 72, 31, 33, 76, 26, 70, 51, 63, 47, 6, 79, 82, 52, 99, 15, 73, 41, 53, 43, 85, 96, 2, 18, 98, 62, 42, 90, 64, 84, 78, 87, 48, 21, 0] out:[5, 17, 68, 83, 95, 97, 11, 91, 8, 36, 30, 65, 81, 39, 25, 12, 66, 86, 94, 23, 49, 77, 54, 19, 44, 69, 55, 4, 40, 37, 16, 13, 50, 58, 71, 89, 3]
iteration:31 time:1581258366699 best_value:458060 Knapsack: value:458060 Resources:[1551, 648] Inventory: in:[22, 7, 32, 57, 88, 60, 93, 20, 24, 74, 1, 56, 75, 59, 10, 9, 38, 67, 27, 34, 35, 46, 61, 14, 45, 92, 29, 72, 33, 76, 26, 70, 51, 63, 47, 6, 79, 82, 52, 99, 15, 73, 41, 53, 43, 85, 96, 2, 18, 98, 62, 42, 90, 64, 84, 78, 87, 48, 21, 0, 71, 23, 19] out:[5, 17, 68, 83, 95, 97, 11, 91, 8, 36, 30, 65, 81, 39, 25, 12, 66, 86, 94, 49, 77, 54, 44, 69, 55, 4, 40, 37, 16, 13, 50, 58, 89, 3, 31, 80, 28]
improvement:-10051 current_temperature:996.9 chance:4.1815018426215616E-5
improvement:-1399 current_temperature:996.8000000000001 chance:0.24573755263668656
improvement:-6239 current_temperature:996.7 chance:0.0019119017193965856
improvement:-10948 current_temperature:996.6 chance:1.6948178540523614E-5
improvement:-5344 current_temperature:996.5 chance:0.004687904050648338
improvement:-9794 current_temperature:996.4 chance:5.384581954563833E-5
improvement:-1944 current_temperature:996.3 chance:0.14210067237388144
improvement:-8873 current_temperature:996.1999999999999 chance:1.354583947165428E-4
improvement:-6799 current_temperature:996.1 chance:0.0010856027484872019
improvement:-6574 current_temperature:996.0 chance:0.0013598218146933386
iteration:42 time:1581258366704 best_value:460194 Knapsack: value:460194 Resources:[200, 454] Inventory: in:[7, 32, 57, 93, 24, 74, 56, 59, 10, 38, 67, 27, 34, 61, 14, 45, 29, 76, 26, 51, 63, 47, 6, 79, 99, 15, 53, 43, 85, 2, 18, 98, 64, 78, 87, 70, 21, 72, 35, 20, 90, 75, 82, 41, 88, 73, 60, 33, 71, 42, 96, 46, 92, 1, 52, 19, 9, 84, 0, 22, 58, 54, 13, 80] out:[5, 83, 95, 97, 91, 8, 36, 30, 65, 81, 12, 94, 44, 55, 40, 37, 50, 89, 3, 68, 28, 66, 25, 11, 4, 77, 86, 69, 16, 39, 49, 31, 17, 62, 48, 23]
improvement:-515 current_temperature:995.8000000000001 chance:0.5962041584033294
iteration:43 time:1581258366704 best_value:460194 Knapsack: value:459679 Resources:[2556, 2686] Inventory: in:[7, 57, 93, 24, 74, 56, 59, 10, 38, 67, 27, 34, 61, 14, 45, 76, 26, 51, 63, 47, 6, 79, 99, 15, 53, 43, 85, 2, 18, 64, 78, 87, 70, 21, 72, 35, 20, 90, 75, 82, 41, 88, 73, 60, 33, 71, 42, 96, 46, 92, 1, 52, 19, 9, 84, 0, 22, 58, 54, 13, 80, 4, 98, 44] out:[5, 83, 95, 97, 91, 8, 36, 30, 65, 81, 12, 94, 55, 40, 37, 50, 89, 3, 68, 28, 66, 25, 11, 77, 86, 69, 16, 39, 49, 31, 17, 62, 48, 23, 32, 29]
improvement:-8349 current_temperature:995.7 chance:2.282530354732403E-4
improvement:-9476 current_temperature:995.6 chance:7.352547110509722E-5
iteration:46 time:1581258366705 best_value:461795 Knapsack: value:461795 Resources:[9221, 2210] Inventory: in:[7, 57, 93, 24, 74, 56, 59, 10, 38, 27, 34, 61, 14, 45, 26, 51, 6, 79, 99, 15, 53, 43, 85, 2, 18, 64, 78, 87, 70, 21, 72, 35, 20, 90, 75, 82, 41, 88, 33, 71, 42, 96, 46, 92, 52, 19, 9, 84, 22, 58, 54, 80, 4, 98, 44, 76, 13, 60, 73, 0, 63, 1, 28, 97] out:[5, 95, 91, 8, 36, 30, 65, 81, 94, 55, 40, 37, 50, 89, 3, 68, 66, 25, 11, 77, 86, 69, 16, 49, 31, 17, 62, 48, 23, 32, 12, 29, 39, 83, 67, 47]
improvement:-1539 current_temperature:995.4 chance:0.21307477559835092
improvement:-8685 current_temperature:995.3 chance:1.6230841155065497E-4
iteration:49 time:1581258366706 best_value:465234 Knapsack: value:465234 Resources:[8814, 836] Inventory: in:[7, 57, 93, 24, 74, 56, 59, 10, 38, 27, 34, 61, 14, 45, 26, 51, 6, 79, 99, 15, 43, 85, 2, 18, 64, 78, 87, 21, 72, 35, 20, 75, 82, 41, 88, 33, 71, 42, 96, 46, 92, 52, 9, 22, 58, 80, 4, 44, 76, 13, 60, 0, 63, 1, 97, 98, 54, 19, 84, 53, 73, 8, 55, 5] out:[95, 91, 36, 65, 81, 94, 40, 37, 50, 89, 3, 68, 66, 11, 77, 86, 69, 49, 17, 62, 48, 23, 32, 12, 29, 39, 83, 67, 47, 16, 30, 25, 31, 70, 90, 28]
iteration:50 time:1581258366707 best_value:465288 Knapsack: value:465288 Resources:[14027, 72] Inventory: in:[7, 57, 93, 24, 74, 56, 59, 10, 38, 27, 34, 61, 45, 26, 51, 6, 79, 99, 15, 43, 85, 2, 18, 64, 78, 87, 21, 72, 35, 20, 75, 82, 41, 88, 33, 71, 42, 96, 46, 92, 52, 9, 22, 58, 80, 4, 44, 76, 13, 60, 0, 63, 1, 97, 98, 54, 84, 53, 8, 55, 5, 66, 94, 62] out:[95, 91, 36, 65, 81, 40, 37, 50, 89, 3, 68, 11, 77, 86, 69, 49, 17, 48, 23, 32, 12, 29, 39, 83, 67, 47, 16, 30, 25, 31, 70, 90, 28, 73, 14, 19]
improvement:-3657 current_temperature:995.0 chance:0.02533985352678596
iteration:52 time:1581258366707 best_value:472319 Knapsack: value:472319 Resources:[2099, 172] Inventory: in:[7, 57, 93, 24, 74, 56, 59, 10, 38, 27, 34, 61, 26, 51, 6, 79, 99, 15, 43, 85, 2, 18, 64, 78, 87, 72, 75, 41, 88, 33, 71, 42, 96, 46, 92, 52, 9, 22, 58, 80, 4, 44, 76, 13, 0, 63, 1, 97, 98, 54, 84, 53, 8, 55, 5, 66, 94, 62, 60, 20, 45, 48, 77, 31] out:[95, 91, 36, 65, 81, 40, 37, 50, 89, 3, 68, 11, 86, 69, 49, 17, 23, 12, 29, 39, 83, 67, 16, 30, 25, 70, 90, 73, 14, 19, 32, 28, 47, 21, 82, 35]
iteration:53 time:1581258366707 best_value:472856 Knapsack: value:472856 Resources:[1191, 4232] Inventory: in:[7, 57, 93, 74, 56, 59, 10, 38, 27, 34, 61, 26, 51, 6, 79, 99, 15, 43, 85, 2, 18, 64, 78, 87, 72, 75, 41, 88, 33, 71, 42, 96, 46, 92, 52, 9, 22, 58, 80, 4, 44, 76, 13, 0, 63, 1, 98, 54, 84, 53, 8, 55, 5, 94, 62, 60, 20, 45, 48, 77, 31, 70, 3, 11] out:[95, 91, 36, 65, 81, 40, 37, 50, 89, 68, 86, 69, 49, 17, 23, 12, 29, 39, 83, 67, 16, 30, 25, 90, 73, 14, 19, 32, 28, 47, 21, 82, 35, 97, 24, 66]
improvement:-3494 current_temperature:994.7 chance:0.029818780394028674
iteration:55 time:1581258366708 best_value:473151 Knapsack: value:473151 Resources:[3183, 1466] Inventory: in:[7, 57, 93, 74, 59, 10, 38, 27, 34, 61, 26, 51, 6, 79, 99, 15, 43, 2, 18, 64, 78, 87, 72, 75, 41, 88, 33, 42, 96, 46, 92, 9, 58, 80, 4, 44, 76, 13, 0, 63, 1, 98, 54, 84, 53, 8, 55, 5, 94, 62, 60, 20, 45, 48, 77, 31, 3, 11, 70, 71, 56, 66, 24, 52] out:[95, 91, 36, 65, 81, 40, 37, 50, 89, 68, 86, 69, 49, 17, 12, 29, 39, 83, 67, 16, 30, 25, 90, 14, 19, 32, 28, 47, 21, 35, 97, 23, 73, 82, 85, 22]
improvement:-9222 current_temperature:994.5 chance:9.392617014453307E-5
improvement:-7961 current_temperature:994.4 chance:3.335116826083293E-4
improvement:-9194 current_temperature:994.3 chance:9.642874409968453E-5
iteration:59 time:1581258366709 best_value:477177 Knapsack: value:477177 Resources:[91, 799] Inventory: in:[7, 57, 93, 74, 59, 10, 38, 27, 34, 61, 26, 51, 79, 99, 15, 43, 2, 18, 64, 78, 87, 72, 75, 33, 42, 96, 46, 9, 80, 4, 44, 76, 13, 0, 63, 98, 54, 84, 53, 8, 55, 94, 60, 45, 48, 77, 31, 3, 11, 70, 71, 56, 66, 24, 92, 52, 88, 62, 41, 5, 6, 49, 68, 73] out:[95, 91, 36, 65, 81, 40, 37, 89, 86, 17, 12, 29, 39, 67, 16, 30, 25, 90, 14, 32, 28, 47, 21, 35, 97, 23, 82, 85, 22, 50, 83, 19, 69, 20, 58, 1]
improvement:-5812 current_temperature:994.1 chance:0.002890012890557698
improvement:-10986 current_temperature:994.0 chance:1.5850430719160014E-5
