verbose:1
nr_items:100
dimensions:2
solver_name:simulated_annealing
nr_iterations:10000
nr_to_unpack:3
max_temperature:1000
Items:
  Item: value:8058 Resources:[5424, 5600]
Knapsack: value:0 Resources:[420000, 420000] Inventory: in:[] out:[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]
iteration:0 solve_begin_time:1581258354993
iteration:1 time:1581258355007 best_value:446847 Knapsack: value:446847 Resources:[5112, 1911] Inventory: in:[82, 16, 10, 44, 57, 52, 72, 54, 95, 75, 38, 76, 7, 55, 32, 5, 68, 64, 34, 71, 99, 0, 36, 94, 15, 84, 13, 85, 37, 67, 19, 4, 27, 98, 79, 65, 91, 66, 39, 46, 87, 20, 51, 12, 26, 58, 73, 14, 97, 8, 60, 21, 30, 59, 41, 69, 35, 1, 74, 81, 56, 9] out:[2, 3, 6, 11, 17, 18, 22, 23, 24, 25, 28, 29, 31, 33, 40, 42, 43, 45, 47, 48, 49, 50, 53, 61, 62, 63, 70, 77, 78, 80, 83, 86, 88, 89, 90, 92, 93, 96]
improvement:-5261 current_temperature:999.9 chance:0.0051873819380456815
improvement:-3916 current_temperature:999.8000000000001 chance:0.019905019225423176
improvement:-3136 current_temperature:999.7 chance:0.04341539912221743
improvement:-5161 current_temperature:999.6 chance:0.005724127023823872
iteration:6 time:1581258355042 best_value:452448 Knapsack: value:452448 Resources:[3204, 5604] Inventory: in:[82, 16, 10, 44, 57, 72, 54, 95, 75, 76, 7, 55, 32, 5, 68, 71, 99, 0, 36, 94, 84, 13, 37, 67, 19, 4, 98, 79, 65, 91, 39, 87, 20, 51, 12, 73, 14, 97, 8, 60, 21, 59, 41, 69, 1, 74, 81, 56, 9, 15, 58, 66, 64, 30, 46, 27, 52, 26, 85, 78, 6, 2] out:[3, 11, 18, 22, 23, 24, 25, 28, 29, 33, 42, 43, 45, 47, 49, 53, 61, 62, 63, 70, 83, 86, 88, 89, 90, 92, 96, 40, 93, 77, 80, 50, 31, 17, 48, 34, 38, 35]
improvement:-64 current_temperature:999.4 chance:0.9379689592065317
iteration:8 time:1581258355044 best_value:458491 Knapsack: value:458491 Resources:[1655, 1745] Inventory: in:[82, 16, 10, 44, 57, 72, 54, 95, 75, 76, 7, 55, 32, 5, 68, 71, 99, 0, 36, 94, 84, 37, 19, 4, 98, 79, 65, 91, 39, 87, 20, 51, 73, 14, 8, 60, 59, 41, 69, 1, 74, 81, 56, 9, 15, 58, 66, 64, 30, 46, 27, 52, 26, 78, 6, 2, 97, 85, 21, 96, 43, 25] out:[3, 11, 18, 22, 24, 28, 29, 33, 42, 45, 47, 49, 53, 61, 62, 63, 70, 83, 86, 88, 89, 90, 92, 40, 93, 77, 80, 50, 17, 48, 34, 38, 35, 31, 23, 67, 12, 13]
improvement:-6427 current_temperature:999.1999999999999 chance:0.00160899468129619
improvement:-775 current_temperature:999.1 chance:0.4603822628879071
improvement:-12044 current_temperature:999.0 chance:5.809267585536289E-6
improvement:-5814 current_temperature:998.9 chance:0.0029664110940772572
improvement:-2748 current_temperature:998.8000000000001 chance:0.06384470926529572
improvement:-5020 current_temperature:998.7 chance:0.006561510162358264
improvement:-7573 current_temperature:998.6 chance:5.08717826302931E-4
improvement:-10721 current_temperature:998.5 chance:2.1723723222882042E-5
improvement:-2915 current_temperature:998.4 chance:0.053951408810375065
improvement:-3939 current_temperature:998.3 chance:0.01933752629877985
iteration:19 time:1581258355054 best_value:462253 Knapsack: value:462253 Resources:[1346, 5608] Inventory: in:[82, 16, 44, 57, 72, 75, 76, 32, 68, 71, 0, 36, 84, 19, 98, 79, 65, 39, 73, 14, 8, 59, 41, 56, 15, 58, 46, 27, 78, 6, 97, 96, 43, 25, 64, 2, 20, 1, 52, 5, 55, 9, 4, 87, 95, 99, 66, 69, 60, 10, 94, 74, 54, 81, 91, 51, 21, 37, 85, 3, 24, 62] out:[22, 28, 29, 33, 45, 47, 53, 70, 83, 86, 92, 80, 48, 38, 31, 23, 67, 12, 13, 89, 61, 50, 63, 93, 42, 49, 35, 90, 34, 77, 17, 11, 40, 88, 18, 30, 7, 26]
improvement:-1323 current_temperature:998.1 chance:0.26566517993063526
improvement:-6753 current_temperature:998.0 chance:0.0011516805377671318
improvement:-8414 current_temperature:997.9 chance:2.1784939472090849E-4
improvement:-2093 current_temperature:997.8000000000001 chance:0.12274886577708614
improvement:-1586 current_temperature:997.7 chance:0.20399573151939832
improvement:-15963 current_temperature:997.6 chance:1.1237735721072673E-7
improvement:-8869 current_temperature:997.5 chance:1.3759058329328047E-4
iteration:27 time:1581258355059 best_value:466132 Knapsack: value:466132 Resources:[2802, 6528] Inventory: in:[82, 16, 44, 72, 32, 68, 71, 0, 84, 98, 79, 65, 73, 14, 8, 41, 15, 58, 27, 78, 6, 97, 96, 25, 64, 2, 20, 1, 52, 5, 95, 99, 66, 94, 74, 81, 91, 51, 21, 37, 3, 24, 39, 59, 19, 4, 46, 9, 55, 62, 54, 36, 76, 43, 87, 75, 10, 85, 56, 33, 77, 61] out:[28, 29, 47, 70, 83, 92, 80, 48, 38, 31, 23, 12, 89, 50, 93, 34, 18, 30, 26, 86, 49, 35, 40, 53, 13, 7, 63, 45, 17, 42, 22, 90, 11, 67, 88, 60, 69, 57]
iteration:28 time:1581258355060 best_value:466588 Knapsack: value:466588 Resources:[3993, 373] Inventory: in:[82, 16, 44, 72, 32, 68, 71, 0, 84, 98, 79, 65, 73, 14, 8, 15, 58, 78, 6, 97, 25, 64, 2, 20, 1, 52, 5, 95, 99, 66, 94, 74, 81, 91, 51, 21, 37, 3, 24, 39, 59, 19, 4, 46, 9, 55, 62, 54, 36, 76, 43, 87, 75, 10, 85, 56, 33, 77, 61, 28, 80, 17] out:[29, 47, 70, 83, 92, 48, 38, 31, 23, 12, 89, 50, 93, 34, 18, 30, 26, 86, 49, 35, 40, 53, 13, 7, 63, 45, 42, 22, 90, 11, 67, 88, 60, 69, 57, 27, 41, 96]
improvement:-10718 current_temperature:997.1999999999999 chance:2.1486307953691292E-5
improvement:-3670 current_temperature:997.1 chance:0.025205981425677208
improvement:-15119 current_temperature:997.0 chance:2.5950406221862246E-7
improvement:-5924 current_temperature:996.9 chance:0.002625663884139895
improvement:-3441 current_temperature:996.8000000000001 chance:0.031680733814849336
improvement:-2287 current_temperature:996.7 chance:0.10080451951516355
improvement:-10411 current_temperature:996.6 chance:2.9049242180106243E-5
improvement:-13533 current_temperature:996.5 chance:1.2648818219714206E-6
improvement:-5503 current_temperature:996.4 chance:0.003994318204402152
improvement:-13270 current_temperature:996.3 chance:1.6425160072688494E-6
improvement:-5715 current_temperature:996.1999999999999 chance:0.0032250725289522846
improvement:-3339 current_temperature:996.1 chance:0.0350116965901349
iteration:41 time:1581258355066 best_value:467089 Knapsack: value:467089 Resources:[2223, 91] Inventory: in:[82, 72, 32, 68, 0, 84, 98, 79, 65, 14, 8, 58, 6, 97, 20, 95, 99, 66, 94, 74, 91, 51, 39, 19, 4, 46, 55, 54, 36, 76, 10, 33, 61, 80, 3, 78, 87, 28, 9, 44, 81, 16, 1, 5, 85, 77, 24, 59, 37, 25, 52, 21, 71, 62, 64, 75, 43, 56, 17, 60, 86, 42] out:[29, 92, 48, 38, 31, 89, 50, 93, 34, 35, 40, 53, 7, 11, 67, 88, 69, 41, 45, 26, 83, 18, 70, 12, 22, 27, 23, 63, 90, 49, 47, 96, 30, 57, 13, 2, 73, 15]
improvement:-6080 current_temperature:995.9 chance:0.0022316130246109226
improvement:-8977 current_temperature:995.8000000000001 chance:1.2158919829688929E-4
improvement:-15268 current_temperature:995.7 chance:2.190565493010823E-7
improvement:-3719 current_temperature:995.6 chance:0.023862766590735707
improvement:-10964 current_temperature:995.5 chance:1.6476737429204553E-5
improvement:-2205 current_temperature:995.4 chance:0.10913279086512942
improvement:-6754 current_temperature:995.3 chance:0.00112959773044775
improvement:-6993 current_temperature:995.1999999999999 chance:8.878317569470468E-4
improvement:-9373 current_temperature:995.1 chance:8.115465896494355E-5
improvement:-2448 current_temperature:995.0 chance:0.08540919556854107
iteration:51 time:1581258355073 best_value:467089 Knapsack: value:464641 Resources:[7353, 1724] Inventory: in:[82, 72, 32, 68, 0, 98, 65, 8, 6, 97, 95, 99, 66, 74, 39, 4, 46, 55, 33, 80, 3, 78, 87, 9, 44, 81, 1, 85, 24, 59, 21, 75, 43, 56, 60, 17, 25, 52, 86, 79, 76, 10, 62, 91, 77, 54, 5, 71, 84, 19, 37, 20, 64, 42, 58, 16, 51, 36, 94, 29, 28] out:[92, 48, 31, 89, 34, 35, 67, 88, 69, 41, 45, 26, 83, 18, 70, 22, 27, 90, 49, 30, 2, 96, 47, 53, 73, 93, 7, 63, 11, 23, 15, 40, 38, 13, 50, 12, 57, 61, 14]
improvement:-2116 current_temperature:994.9 chance:0.1192125887881602
improvement:-4228 current_temperature:994.8000000000001 chance:0.01426280010150094
iteration:54 time:1581258355074 best_value:473969 Knapsack: value:473969 Resources:[4490, 1894] Inventory: in:[82, 72, 68, 0, 98, 65, 8, 6, 97, 95, 99, 66, 74, 39, 4, 46, 55, 33, 3, 78, 87, 9, 44, 81, 1, 85, 59, 21, 75, 56, 60, 25, 52, 86, 79, 76, 10, 62, 91, 54, 5, 71, 84, 19, 37, 20, 64, 42, 51, 36, 29, 28, 16, 43, 80, 32, 17, 24, 18, 73, 31, 45] out:[92, 48, 89, 35, 67, 69, 41, 83, 70, 22, 90, 49, 30, 2, 47, 53, 93, 7, 63, 11, 23, 15, 40, 50, 12, 57, 61, 14, 13, 38, 34, 26, 96, 88, 27, 77, 58, 94]
improvement:-3733 current_temperature:994.6 chance:0.02344102362344734
improvement:-11667 current_temperature:994.5 chance:8.036447878283093E-6
improvement:-7926 current_temperature:994.4 chance:3.4545935625938137E-4
improvement:-4691 current_temperature:994.3 chance:0.008933991706943655
improvement:-9417 current_temperature:994.1999999999999 chance:7.698213038477955E-5
improvement:-3109 current_temperature:994.1 chance:0.04382933369914566
improvement:-12727 current_temperature:994.0 chance:2.750238459153195E-6
improvement:-2292 current_temperature:993.9 chance:0.09965241390798088
improvement:-4340 current_temperature:993.8000000000001 chance:0.012688288575260779
iteration:64 time:1581258355078 best_value:474066 Knapsack: value:474066 Resources:[3107, 2160] Inventory: in:[82, 72, 98, 8, 6, 66, 74, 39, 46, 55, 3, 81, 1, 85, 59, 75, 56, 60, 86, 76, 62, 5, 71, 84, 19, 64, 51, 36, 29, 28, 43, 32, 24, 18, 73, 31, 45, 80, 42, 21, 44, 9, 65, 79, 37, 33, 68, 54, 87, 95, 97, 78, 91, 10, 17, 20, 4, 99, 0, 34, 69, 52] out:[92, 35, 41, 70, 22, 47, 7, 11, 40, 50, 61, 38, 26, 27, 77, 58, 94, 88, 15, 23, 57, 93, 48, 96, 30, 67, 53, 12, 2, 14, 90, 83, 49, 63, 89, 13, 25, 16]
improvement:-15570 current_temperature:993.6 chance:1.5648747610250893E-7
improvement:-2109 current_temperature:993.5 chance:0.11969622689938023
improvement:-3551 current_temperature:993.4 chance:0.028026849732982653
improvement:-9854 current_temperature:993.3 chance:4.915818816770084E-5
improvement:-12348 current_temperature:993.1999999999999 chance:3.986721752419534E-6
improvement:-3559 current_temperature:993.1 chance:0.02777197886035879
iteration:71 time:1581258355080 best_value:474941 Knapsack: value:474941 Resources:[4429, 187] Inventory: in:[82, 8, 66, 74, 39, 55, 3, 81, 1, 85, 59, 56, 60, 86, 76, 62, 5, 19, 64, 51, 29, 28, 32, 24, 73, 45, 80, 42, 44, 9, 65, 79, 33, 68, 87, 97, 10, 17, 20, 99, 34, 69, 54, 18, 75, 84, 43, 36, 78, 21, 46, 37, 98, 6, 91, 52, 0, 95, 71, 93, 89, 72] out:[92, 70, 47, 11, 50, 61, 38, 77, 58, 88, 23, 57, 48, 96, 30, 53, 12, 2, 90, 83, 49, 25, 67, 40, 41, 16, 13, 7, 27, 26, 14, 63, 35, 22, 94, 15, 31, 4]
improvement:-8203 current_temperature:992.9 chance:2.582305492899278E-4
improvement:-6544 current_temperature:992.8000000000001 chance:0.0013720373854098301
improvement:-6389 current_temperature:992.7 chance:0.001602832866849879
improvement:-6763 current_temperature:992.6 chance:0.0010989288977910287
improvement:-7474 current_temperature:992.5 chance:5.36481440893707E-4
improvement:-13578 current_temperature:992.4 chance:1.1428526788630624E-6
improvement:-9672 current_temperature:992.3 chance:5.8466752259781924E-5
improvement:-3619 current_temperature:992.1999999999999 chance:0.026057487843815615
iteration:80 time:1581258355091 best_value:478435 Knapsack: value:478435 Resources:[3583, 1142] Inventory: in:[82, 8, 66, 74, 39, 55, 81, 1, 59, 56, 60, 76, 5, 19, 64, 24, 45, 80, 42, 44, 9, 65, 79, 33, 97, 10, 99, 54, 75, 84, 78, 46, 98, 6, 91, 95, 71, 93, 89, 32, 87, 62, 17, 18, 0, 36, 69, 52, 43, 51, 68, 3, 72, 73, 29, 21, 37, 34, 28, 49, 85, 11] out:[92, 47, 50, 61, 77, 58, 57, 48, 96, 30, 12, 2, 16, 13, 7, 63, 22, 94, 15, 88, 53, 90, 41, 38, 26, 35, 14, 25, 31, 67, 23, 70, 4, 83, 27, 40, 20, 86]
improvement:-8921 current_temperature:992.0 chance:1.242837191411512E-4
improvement:-15004 current_temperature:991.9 chance:2.695465184481699E-7
improvement:-17845 current_temperature:991.8000000000001 chance:1.5344038367646128E-8
improvement:-3127 current_temperature:991.7 chance:0.04271644423591514
iteration:85 time:1581258355093 best_value:479886 Knapsack: value:479886 Resources:[192, 822] Inventory: in:[82, 8, 66, 74, 39, 55, 81, 1, 59, 56, 60, 76, 5, 19, 24, 45, 80, 42, 44, 65, 33, 97, 10, 75, 84, 46, 98, 6, 91, 89, 32, 62, 17, 18, 0, 36, 69, 52, 51, 68, 3, 73, 21, 34, 28, 49, 85, 78, 29, 79, 54, 87, 11, 99, 9, 72, 43, 71, 37, 92, 7, 30] out:[47, 77, 58, 57, 48, 96, 16, 13, 22, 94, 88, 53, 90, 41, 38, 26, 35, 14, 25, 67, 23, 70, 4, 83, 27, 40, 20, 12, 15, 86, 50, 2, 63, 61, 31, 64, 95, 93]
improvement:-14403 current_temperature:991.5 chance:4.911702451310785E-7
improvement:-11752 current_temperature:991.4 chance:7.11045787355163E-6
improvement:-8093 current_temperature:991.3 chance:2.8471353167811145E-4
improvement:-37 current_temperature:991.1999999999999 chance:0.9633596286707228
iteration:89 time:1581258355098 best_value:479886 Knapsack: value:479849 Resources:[1217, 1768] Inventory: in:[82, 8, 66, 74, 39, 55, 1, 56, 60, 76, 24, 45, 80, 44, 65, 33, 10, 75, 84, 98, 6, 91, 89, 32, 62, 18, 36, 51, 68, 3, 73, 34, 28, 49, 85, 78, 29, 79, 54, 87, 11, 99, 9, 72, 43, 71, 37, 92, 7, 30, 59, 5, 21, 52, 46, 0, 17, 19, 42, 47, 27, 38] out:[77, 57, 96, 16, 13, 22, 94, 88, 53, 90, 41, 26, 35, 14, 25, 67, 23, 70, 4, 83, 40, 20, 12, 15, 86, 50, 63, 61, 31, 64, 95, 93, 2, 58, 48, 97, 81, 69]
improvement:-11963 current_temperature:991.1 chance:5.7263810939089695E-6
improvement:-8667 current_temperature:991.0 chance:1.591423612399644E-4
improvement:-10477 current_temperature:990.9 chance:2.559237076110171E-5
improvement:-8436 current_temperature:990.8000000000001 chance:2.0057308718080764E-4
improvement:-12065 current_temperature:990.7 chance:5.141026462717843E-6
improvement:-9200 current_temperature:990.6 chance:9.259266548419613E-5
improvement:-9326 current_temperature:990.5 chance:8.145606652804567E-5
improvement:-13841 current_temperature:990.4 chance:8.524412450822377E-7
improvement:-18597 current_temperature:990.3 chance:6.987396358708968E-9
improvement:-15478 current_temperature:990.1999999999999 chance:1.627280199470967E-7
iteration:100 time:1581258355102 best_value:480132 Knapsack: value:480132 Resources:[3622, 2910] Inventory: in:[82, 8, 66, 39, 55, 1, 60, 76, 45, 65, 33, 75, 84, 98, 91, 89, 32, 51, 68, 28, 49, 85, 78, 79, 87, 99, 9, 72, 71, 92, 7, 59, 5, 17, 47, 6, 3, 52, 44, 10, 34, 80, 0, 11, 19, 27, 30, 62, 54, 43, 36, 21, 42, 74, 56, 24, 18, 37, 73, 16, 70, 64] out:[57, 22, 94, 88, 90, 41, 35, 14, 67, 40, 20, 12, 86, 50, 31, 58, 48, 81, 69, 96, 4, 83, 15, 61, 53, 26, 93, 23, 63, 77, 13, 97, 25, 95, 2, 29, 46, 38]
improvement:-8900 current_temperature:990.0 chance:1.246626847920104E-4
improvement:-9269 current_temperature:989.9 chance:8.579309110299248E-5
improvement:-1609 current_temperature:989.8000000000001 chance:0.19679731742262513
improvement:-3738 current_temperature:989.7 chance:0.02289350366215448
improvement:-12185 current_temperature:989.6 chance:4.492704135641268E-6
improvement:-5374 current_temperature:989.5 chance:0.004378602057066022
iteration:107 time:1581258355105 best_value:484068 Knapsack: value:484068 Resources:[1058, 152] Inventory: in:[8, 66, 39, 55, 76, 45, 33, 84, 98, 91, 32, 51, 28, 49, 85, 78, 79, 87, 72, 71, 92, 7, 59, 17, 47, 6, 3, 52, 34, 80, 11, 27, 30, 62, 36, 21, 42, 74, 56, 18, 73, 16, 70, 64, 0, 65, 9, 89, 75, 82, 1, 99, 44, 60, 10, 5, 37, 43, 54, 50, 69, 41, 46] out:[57, 22, 94, 88, 35, 67, 40, 86, 31, 58, 48, 4, 15, 53, 93, 63, 77, 13, 97, 25, 29, 38, 14, 12, 2, 61, 20, 23, 90, 95, 81, 26, 96, 83, 68, 19, 24]
improvement:-13375 current_temperature:989.3 chance:1.3442687595984797E-6
improvement:-12001 current_temperature:989.1999999999999 chance:5.384285823274204E-6
improvement:-15728 current_temperature:989.1 chance:1.242059904459328E-7
improvement:-5679 current_temperature:989.0 chance:0.0032078196742707384
improvement:-4769 current_temperature:988.9 chance:0.008046403287879861
improvement:-1378 current_temperature:988.8000000000001 chance:0.24817815736866475
improvement:-3468 current_temperature:988.7 chance:0.029967665654958373
improvement:-4726 current_temperature:988.6 chance:0.008391821541070408
improvement:-13536 current_temperature:988.5 chance:1.129794317110707E-6
improvement:-6646 current_temperature:988.4 chance:0.0012017236458730506
improvement:-10943 current_temperature:988.3 chance:1.553292146147303E-5
improvement:-4677 current_temperature:988.1999999999999 chance:0.008801372518044947
improvement:-11925 current_temperature:988.1 chance:5.736756730867051E-6
improvement:-14093 current_temperature:988.0 chance:6.384834764646373E-7
improvement:-4754 current_temperature:987.9 chance:0.008129726813232823
improvement:-7608 current_temperature:987.8 chance:4.519387210071813E-4
improvement:-9920 current_temperature:987.7 chance:4.346582823127081E-5
improvement:-12809 current_temperature:987.6 chance:2.329572367666646E-6
improvement:-16930 current_temperature:987.5 chance:3.583632484559264E-8
improvement:-7271 current_temperature:987.4000000000001 chance:6.337958400111488E-4
improvement:-9050 current_temperature:987.3 chance:1.0449059915707141E-4
improvement:-13613 current_temperature:987.1999999999999 chance:1.0263459625254436E-6
improvement:-11839 current_temperature:987.1 chance:6.182925758773455E-6
improvement:-12694 current_temperature:987.0 chance:2.5968911444480903E-6
improvement:-3428 current_temperature:986.9 chance:0.031008221876776584
improvement:-14841 current_temperature:986.8 chance:2.940483326770745E-7
improvement:-7159 current_temperature:986.7 chance:7.06280475655963E-4
improvement:-8901 current_temperature:986.6 chance:1.2073730914858937E-4
improvement:-4740 current_temperature:986.5 chance:0.00818980093911081
improvement:-11878 current_temperature:986.4000000000001 chance:5.892866269846387E-6
improvement:-5684 current_temperature:986.3 chance:0.0031418218241288064
improvement:-7145 current_temperature:986.1999999999999 chance:7.137479036215776E-4
improvement:-9094 current_temperature:986.1 chance:9.882218646829515E-5
improvement:-4540 current_temperature:986.0 chance:0.010007079618298205
improvement:-12372 current_temperature:985.9 chance:3.5486615463330403E-6
improvement:-15621 current_temperature:985.8 chance:1.312694980233123E-7
improvement:-14363 current_temperature:985.7 chance:4.6960655982182333E-7
improvement:-989 current_temperature:985.6 chance:0.36661256295638484
improvement:-9104 current_temperature:985.5 chance:9.727677626233666E-5
improvement:-3289 current_temperature:985.4000000000001 chance:0.03551746006079406
improvement:-14392 current_temperature:985.3 chance:4.5329678753842153E-7
improvement:-10250 current_temperature:985.1999999999999 chance:3.0311636158531376E-5
improvement:-6296 current_temperature:985.1 chance:0.00167619436039912
improvement:-14061 current_temperature:985.0 chance:6.315258867275856E-7
improvement:-5812 current_temperature:984.9 chance:0.002736414721149676
improvement:-6149 current_temperature:984.8 chance:0.0019422515378155268
improvement:-15150 current_temperature:984.7 chance:2.0806889887929538E-7
iteration:155 time:1581258355125 best_value:486450 Knapsack: value:486450 Resources:[665, 1739] Inventory: in:[91, 51, 16, 1, 21, 39, 71, 55, 54, 64, 74, 28, 76, 73, 49, 42, 50, 69, 6, 56, 78, 30, 43, 0, 79, 87, 82, 98, 46, 8, 80, 99, 3, 66, 41, 65, 59, 11, 37, 36, 27, 32, 89, 10, 45, 44, 72, 34, 17, 84, 75, 9, 92, 85, 62, 7, 60, 52, 70, 18, 48, 5, 61] out:[22, 94, 35, 13, 97, 20, 25, 67, 77, 68, 31, 95, 58, 90, 19, 63, 23, 88, 96, 53, 57, 38, 40, 24, 14, 83, 2, 81, 26, 12, 4, 93, 29, 86, 15, 33, 47]
improvement:-11704 current_temperature:984.5 chance:6.870537909805965E-6
improvement:-7562 current_temperature:984.4000000000001 chance:4.611271904780034E-4
improvement:-7612 current_temperature:984.3 chance:4.3794614605175146E-4
improvement:-15253 current_temperature:984.1999999999999 chance:1.859354461208942E-7
improvement:-5834 current_temperature:984.1 chance:0.0026631135764714903
improvement:-6613 current_temperature:984.0 chance:0.001205900780905126
improvement:-15164 current_temperature:983.9 chance:2.0257910603183077E-7
improvement:-11969 current_temperature:983.8 chance:5.2039600775572515E-6
improvement:-6046 current_temperature:983.7 chance:0.002141641304271401
iteration:165 time:1581258355127 best_value:487330 Knapsack: value:487330 Resources:[4164, 2351] Inventory: in:[91, 16, 1, 39, 55, 54, 64, 28, 76, 42, 69, 78, 30, 43, 79, 98, 8, 80, 3, 66, 65, 59, 11, 37, 32, 10, 45, 44, 72, 17, 84, 75, 9, 85, 62, 7, 60, 52, 70, 5, 61, 18, 27, 6, 74, 82, 0, 41, 21, 56, 51, 34, 87, 73, 46, 71, 89, 49, 99, 48, 13, 92, 68] out:[22, 35, 97, 20, 25, 77, 31, 95, 58, 90, 19, 63, 23, 88, 53, 38, 14, 26, 93, 29, 15, 33, 47, 67, 57, 81, 4, 12, 40, 83, 94, 96, 2, 24, 86, 50, 36]
improvement:-14417 current_temperature:983.5 chance:4.302620575475159E-7
improvement:-8250 current_temperature:983.4000000000001 chance:2.2729501812486703E-4
improvement:-7078 current_temperature:983.3 chance:7.479233123684801E-4
