verbose:1
nr_items:100
dimensions:2
solver_name:simulated_annealing
nr_iterations:10000
nr_to_unpack:3
max_temperature:1000
Items:
  Item: value:8058 Resources:[5424, 5600]
Knapsack: value:0 Resources:[420000, 420000] Inventory: in:[] out:[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49, 50, 51, 52, 53, 54, 55, 56, 57, 58, 59, 60, 61, 62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72, 73, 74, 75, 76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90, 91, 92, 93, 94, 95, 96, 97, 98, 99]
iteration:0 solve_begin_time:1581258359910
iteration:1 time:1581258359925 best_value:431769 Knapsack: value:431769 Resources:[317, 19788] Inventory: in:[56, 18, 15, 72, 16, 2, 20, 78, 62, 47, 84, 5, 24, 14, 69, 46, 35, 60, 87, 94, 99, 22, 9, 11, 80, 30, 0, 52, 48, 41, 86, 36, 88, 13, 92, 90, 54, 61, 68, 32, 17, 53, 85, 98, 43, 71, 59, 8, 23, 51, 3, 10, 75, 7, 31, 58, 49, 40, 37, 50] out:[1, 4, 6, 12, 19, 21, 25, 26, 27, 28, 29, 33, 34, 38, 39, 42, 44, 45, 55, 57, 63, 64, 65, 66, 67, 70, 73, 74, 76, 77, 79, 81, 82, 83, 89, 91, 93, 95, 96, 97]
improvement:-4356 current_temperature:999.9 chance:0.012824015646706962
improvement:-1440 current_temperature:999.8000000000001 chance:0.23685951966670823
iteration:4 time:1581258359953 best_value:433091 Knapsack: value:433091 Resources:[1480, 14834] Inventory: in:[18, 15, 72, 16, 2, 20, 78, 62, 47, 5, 14, 69, 46, 35, 60, 87, 94, 99, 22, 9, 11, 80, 30, 0, 48, 41, 86, 36, 88, 13, 92, 90, 54, 68, 17, 53, 85, 98, 43, 71, 59, 8, 23, 51, 3, 75, 7, 31, 58, 49, 37, 50, 52, 24, 40, 10, 61, 93, 70, 55] out:[1, 4, 6, 12, 19, 21, 26, 28, 29, 33, 34, 38, 39, 42, 44, 45, 63, 64, 65, 66, 67, 73, 74, 77, 79, 81, 82, 83, 91, 95, 96, 97, 89, 25, 27, 76, 57, 32, 56, 84]
improvement:-4279 current_temperature:999.6 chance:0.013832805677808504
improvement:-2051 current_temperature:999.5 chance:0.12847434903133004
improvement:-4040 current_temperature:999.4 chance:0.017554842253033734
iteration:8 time:1581258359956 best_value:452448 Knapsack: value:452448 Resources:[41, 3136] Inventory: in:[18, 15, 72, 16, 20, 78, 62, 5, 14, 69, 35, 87, 94, 99, 22, 11, 0, 48, 41, 86, 88, 13, 92, 54, 68, 17, 53, 85, 98, 71, 59, 8, 23, 51, 3, 75, 7, 31, 58, 49, 37, 50, 52, 24, 40, 10, 61, 93, 55, 43, 9, 46, 30, 90, 70, 80, 60, 44, 81, 64, 6, 27] out:[4, 12, 19, 21, 26, 28, 29, 33, 34, 39, 42, 45, 63, 66, 67, 73, 74, 77, 79, 82, 95, 96, 97, 89, 25, 57, 32, 56, 84, 65, 38, 83, 76, 1, 91, 36, 47, 2]
improvement:-6720 current_temperature:999.1999999999999 chance:0.0012000641032458611
improvement:-6579 current_temperature:999.1 chance:0.0013810289609295378
iteration:11 time:1581258359959 best_value:453945 Knapsack: value:453945 Resources:[1159, 909] Inventory: in:[18, 15, 72, 16, 78, 62, 5, 14, 69, 35, 87, 22, 11, 0, 48, 41, 86, 88, 13, 92, 54, 68, 53, 85, 71, 59, 8, 23, 3, 75, 7, 58, 49, 37, 50, 52, 24, 40, 10, 55, 43, 9, 46, 30, 90, 70, 80, 60, 44, 81, 64, 6, 27, 51, 98, 61, 31, 94, 17, 25, 56, 28] out:[4, 12, 19, 21, 26, 33, 34, 42, 45, 63, 66, 67, 73, 74, 77, 79, 82, 95, 96, 97, 89, 57, 32, 84, 65, 83, 76, 1, 91, 36, 47, 2, 29, 38, 39, 99, 93, 20]
iteration:12 time:1581258359960 best_value:457689 Knapsack: value:457689 Resources:[1174, 3888] Inventory: in:[18, 15, 72, 16, 78, 62, 5, 14, 35, 87, 22, 11, 0, 48, 41, 86, 88, 13, 92, 54, 68, 53, 85, 71, 59, 8, 23, 3, 75, 7, 58, 49, 37, 50, 52, 24, 40, 10, 55, 43, 9, 46, 30, 90, 70, 80, 60, 44, 81, 64, 6, 27, 98, 61, 94, 17, 25, 56, 28, 4, 74, 73] out:[12, 19, 21, 26, 33, 34, 42, 45, 63, 66, 67, 77, 79, 82, 95, 96, 97, 89, 57, 32, 84, 65, 83, 76, 1, 91, 36, 47, 2, 29, 38, 39, 99, 93, 20, 51, 31, 69]
improvement:-116 current_temperature:998.8000000000001 chance:0.8903511288702497
iteration:13 time:1581258359961 best_value:457689 Knapsack: value:457573 Resources:[2499, 6715] Inventory: in:[18, 15, 72, 16, 78, 62, 5, 14, 35, 87, 22, 11, 0, 48, 41, 86, 88, 13, 92, 54, 68, 53, 85, 71, 59, 8, 23, 3, 75, 7, 58, 49, 37, 50, 52, 24, 10, 55, 43, 9, 46, 30, 70, 80, 60, 44, 81, 64, 6, 27, 98, 94, 17, 25, 56, 28, 4, 74, 73, 29, 77] out:[12, 19, 21, 26, 33, 34, 42, 45, 63, 66, 67, 79, 82, 95, 96, 97, 89, 57, 32, 84, 65, 83, 76, 1, 91, 36, 47, 2, 38, 39, 99, 93, 20, 51, 31, 69, 61, 90, 40]
improvement:-3371 current_temperature:998.7 chance:0.034204844106397
iteration:15 time:1581258359962 best_value:470341 Knapsack: value:470341 Resources:[220, 389] Inventory: in:[18, 15, 72, 16, 78, 62, 5, 14, 35, 87, 11, 0, 48, 41, 88, 13, 92, 54, 68, 53, 85, 71, 59, 23, 3, 75, 7, 58, 49, 37, 50, 52, 24, 10, 43, 9, 46, 30, 70, 80, 60, 44, 64, 6, 27, 98, 94, 17, 25, 56, 28, 4, 74, 73, 77, 29, 8, 55, 76, 31, 57, 79] out:[12, 19, 21, 26, 33, 34, 42, 45, 63, 66, 67, 82, 95, 96, 97, 89, 32, 84, 65, 83, 91, 47, 2, 38, 39, 99, 93, 20, 51, 61, 90, 40, 1, 69, 36, 86, 22, 81]
improvement:-3134 current_temperature:998.5 chance:0.043338752726587056
iteration:17 time:1581258359963 best_value:478248 Knapsack: value:478248 Resources:[488, 277] Inventory: in:[18, 15, 72, 16, 78, 62, 5, 14, 35, 87, 0, 48, 41, 88, 13, 92, 54, 68, 85, 71, 59, 23, 3, 75, 7, 58, 49, 37, 50, 52, 24, 10, 43, 9, 46, 30, 80, 60, 44, 64, 6, 27, 98, 94, 17, 25, 56, 28, 74, 73, 77, 8, 55, 76, 31, 57, 79, 11, 70, 99, 2, 45, 42] out:[12, 19, 21, 26, 33, 34, 63, 66, 67, 82, 95, 96, 97, 89, 32, 84, 65, 83, 91, 47, 38, 39, 93, 20, 51, 61, 90, 40, 1, 69, 36, 86, 22, 81, 29, 53, 4]
improvement:-2881 current_temperature:998.3 chance:0.055804205766904896
improvement:-3922 current_temperature:998.1999999999999 chance:0.01966190384996923
improvement:-15957 current_temperature:998.1 chance:1.1396482207888105E-7
improvement:-14695 current_temperature:998.0 chance:4.029517948965392E-7
improvement:-9504 current_temperature:997.9 chance:7.307674257637551E-5
improvement:-13946 current_temperature:997.8000000000001 chance:8.510892413121129E-7
improvement:-5287 current_temperature:997.7 chance:0.004995648064248241
improvement:-12241 current_temperature:997.6 chance:4.688259853210167E-6
improvement:-7614 current_temperature:997.5 chance:4.841660135937669E-4
improvement:-9966 current_temperature:997.4 chance:4.576554027496346E-5
improvement:-14307 current_temperature:997.3 chance:5.884737710506592E-7
improvement:-13418 current_temperature:997.1999999999999 chance:1.4330924552977915E-6
improvement:-6287 current_temperature:997.1 chance:0.0018266249081570303
improvement:-3743 current_temperature:997.0 chance:0.02341770805407516
improvement:-8017 current_temperature:996.9 chance:3.2168749922928955E-4
improvement:-2016 current_temperature:996.8000000000001 chance:0.13232795764576497
improvement:-9275 current_temperature:996.7 chance:9.090379220999333E-5
improvement:-6329 current_temperature:996.6 chance:0.0017457133455606915
improvement:-8950 current_temperature:996.5 chance:1.257223036459787E-4
improvement:-7772 current_temperature:996.4 chance:4.097020830720542E-4
improvement:-6469 current_temperature:996.3 chance:0.0015139635652195215
improvement:-6126 current_temperature:996.1999999999999 chance:0.002134831417306532
improvement:-8792 current_temperature:996.1 chance:1.468024063490672E-4
improvement:-11736 current_temperature:996.0 chance:7.632214414113484E-6
improvement:-8138 current_temperature:995.9 chance:2.8259291382197254E-4
improvement:-1925 current_temperature:995.8000000000001 chance:0.14469617203004415
improvement:-4576 current_temperature:995.7 chance:0.010094528085752058
improvement:-5205 current_temperature:995.6 chance:0.005364225826044989
improvement:-12407 current_temperature:995.5 chance:3.8667976370280205E-6
improvement:-6176 current_temperature:995.4 chance:0.0020202361103553
improvement:-10183 current_temperature:995.3 chance:3.6032613297063366E-5
improvement:-2994 current_temperature:995.1999999999999 chance:0.049368608389996474
improvement:-10845 current_temperature:995.1 chance:1.848775067909628E-5
improvement:-3321 current_temperature:995.0 chance:0.03551896704536536
improvement:-5974 current_temperature:994.9 chance:0.002467317921003589
improvement:-7011 current_temperature:994.8000000000001 chance:8.69451705636985E-4
improvement:-8371 current_temperature:994.7 chance:2.213860175725321E-4
improvement:-3069 current_temperature:994.6 chance:0.04569974422518287
improvement:-10776 current_temperature:994.5 chance:1.968613894398317E-5
improvement:-8941 current_temperature:994.4 chance:1.2448173386275026E-4
improvement:-5873 current_temperature:994.3 chance:0.002721238945684368
improvement:-5281 current_temperature:994.1999999999999 chance:0.004932997373143458
improvement:-15021 current_temperature:994.1 chance:2.739966698902347E-7
improvement:-4713 current_temperature:994.0 chance:0.008725995742828238
improvement:-6501 current_temperature:993.9 chance:0.00144318978475772
improvement:-8558 current_temperature:993.8000000000001 chance:1.820206124909697E-4
improvement:-12814 current_temperature:993.7 chance:2.5099693599757193E-6
improvement:-4637 current_temperature:993.6 chance:0.009401669915383755
improvement:-86 current_temperature:993.5 chance:0.9170780853731862
iteration:66 time:1581258359981 best_value:478248 Knapsack: value:478162 Resources:[7115, 81] Inventory: in:[72, 14, 71, 50, 52, 55, 76, 31, 9, 18, 85, 78, 16, 60, 48, 25, 57, 6, 92, 5, 59, 44, 30, 24, 58, 0, 54, 94, 28, 45, 80, 75, 99, 73, 2, 46, 62, 88, 41, 70, 15, 8, 98, 64, 37, 49, 42, 23, 13, 56, 7, 10, 79, 43, 68, 87, 74, 3, 35, 17, 21, 19, 27] out:[90, 38, 29, 95, 22, 47, 91, 12, 39, 1, 97, 63, 51, 83, 89, 26, 36, 40, 65, 4, 96, 67, 81, 86, 69, 82, 33, 20, 53, 66, 84, 34, 93, 61, 32, 11, 77]
improvement:-3351 current_temperature:993.4 chance:0.034277588346040486
improvement:-8428 current_temperature:993.3 chance:2.0657469644415653E-4
improvement:-11682 current_temperature:993.1999999999999 chance:7.795363110713048E-6
improvement:-113 current_temperature:993.1 chance:0.8924497072739359
iteration:70 time:1581258359982 best_value:478248 Knapsack: value:478049 Resources:[24, 1315] Inventory: in:[72, 14, 71, 50, 52, 55, 76, 31, 9, 18, 85, 16, 60, 48, 25, 57, 6, 92, 59, 44, 24, 0, 54, 28, 45, 80, 73, 2, 62, 88, 41, 15, 8, 98, 64, 37, 49, 42, 23, 56, 7, 10, 43, 87, 74, 3, 35, 17, 21, 19, 27, 78, 68, 75, 13, 99, 70, 46, 94, 79, 90, 77, 65] out:[38, 29, 95, 22, 12, 39, 1, 97, 63, 51, 83, 89, 26, 36, 4, 67, 81, 86, 69, 33, 20, 53, 66, 84, 34, 93, 61, 32, 82, 91, 11, 47, 40, 96, 58, 30, 5]
improvement:-1612 current_temperature:993.0 chance:0.1972341761435221
improvement:-16613 current_temperature:992.9 chance:5.4134413199258124E-8
improvement:-3942 current_temperature:992.8000000000001 chance:0.01886233438031992
improvement:-12869 current_temperature:992.7 chance:2.34404020970833E-6
improvement:-905 current_temperature:992.6 chance:0.40182165733829056
iteration:75 time:1581258359984 best_value:478248 Knapsack: value:477144 Resources:[952, 1232] Inventory: in:[14, 71, 50, 76, 31, 9, 18, 16, 60, 48, 25, 57, 6, 59, 44, 0, 54, 28, 80, 73, 62, 88, 15, 8, 98, 64, 37, 42, 23, 7, 43, 87, 74, 3, 35, 21, 19, 27, 78, 68, 75, 13, 99, 70, 46, 94, 79, 77, 65, 92, 45, 56, 72, 85, 24, 2, 17, 55, 41, 52, 84, 69, 10] out:[38, 29, 22, 12, 39, 1, 63, 83, 26, 81, 86, 33, 20, 53, 66, 34, 93, 32, 82, 91, 11, 47, 40, 96, 58, 5, 61, 89, 4, 67, 51, 97, 36, 95, 30, 90, 49]
improvement:-15180 current_temperature:992.5 chance:2.27819923912399E-7
improvement:-6003 current_temperature:992.4 chance:0.002360286689705902
improvement:-8341 current_temperature:992.3 chance:2.2358384353905785E-4
improvement:-13364 current_temperature:992.1999999999999 chance:1.414041477415416E-6
improvement:-3615 current_temperature:992.1 chance:0.02615314289042983
iteration:81 time:1581258359986 best_value:478479 Knapsack: value:478479 Resources:[893, 6637] Inventory: in:[14, 71, 31, 9, 18, 16, 25, 57, 6, 59, 44, 0, 54, 28, 73, 62, 88, 15, 8, 37, 42, 23, 7, 87, 74, 3, 35, 21, 19, 27, 68, 75, 13, 99, 70, 94, 79, 77, 65, 92, 45, 56, 72, 24, 2, 17, 55, 52, 10, 64, 85, 76, 80, 50, 46, 48, 84, 43, 41, 98, 22, 51, 33] out:[38, 29, 39, 1, 63, 83, 81, 86, 20, 53, 66, 34, 93, 91, 11, 47, 58, 5, 89, 67, 97, 36, 95, 30, 90, 49, 26, 96, 4, 61, 82, 40, 12, 32, 78, 69, 60]
improvement:-3457 current_temperature:991.9 chance:0.030646697659897033
improvement:-4540 current_temperature:991.8000000000001 chance:0.010280197639509023
improvement:-1766 current_temperature:991.7 chance:0.16850658025948978
improvement:-6589 current_temperature:991.6 chance:0.0013007471377607448
improvement:-3623 current_temperature:991.5 chance:0.0258858315127833
improvement:-6323 current_temperature:991.4 chance:0.0016987722312611384
improvement:-5964 current_temperature:991.3 chance:0.00243857317042345
improvement:-7963 current_temperature:991.1999999999999 chance:3.243470318367708E-4
improvement:-9992 current_temperature:991.1 chance:4.183708655556582E-5
iteration:91 time:1581258359989 best_value:479185 Knapsack: value:479185 Resources:[1013, 2863] Inventory: in:[71, 18, 16, 57, 6, 59, 44, 28, 73, 88, 8, 42, 23, 87, 74, 19, 27, 68, 75, 13, 99, 70, 79, 65, 56, 72, 17, 55, 10, 64, 85, 76, 50, 46, 84, 41, 98, 22, 51, 43, 52, 35, 31, 48, 14, 7, 80, 24, 92, 9, 45, 54, 0, 25, 3, 21, 77, 94, 15, 33, 53, 38, 37] out:[39, 1, 63, 20, 91, 11, 47, 58, 5, 89, 97, 90, 49, 96, 12, 69, 60, 40, 34, 4, 30, 26, 36, 32, 82, 83, 81, 66, 29, 67, 93, 95, 78, 86, 61, 62, 2]
improvement:-5042 current_temperature:990.9 chance:0.006168475449633218
improvement:-9718 current_temperature:990.8000000000001 chance:5.49967882948738E-5
improvement:-6797 current_temperature:990.7 chance:0.001048069382009739
improvement:-9685 current_temperature:990.6 chance:5.674727688614799E-5
improvement:-9032 current_temperature:990.5 chance:1.0960506663659361E-4
improvement:-5532 current_temperature:990.4 chance:0.0037514157724838145
improvement:-6672 current_temperature:990.3 chance:0.0011857825797909022
improvement:-10876 current_temperature:990.1999999999999 chance:1.697719357934266E-5
improvement:-4369 current_temperature:990.1 chance:0.012122578331851942
improvement:-10502 current_temperature:990.0 chance:2.4715479552875474E-5
improvement:-8092 current_temperature:989.9 chance:2.8172952255232534E-4
improvement:-4388 current_temperature:989.8000000000001 chance:0.011876200587254786
improvement:-7551 current_temperature:989.7 chance:4.8586258418111786E-4
improvement:-9705 current_temperature:989.6 chance:5.506519427045028E-5
improvement:-5359 current_temperature:989.5 chance:0.004445483689981684
improvement:-13914 current_temperature:989.4 chance:7.80704963269608E-7
iteration:108 time:1581258359993 best_value:480243 Knapsack: value:480243 Resources:[408, 1053] Inventory: in:[71, 57, 73, 88, 8, 42, 74, 19, 75, 13, 70, 79, 56, 72, 55, 64, 50, 84, 7, 80, 24, 92, 9, 45, 25, 21, 77, 38, 37, 48, 22, 68, 18, 94, 43, 59, 16, 14, 51, 65, 98, 46, 53, 85, 31, 0, 28, 87, 17, 44, 76, 99, 23, 10, 27, 6, 15, 41, 52, 3, 60, 33, 61] out:[20, 91, 11, 5, 49, 12, 30, 82, 83, 81, 29, 89, 47, 32, 39, 67, 97, 66, 69, 86, 96, 90, 2, 1, 95, 78, 62, 63, 26, 4, 34, 58, 93, 36, 40, 35, 54]
improvement:-13919 current_temperature:989.1999999999999 chance:7.7456330987991E-7
improvement:-9318 current_temperature:989.1 chance:8.103045618809082E-5
improvement:-13231 current_temperature:989.0 chance:1.5485992313729456E-6
improvement:-5748 current_temperature:988.9 chance:0.0029898891660983433
improvement:-8328 current_temperature:988.8000000000001 chance:2.1990166317951753E-4
improvement:-5502 current_temperature:988.7 chance:0.0038300279432317065
improvement:-5064 current_temperature:988.6 chance:0.005961725618572473
improvement:-4190 current_temperature:988.5 chance:0.014425676439967495
improvement:-7265 current_temperature:988.4 chance:6.424233477684545E-4
improvement:-5007 current_temperature:988.3 chance:0.0063058631323829745
improvement:-6883 current_temperature:988.1999999999999 chance:9.44184247951485E-4
improvement:-12262 current_temperature:988.1 chance:4.078932956202554E-6
improvement:-4664 current_temperature:988.0 chance:0.00890940540404143
improvement:-2068 current_temperature:987.9 chance:0.1232760308953721
improvement:-13606 current_temperature:987.8 chance:1.0423390031705868E-6
improvement:-5522 current_temperature:987.7 chance:0.003732166335006756
iteration:125 time:1581258359997 best_value:483095 Knapsack: value:483095 Resources:[691, 582] Inventory: in:[71, 73, 88, 8, 42, 74, 19, 70, 55, 7, 92, 9, 45, 21, 38, 48, 22, 68, 59, 14, 65, 98, 46, 28, 76, 99, 10, 27, 41, 3, 18, 50, 23, 79, 15, 56, 60, 61, 64, 77, 52, 33, 94, 87, 31, 25, 57, 85, 84, 72, 0, 43, 37, 51, 24, 6, 16, 13, 44, 17, 78, 75, 30] out:[11, 29, 89, 67, 69, 2, 1, 63, 83, 36, 35, 90, 47, 95, 97, 20, 96, 93, 54, 91, 39, 66, 26, 82, 49, 86, 34, 58, 81, 62, 32, 4, 12, 5, 40, 80, 53]
improvement:-8036 current_temperature:987.5 chance:2.9230244564333103E-4
improvement:-8742 current_temperature:987.4000000000001 chance:1.4287294911421528E-4
improvement:-1845 current_temperature:987.3 chance:0.154319074461468
improvement:-4984 current_temperature:987.1999999999999 chance:0.006418169244929859
improvement:-7481 current_temperature:987.1 chance:5.111916022988567E-4
improvement:-10896 current_temperature:987.0 chance:1.6054623556586888E-5
improvement:-15901 current_temperature:986.9 chance:1.0060457612399246E-7
improvement:-5322 current_temperature:986.8 chance:0.004547443329987127
improvement:-15899 current_temperature:986.7 chance:1.0048001520808356E-7
improvement:-1133 current_temperature:986.6 chance:0.3171474711448784
iteration:136 time:1581258359999 best_value:484613 Knapsack: value:484613 Resources:[6128, 1065] Inventory: in:[71, 73, 88, 8, 74, 19, 70, 55, 92, 45, 21, 38, 68, 59, 65, 98, 46, 99, 27, 41, 50, 56, 61, 64, 77, 33, 94, 31, 25, 84, 72, 0, 37, 24, 6, 13, 78, 30, 52, 16, 15, 44, 22, 48, 18, 9, 57, 42, 10, 60, 87, 7, 28, 43, 79, 76, 75, 14, 3, 85, 36, 66, 54] out:[11, 69, 63, 83, 35, 90, 47, 20, 93, 91, 39, 82, 86, 58, 81, 62, 12, 80, 89, 34, 2, 4, 96, 97, 29, 32, 53, 67, 1, 5, 95, 40, 26, 49, 23, 51, 17]
improvement:-4883 current_temperature:986.4000000000001 chance:0.007081111358871478
improvement:-8822 current_temperature:986.3 chance:1.304474361127935E-4
iteration:139 time:1581258360000 best_value:486943 Knapsack: value:486943 Resources:[6917, 1726] Inventory: in:[71, 73, 88, 8, 74, 19, 70, 55, 92, 45, 21, 38, 68, 59, 65, 98, 46, 27, 41, 56, 64, 77, 33, 94, 31, 84, 72, 0, 37, 24, 6, 13, 30, 52, 16, 15, 48, 18, 9, 57, 42, 10, 60, 87, 7, 28, 43, 79, 75, 14, 3, 85, 36, 66, 22, 76, 44, 50, 61, 54, 91, 58, 80] out:[11, 69, 63, 83, 35, 90, 47, 20, 93, 39, 86, 81, 62, 12, 89, 34, 2, 4, 96, 97, 29, 53, 5, 95, 26, 49, 23, 51, 17, 67, 32, 1, 40, 82, 99, 25, 78]
iteration:140 time:1581258360000 best_value:489719 Knapsack: value:489719 Resources:[543, 310] Inventory: in:[71, 73, 88, 8, 74, 19, 70, 55, 92, 45, 21, 38, 68, 59, 65, 98, 46, 27, 41, 56, 64, 33, 94, 31, 84, 72, 0, 37, 24, 6, 13, 30, 52, 16, 15, 48, 18, 9, 42, 10, 60, 87, 7, 28, 79, 75, 14, 3, 85, 36, 66, 22, 76, 44, 50, 61, 54, 91, 58, 80, 97, 99, 11, 62] out:[69, 63, 83, 35, 90, 47, 20, 93, 39, 86, 81, 12, 89, 34, 2, 4, 96, 29, 53, 5, 95, 26, 49, 23, 51, 17, 67, 32, 1, 40, 82, 25, 78, 43, 77, 57]
improvement:-6680 current_temperature:986.0 chance:0.0011421442409285487
improvement:-11353 current_temperature:985.9 chance:9.975617722404302E-6
improvement:-8876 current_temperature:985.8 chance:1.2293500741161515E-4
improvement:-9976 current_temperature:985.7 chance:4.023688734850528E-5
improvement:-4401 current_temperature:985.6 chance:0.011501241134752257
improvement:-16510 current_temperature:985.5 chance:5.3003001079148034E-8
improvement:-9739 current_temperature:985.4000000000001 chance:5.101983274900732E-5
improvement:-11545 current_temperature:985.3 chance:8.152030838262725E-6
improvement:-7736 current_temperature:985.1999999999999 chance:3.888904985587547E-4
improvement:-11310 current_temperature:985.1 chance:1.0323704368448261E-5
improvement:-6380 current_temperature:985.0 chance:0.0015381769532224253
improvement:-6300 current_temperature:984.9 chance:0.0016672353788003483
improvement:-3106 current_temperature:984.8 chance:0.042683626514777015
improvement:-3607 current_temperature:984.7 chance:0.025654287121129906
improvement:-9365 current_temperature:984.6 chance:7.39976855334601E-5
improvement:-4555 current_temperature:984.5 chance:0.009786865297392026
improvement:-8812 current_temperature:984.4000000000001 chance:1.2952383075364406E-4
improvement:-14628 current_temperature:984.3 chance:3.514062879180624E-7
improvement:-5124 current_temperature:984.1999999999999 chance:0.0054821446753543415
improvement:-5335 current_temperature:984.1 chance:0.004421850378523349
improvement:-7563 current_temperature:984.0 chance:4.5922254874433834E-4
improvement:-12099 current_temperature:983.9 chance:4.565505114920518E-6
improvement:-12583 current_temperature:983.8 chance:2.7879576356782976E-6
improvement:-16712 current_temperature:983.7 chance:4.186065862777973E-8
improvement:-5067 current_temperature:983.6 chance:0.005790802805385189
improvement:-10004 current_temperature:983.5 chance:3.82320923125314E-5
improvement:-6351 current_temperature:983.4000000000001 chance:0.0015676051234454656
